process.b1.capacity,process.b2.capacity,process.b3.capacity,process.b4.capacity,property.price,property.product,property.winner,verification.resultclass
0,1,2,1,80,2,2,TRUE
0,1,2,1,80,2,3,TRUE
0,1,2,1,80,2,4,FALSE
0,1,2,1,80,5,0,TRUE
0,1,2,1,80,5,2,FALSE
0,1,2,1,80,5,3,FALSE
0,1,2,1,80,5,4,TRUE
0,2,1,0,59,1,0,FALSE
0,2,1,0,59,4,0,FALSE
0,2,1,0,59,6,0,FALSE
0,2,1,0,60,1,0,FALSE
0,2,1,0,60,4,0,FALSE
0,2,1,0,60,6,0,TRUE
0,2,1,0,60,6,2,TRUE
0,2,1,0,60,6,3,FALSE
0,2,1,0,61,1,0,FALSE
0,2,1,0,61,4,0,FALSE
0,2,1,0,62,1,0,FALSE
0,2,1,0,62,4,0,FALSE
0,2,1,0,63,1,0,FALSE
0,2,1,0,63,4,0,FALSE
0,2,1,0,64,1,0,FALSE
0,2,1,0,64,4,0,FALSE
0,2,1,0,65,1,0,FALSE
0,2,1,0,65,4,0,FALSE
0,2,1,0,66,1,0,FALSE
0,2,1,0,66,4,0,FALSE
0,2,1,0,67,1,0,FALSE
0,2,1,0,67,4,0,FALSE
0,2,1,0,68,1,0,FALSE
0,2,1,0,68,4,0,FALSE
0,2,1,0,69,1,0,FALSE
0,2,1,0,69,3,0,FALSE
0,2,1,0,69,4,0,FALSE
0,2,1,0,70,1,0,TRUE
0,2,1,0,70,1,2,TRUE
0,2,1,0,70,1,3,FALSE
0,2,1,0,70,3,0,TRUE
0,2,1,0,70,3,2,TRUE
0,2,1,0,70,3,3,FALSE
0,2,1,0,70,4,0,TRUE
0,2,1,0,70,4,2,TRUE
0,2,1,0,70,4,3,FALSE
0,2,1,1,59,1,0,FALSE
0,2,1,1,59,4,0,FALSE
0,2,1,1,59,6,0,FALSE
0,2,1,1,60,1,0,FALSE
0,2,1,1,60,4,0,FALSE
0,2,1,1,60,6,0,TRUE
0,2,1,1,60,6,2,TRUE
0,2,1,1,60,6,3,FALSE
0,2,1,1,60,6,4,FALSE
0,2,1,1,61,1,0,FALSE
0,2,1,1,61,4,0,FALSE
0,2,1,1,62,1,0,FALSE
0,2,1,1,62,4,0,FALSE
0,2,1,1,63,1,0,FALSE
0,2,1,1,63,4,0,FALSE
0,2,1,1,64,1,0,FALSE
0,2,1,1,64,4,0,FALSE
0,2,1,1,65,1,0,FALSE
0,2,1,1,65,4,0,FALSE
0,2,1,1,66,1,0,FALSE
0,2,1,1,66,4,0,FALSE
0,2,1,1,67,1,0,FALSE
0,2,1,1,67,4,0,FALSE
0,2,1,1,68,1,0,FALSE
0,2,1,1,68,4,0,FALSE
0,2,1,1,69,1,0,FALSE
0,2,1,1,69,3,0,FALSE
0,2,1,1,69,4,0,FALSE
0,2,1,1,69,5,0,FALSE
0,2,1,1,70,1,0,TRUE
0,2,1,1,70,1,2,TRUE
0,2,1,1,70,1,3,FALSE
0,2,1,1,70,1,4,FALSE
0,2,1,1,70,3,0,TRUE
0,2,1,1,70,3,2,TRUE
0,2,1,1,70,3,3,FALSE
0,2,1,1,70,3,4,FALSE
0,2,1,1,70,4,0,TRUE
0,2,1,1,70,4,2,TRUE
0,2,1,1,70,4,3,FALSE
0,2,1,1,70,4,4,FALSE
0,2,1,1,70,5,0,FALSE
0,2,1,1,71,5,0,FALSE
0,2,1,1,72,5,0,FALSE
0,2,1,1,73,5,0,FALSE
0,2,1,1,74,5,0,FALSE
0,2,1,1,75,5,0,FALSE
0,2,1,1,76,5,0,FALSE
0,2,1,1,77,5,0,FALSE
0,2,1,1,78,5,0,FALSE
0,2,1,1,79,5,0,FALSE
0,2,1,1,80,5,0,TRUE
0,2,1,1,80,5,2,FALSE
0,2,1,1,80,5,3,FALSE
0,2,1,1,80,5,4,TRUE
0,2,2,0,59,1,0,FALSE
0,2,2,0,59,2,0,FALSE
0,2,2,0,59,4,0,FALSE
0,2,2,0,59,6,0,FALSE
0,2,2,0,60,1,0,FALSE
0,2,2,0,60,2,0,FALSE
0,2,2,0,60,4,0,FALSE
0,2,2,0,60,6,0,TRUE
0,2,2,0,60,6,2,TRUE
0,2,2,0,60,6,3,FALSE
0,2,2,0,61,1,0,FALSE
0,2,2,0,61,2,0,FALSE
0,2,2,0,61,4,0,FALSE
0,2,2,0,62,1,0,FALSE
0,2,2,0,62,2,0,FALSE
0,2,2,0,62,4,0,FALSE
0,2,2,0,63,1,0,FALSE
0,2,2,0,63,2,0,FALSE
0,2,2,0,63,4,0,FALSE
0,2,2,0,64,1,0,FALSE
0,2,2,0,64,2,0,FALSE
0,2,2,0,64,4,0,FALSE
0,2,2,0,65,1,0,FALSE
0,2,2,0,65,2,0,FALSE
0,2,2,0,65,4,0,FALSE
0,2,2,0,66,1,0,FALSE
0,2,2,0,66,2,0,FALSE
0,2,2,0,66,4,0,FALSE
0,2,2,0,67,1,0,FALSE
0,2,2,0,67,2,0,FALSE
0,2,2,0,67,4,0,FALSE
0,2,2,0,68,1,0,FALSE
0,2,2,0,68,2,0,FALSE
0,2,2,0,68,4,0,FALSE
0,2,2,0,69,1,0,FALSE
0,2,2,0,69,2,0,FALSE
0,2,2,0,69,3,0,FALSE
0,2,2,0,69,4,0,FALSE
0,2,2,0,70,1,0,TRUE
0,2,2,0,70,1,2,TRUE
0,2,2,0,70,1,3,FALSE
0,2,2,0,70,2,0,FALSE
0,2,2,0,70,3,0,TRUE
0,2,2,0,70,3,2,TRUE
0,2,2,0,70,3,3,FALSE
0,2,2,0,70,4,0,TRUE
0,2,2,0,70,4,2,TRUE
0,2,2,0,70,4,3,FALSE
0,2,2,0,71,2,0,FALSE
0,2,2,0,72,2,0,FALSE
0,2,2,0,73,2,0,FALSE
0,2,2,0,74,2,0,FALSE
0,2,2,0,75,2,0,FALSE
0,2,2,0,76,2,0,FALSE
0,2,2,0,77,2,0,FALSE
0,2,2,0,78,2,0,FALSE
0,2,2,0,79,2,0,FALSE
0,2,2,0,80,2,0,TRUE
0,2,2,0,80,2,2,TRUE
0,2,2,0,80,2,3,TRUE
0,2,2,1,59,1,0,FALSE
0,2,2,1,59,2,0,FALSE
0,2,2,1,59,4,0,FALSE
0,2,2,1,59,6,0,FALSE
0,2,2,1,60,1,0,FALSE
0,2,2,1,60,2,0,FALSE
0,2,2,1,60,4,0,FALSE
0,2,2,1,60,6,0,TRUE
0,2,2,1,60,6,2,TRUE
0,2,2,1,60,6,3,FALSE
0,2,2,1,60,6,4,FALSE
0,2,2,1,61,1,0,FALSE
0,2,2,1,61,2,0,FALSE
0,2,2,1,61,4,0,FALSE
0,2,2,1,62,1,0,FALSE
0,2,2,1,62,2,0,FALSE
0,2,2,1,62,4,0,FALSE
0,2,2,1,63,1,0,FALSE
0,2,2,1,63,2,0,FALSE
0,2,2,1,63,4,0,FALSE
0,2,2,1,64,1,0,FALSE
0,2,2,1,64,2,0,FALSE
0,2,2,1,64,4,0,FALSE
0,2,2,1,65,1,0,FALSE
0,2,2,1,65,2,0,FALSE
0,2,2,1,65,4,0,FALSE
0,2,2,1,66,1,0,FALSE
0,2,2,1,66,2,0,FALSE
0,2,2,1,66,4,0,FALSE
0,2,2,1,67,1,0,FALSE
0,2,2,1,67,2,0,FALSE
0,2,2,1,67,4,0,FALSE
0,2,2,1,68,1,0,FALSE
0,2,2,1,68,2,0,FALSE
0,2,2,1,68,4,0,FALSE
0,2,2,1,69,1,0,FALSE
0,2,2,1,69,2,0,FALSE
0,2,2,1,69,3,0,FALSE
0,2,2,1,69,4,0,FALSE
0,2,2,1,69,5,0,FALSE
0,2,2,1,70,1,0,TRUE
0,2,2,1,70,1,2,TRUE
0,2,2,1,70,1,3,FALSE
0,2,2,1,70,1,4,FALSE
0,2,2,1,70,2,0,FALSE
0,2,2,1,70,3,0,TRUE
0,2,2,1,70,3,2,TRUE
0,2,2,1,70,3,3,FALSE
0,2,2,1,70,3,4,FALSE
0,2,2,1,70,4,0,TRUE
0,2,2,1,70,4,2,TRUE
0,2,2,1,70,4,3,FALSE
0,2,2,1,70,4,4,FALSE
0,2,2,1,70,5,0,FALSE
0,2,2,1,71,2,0,FALSE
0,2,2,1,71,5,0,FALSE
0,2,2,1,72,2,0,FALSE
0,2,2,1,72,5,0,FALSE
0,2,2,1,73,2,0,FALSE
0,2,2,1,73,5,0,FALSE
0,2,2,1,74,2,0,FALSE
0,2,2,1,74,5,0,FALSE
0,2,2,1,75,2,0,FALSE
0,2,2,1,75,5,0,FALSE
0,2,2,1,76,2,0,FALSE
0,2,2,1,76,5,0,FALSE
0,2,2,1,77,2,0,FALSE
0,2,2,1,77,5,0,FALSE
0,2,2,1,78,2,0,FALSE
0,2,2,1,78,5,0,FALSE
0,2,2,1,79,2,0,FALSE
0,2,2,1,79,5,0,FALSE
0,2,2,1,80,2,0,TRUE
0,2,2,1,80,2,2,TRUE
0,2,2,1,80,2,3,TRUE
0,2,2,1,80,2,4,FALSE
0,2,2,1,80,5,0,TRUE
0,2,2,1,80,5,2,FALSE
0,2,2,1,80,5,3,FALSE
0,2,2,1,80,5,4,TRUE
0,3,1,0,59,1,0,FALSE
0,3,1,0,59,4,0,FALSE
0,3,1,0,59,6,0,FALSE
0,3,1,0,60,1,0,FALSE
0,3,1,0,60,4,0,FALSE
0,3,1,0,60,6,0,TRUE
0,3,1,0,60,6,2,TRUE
0,3,1,0,60,6,3,FALSE
0,3,1,0,61,1,0,FALSE
0,3,1,0,61,4,0,FALSE
0,3,1,0,62,1,0,FALSE
0,3,1,0,62,4,0,FALSE
0,3,1,0,63,1,0,FALSE
0,3,1,0,63,4,0,FALSE
0,3,1,0,64,1,0,FALSE
0,3,1,0,64,4,0,FALSE
0,3,1,0,65,1,0,FALSE
0,3,1,0,65,4,0,FALSE
0,3,1,0,66,1,0,FALSE
0,3,1,0,66,4,0,FALSE
0,3,1,0,67,1,0,FALSE
0,3,1,0,67,4,0,FALSE
0,3,1,0,68,1,0,FALSE
0,3,1,0,68,4,0,FALSE
0,3,1,0,69,1,0,FALSE
0,3,1,0,69,3,0,FALSE
0,3,1,0,69,4,0,FALSE
0,3,1,0,70,1,0,TRUE
0,3,1,0,70,1,2,TRUE
0,3,1,0,70,1,3,FALSE
0,3,1,0,70,3,0,TRUE
0,3,1,0,70,3,2,TRUE
0,3,1,0,70,3,3,FALSE
0,3,1,0,70,4,0,TRUE
0,3,1,0,70,4,2,TRUE
0,3,1,0,70,4,3,FALSE
0,3,1,1,59,1,0,FALSE
0,3,1,1,59,4,0,FALSE
0,3,1,1,59,6,0,FALSE
0,3,1,1,60,1,0,FALSE
0,3,1,1,60,4,0,FALSE
0,3,1,1,60,6,0,TRUE
0,3,1,1,60,6,2,TRUE
0,3,1,1,60,6,3,FALSE
0,3,1,1,60,6,4,FALSE
0,3,1,1,61,1,0,FALSE
0,3,1,1,61,4,0,FALSE
0,3,1,1,62,1,0,FALSE
0,3,1,1,62,4,0,FALSE
0,3,1,1,63,1,0,FALSE
0,3,1,1,63,4,0,FALSE
0,3,1,1,64,1,0,FALSE
0,3,1,1,64,4,0,FALSE
0,3,1,1,65,1,0,FALSE
0,3,1,1,65,4,0,FALSE
0,3,1,1,66,1,0,FALSE
0,3,1,1,66,4,0,FALSE
0,3,1,1,67,1,0,FALSE
0,3,1,1,67,4,0,FALSE
0,3,1,1,68,1,0,FALSE
0,3,1,1,68,4,0,FALSE
0,3,1,1,69,1,0,FALSE
0,3,1,1,69,3,0,FALSE
0,3,1,1,69,4,0,FALSE
0,3,1,1,69,5,0,FALSE
0,3,1,1,70,1,0,TRUE
0,3,1,1,70,1,2,TRUE
0,3,1,1,70,1,3,FALSE
0,3,1,1,70,1,4,FALSE
0,3,1,1,70,3,0,TRUE
0,3,1,1,70,3,2,TRUE
0,3,1,1,70,3,3,FALSE
0,3,1,1,70,3,4,FALSE
0,3,1,1,70,4,0,TRUE
0,3,1,1,70,4,2,TRUE
0,3,1,1,70,4,3,FALSE
0,3,1,1,70,4,4,FALSE
0,3,1,1,70,5,0,FALSE
0,3,1,1,71,5,0,FALSE
0,3,1,1,72,5,0,FALSE
0,3,1,1,73,5,0,FALSE
0,3,1,1,74,5,0,FALSE
0,3,1,1,75,5,0,FALSE
0,3,1,1,76,5,0,FALSE
0,3,1,1,77,5,0,FALSE
0,3,1,1,78,5,0,FALSE
0,3,1,1,79,5,0,FALSE
0,3,1,1,80,5,0,TRUE
0,3,1,1,80,5,2,FALSE
0,3,1,1,80,5,3,FALSE
0,3,1,1,80,5,4,TRUE
0,3,2,0,59,1,0,FALSE
0,3,2,0,59,2,0,FALSE
0,3,2,0,59,4,0,FALSE
0,3,2,0,59,6,0,FALSE
0,3,2,0,60,1,0,FALSE
0,3,2,0,60,2,0,FALSE
0,3,2,0,60,4,0,FALSE
0,3,2,0,60,6,0,TRUE
0,3,2,0,60,6,2,TRUE
0,3,2,0,60,6,3,FALSE
0,3,2,0,61,1,0,FALSE
0,3,2,0,61,2,0,FALSE
0,3,2,0,61,4,0,FALSE
0,3,2,0,62,1,0,FALSE
0,3,2,0,62,2,0,FALSE
0,3,2,0,62,4,0,FALSE
0,3,2,0,63,1,0,FALSE
0,3,2,0,63,2,0,FALSE
0,3,2,0,63,4,0,FALSE
0,3,2,0,64,1,0,FALSE
0,3,2,0,64,2,0,FALSE
0,3,2,0,64,4,0,FALSE
0,3,2,0,65,1,0,FALSE
0,3,2,0,65,2,0,FALSE
0,3,2,0,65,4,0,FALSE
0,3,2,0,66,1,0,FALSE
0,3,2,0,66,2,0,FALSE
0,3,2,0,66,4,0,FALSE
0,3,2,0,67,1,0,FALSE
0,3,2,0,67,2,0,FALSE
0,3,2,0,67,4,0,FALSE
0,3,2,0,68,1,0,FALSE
0,3,2,0,68,2,0,FALSE
0,3,2,0,68,4,0,FALSE
0,3,2,0,69,1,0,FALSE
0,3,2,0,69,2,0,FALSE
0,3,2,0,69,3,0,FALSE
0,3,2,0,69,4,0,FALSE
0,3,2,0,70,1,0,TRUE
0,3,2,0,70,1,2,TRUE
0,3,2,0,70,1,3,FALSE
0,3,2,0,70,2,0,FALSE
0,3,2,0,70,3,0,TRUE
0,3,2,0,70,3,2,TRUE
0,3,2,0,70,3,3,FALSE
0,3,2,0,70,4,0,TRUE
0,3,2,0,70,4,2,TRUE
0,3,2,0,70,4,3,FALSE
0,3,2,0,71,2,0,FALSE
0,3,2,0,72,2,0,FALSE
0,3,2,0,73,2,0,FALSE
0,3,2,0,74,2,0,FALSE
0,3,2,0,75,2,0,FALSE
0,3,2,0,76,2,0,FALSE
0,3,2,0,77,2,0,FALSE
0,3,2,0,78,2,0,FALSE
0,3,2,0,79,2,0,FALSE
0,3,2,0,80,2,0,TRUE
0,3,2,0,80,2,2,TRUE
0,3,2,0,80,2,3,TRUE
0,3,2,1,59,1,0,FALSE
0,3,2,1,59,2,0,FALSE
0,3,2,1,59,4,0,FALSE
0,3,2,1,59,6,0,FALSE
0,3,2,1,60,1,0,FALSE
0,3,2,1,60,2,0,FALSE
0,3,2,1,60,4,0,FALSE
0,3,2,1,60,6,0,TRUE
0,3,2,1,60,6,2,TRUE
0,3,2,1,60,6,3,FALSE
0,3,2,1,60,6,4,FALSE
0,3,2,1,61,1,0,FALSE
0,3,2,1,61,2,0,FALSE
0,3,2,1,61,4,0,FALSE
0,3,2,1,62,1,0,FALSE
0,3,2,1,62,2,0,FALSE
0,3,2,1,62,4,0,FALSE
0,3,2,1,63,1,0,FALSE
0,3,2,1,63,2,0,FALSE
0,3,2,1,63,4,0,FALSE
0,3,2,1,64,1,0,FALSE
0,3,2,1,64,2,0,FALSE
0,3,2,1,64,4,0,FALSE
0,3,2,1,65,1,0,FALSE
0,3,2,1,65,2,0,FALSE
0,3,2,1,65,4,0,FALSE
0,3,2,1,66,1,0,FALSE
0,3,2,1,66,2,0,FALSE
0,3,2,1,66,4,0,FALSE
0,3,2,1,67,1,0,FALSE
0,3,2,1,67,2,0,FALSE
0,3,2,1,67,4,0,FALSE
0,3,2,1,68,1,0,FALSE
0,3,2,1,68,2,0,FALSE
0,3,2,1,68,4,0,FALSE
0,3,2,1,69,1,0,FALSE
0,3,2,1,69,2,0,FALSE
0,3,2,1,69,3,0,FALSE
0,3,2,1,69,4,0,FALSE
0,3,2,1,69,5,0,FALSE
0,3,2,1,70,1,0,TRUE
0,3,2,1,70,1,2,TRUE
0,3,2,1,70,1,3,FALSE
0,3,2,1,70,1,4,FALSE
0,3,2,1,70,2,0,FALSE
0,3,2,1,70,3,0,TRUE
0,3,2,1,70,3,2,TRUE
0,3,2,1,70,3,3,FALSE
0,3,2,1,70,3,4,FALSE
0,3,2,1,70,4,0,TRUE
0,3,2,1,70,4,2,TRUE
0,3,2,1,70,4,3,FALSE
0,3,2,1,70,4,4,FALSE
0,3,2,1,70,5,0,FALSE
0,3,2,1,71,2,0,FALSE
0,3,2,1,71,5,0,FALSE
0,3,2,1,72,2,0,FALSE
0,3,2,1,72,5,0,FALSE
0,3,2,1,73,2,0,FALSE
0,3,2,1,73,5,0,FALSE
0,3,2,1,74,2,0,FALSE
0,3,2,1,74,5,0,FALSE
0,3,2,1,75,2,0,FALSE
0,3,2,1,75,5,0,FALSE
0,3,2,1,76,2,0,FALSE
0,3,2,1,76,5,0,FALSE
0,3,2,1,77,2,0,FALSE
0,3,2,1,77,5,0,FALSE
0,3,2,1,78,2,0,FALSE
0,3,2,1,78,5,0,FALSE
0,3,2,1,79,2,0,FALSE
0,3,2,1,79,5,0,FALSE
0,3,2,1,80,2,0,TRUE
0,3,2,1,80,2,2,TRUE
0,3,2,1,80,2,3,TRUE
0,3,2,1,80,2,4,FALSE
0,3,2,1,80,5,0,TRUE
0,3,2,1,80,5,2,FALSE
0,3,2,1,80,5,3,FALSE
0,3,2,1,80,5,4,TRUE
1,1,2,0,59,2,0,FALSE
1,1,2,0,59,6,0,FALSE
1,1,2,0,60,2,0,FALSE
1,1,2,0,60,6,0,FALSE
1,1,2,0,61,2,0,FALSE
1,1,2,0,61,6,0,FALSE
1,1,2,0,62,2,0,FALSE
1,1,2,0,62,6,0,FALSE
1,1,2,0,63,2,0,FALSE
1,1,2,0,63,6,0,FALSE
1,1,2,0,64,2,0,FALSE
1,1,2,0,64,6,0,FALSE
1,1,2,0,65,2,0,FALSE
1,1,2,0,65,6,0,FALSE
1,1,2,0,66,2,0,FALSE
1,1,2,0,66,6,0,FALSE
1,1,2,0,67,2,0,FALSE
1,1,2,0,67,6,0,FALSE
1,1,2,0,68,2,0,FALSE
1,1,2,0,68,6,0,FALSE
1,1,2,0,69,2,0,FALSE
1,1,2,0,69,3,0,FALSE
1,1,2,0,69,6,0,FALSE
1,1,2,0,70,2,0,FALSE
1,1,2,0,70,3,0,FALSE
1,1,2,0,70,6,0,FALSE
1,1,2,0,71,2,0,FALSE
1,1,2,0,71,3,0,FALSE
1,1,2,0,71,6,0,FALSE
1,1,2,0,72,2,0,FALSE
1,1,2,0,72,3,0,FALSE
1,1,2,0,72,6,0,FALSE
1,1,2,0,73,2,0,FALSE
1,1,2,0,73,3,0,FALSE
1,1,2,0,73,6,0,FALSE
1,1,2,0,74,2,0,FALSE
1,1,2,0,74,3,0,FALSE
1,1,2,0,74,6,0,FALSE
1,1,2,0,75,2,0,FALSE
1,1,2,0,75,3,0,FALSE
1,1,2,0,75,6,0,FALSE
1,1,2,0,76,2,0,FALSE
1,1,2,0,76,3,0,FALSE
1,1,2,0,76,6,0,FALSE
1,1,2,0,77,2,0,FALSE
1,1,2,0,77,3,0,FALSE
1,1,2,0,77,6,0,FALSE
1,1,2,0,78,2,0,FALSE
1,1,2,0,78,3,0,FALSE
