tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,class
4.9852500460704,5.31630680036639,2.62322983923801,6.90792560964871,3.54005878442901,-0.542270284,-1.849743003,-1.148045498,0.955231715889807,0.161374435277629,0.318092070723203,0.953996746130716,0.0602670017637434,unstable
7.47637125590862,5.71140671776014,7.38255279641525,9.37752221709867,2.84412500667953,-1.05923268,-0.693679638,-1.091212688,0.171155693889289,0.511483960276728,0.835334817294076,0.519006781664151,0.0558671054278855,unstable
3.9898504245833,9.54598877757237,1.2191374458245,7.3544582501001,3.96510089760722,-0.58725895,-1.54570457,-1.832137378,0.442927870360343,0.612155473810246,0.304396707586088,0.199837425156209,-0.009185227,stable
4.55761700754621,4.31132651185223,5.61384363144016,9.25961692720992,3.85207019844542,-1.063267158,-0.950833403,-1.837969637,0.975159283731857,0.957579040152995,0.386146325345598,0.515684664548405,0.0721567593176422,unstable
4.61453704872731,1.45148563498077,1.44263751473451,5.04185482899795,4.48207507240365,-1.694260179,-1.311657627,-1.476157266,0.629163288897295,0.198149574877385,0.148454104513754,0.386783996372773,-0.021029024,stable
5.34140595787752,7.43879122360026,7.63658719677568,3.31298499437135,4.36683107246478,-1.876138273,-1.114846489,-1.37584631,0.378846094504304,0.896404340193032,0.478029595147583,0.734624620829408,0.0596550269561902,unstable
9.64539209639471,7.90323549366794,8.77307847978028,5.9836444429789,3.87287537855291,-1.779563873,-1.299563363,-0.793748142,0.944564444776316,0.658796398004032,0.109068832596788,0.479167882785335,0.0623699284198324,unstable
9.85505319049754,5.02948079636591,4.65997948461133,8.81389322046684,4.77839383969292,-1.963363251,-1.509832107,-1.305198481,0.189802070701626,0.912171111792761,0.994393400622145,0.674176650339658,0.0707315534448944,unstable
6.12684573366283,2.46205132985709,5.59313063670477,1.74164108673596,3.65401968565512,-1.274820071,-1.287828966,-1.091370649,0.568603793119392,0.575000126295225,0.293682647594772,0.696036275621578,-0.00922513,stable
6.51250617691724,1.07005166530377,3.42183995076491,7.39013513652751,3.74277417880024,-1.505998618,-1.175245983,-1.061529578,0.803609951328831,0.633888460939393,0.745796032019269,0.780903286364843,0.0435536567876854,unstable
4.77900506510407,6.96474261608614,5.5673134308132,5.55193787832241,2.98653539631521,-1.40493122,-0.573671433,-1.007932743,0.380299484792562,0.187899833853611,0.457856900065247,0.376601651037559,0.0107949107472528,unstable
5.95226605967979,3.264561073,7.97357751207028,9.43979756154534,3.96362544630552,-1.289405548,-1.427424952,-1.246794946,0.120052100358248,0.0991265443492855,0.145885009530687,0.138765298970612,-0.047818062,stable
4.02051982507196,0.970733454765333,3.61171758831452,3.07736816482621,3.49562710309307,-0.819445524,-0.965343589,-1.710837991,0.566963433139125,0.73808710172383,0.919892494538585,0.435357552626013,0.0270170029925942,unstable
8.89223408780115,2.770427071,4.12792547868637,8.72957468059645,4.85312308676412,-1.830716098,-1.67777466,-1.344632329,0.196656892497656,0.213010072691316,0.722704467285586,0.799246778997863,0.0261186227276191,unstable
8.13733995722737,6.54185555069938,0.952549605452991,7.27339484992157,3.60069679945138,-1.198455971,-0.674148104,-1.728092725,0.45914262504642,0.92564992796286,0.0687466751778836,0.352389393507921,0.0421553199785747,unstable
9.39514172807625,2.29623146232842,7.44719902228815,3.30494781213965,3.68220652900898,-1.058892139,-1.347786876,-1.275527514,0.63043878665991,0.348798336459816,0.0593324468502379,0.829695887044428,-0.014225026,stable
2.93603874711486,3.84992606003302,0.637752898140065,9.265647002,3.4604671198218,-1.525004603,-1.383955022,-0.551507495,0.745966779826792,0.90332361958275,0.0813262773435086,0.737205263915008,0.0113206563615662,unstable
6.87164954769061,8.82891108424875,0.813569397359772,2.22966583067146,3.83904038481463,-1.796787939,-0.808431924,-1.233820522,0.976099430208299,0.548752397274199,0.313012594309434,0.102243005441771,0.0232700379583279,unstable
9.20591116897103,8.75065279631314,1.22716366606805,9.28468002970167,4.462871153,-1.748760404,-0.738003567,-1.976107181,0.104626291134084,0.584213163733343,0.213716215511055,0.738963692016469,0.028232259145282,unstable
4.61926951420447,2.94415393355754,9.97102290267202,1.68178884195779,3.7439682057359,-1.134307721,-1.181312695,-1.42834779,0.367215290653648,0.0969923660876893,0.917105771422584,0.523630290638478,-0.000361557,stable
9.03128158343362,5.50105436619242,4.79672076876771,1.10835474900228,5.04338065721232,-1.841885627,-1.482444627,-1.719050403,0.880337103410238,0.337439985722041,0.58695593721943,0.822864102796789,0.0117036646279851,unstable
2.37929870716529,1.5419260918559,7.17214590731378,1.82813390068697,3.69993175799375,-0.863773027,-1.57640922,-1.259749512,0.879388012801753,0.971654500432187,0.71559874958763,0.961135880513964,-0.017594911,stable
2.85567680558354,9.9726607859262,4.77724827853619,7.90243973991915,3.99686774083732,-1.175475107,-1.276113883,-1.545278751,0.841682028667813,0.630221773673979,0.22085685758122,0.825760025859963,0.0400340600427072,unstable
9.2806782117252,8.86156308336607,4.59996343160894,8.22810544441713,4.72782859096628,-1.270810238,-1.46110466,-1.995913692,0.902333802968486,0.227855514154423,0.951989508836444,0.823738781339772,0.078189335512503,unstable
9.65279127366859,8.38975485346774,5.12299716575353,0.889502498576313,3.28214904209759,-0.586541744,-1.424116336,-1.271490962,0.866631301439625,0.660594780501395,0.945602308237813,0.988647555358459,0.0348603889106645,unstable
1.55702846046584,8.97572500860893,9.89806791513863,7.3034892620031,4.10377349270998,-0.671335206,-1.847324804,-1.585113483,0.890360085469101,0.0616308958481171,0.684872433584912,0.488866907409377,-0.002633545,stable
9.80031816256616,3.37201924142352,5.05658223732158,6.08954586235986,4.08755294039729,-0.749788069,-1.502444343,-1.835320528,0.280766778887248,0.351242119335179,0.450951085453555,0.809877268810547,0.0307947425175272,unstable
1.04768726368983,7.95768026070142,9.28693887580779,6.70660721806127,4.27535034659752,-1.082789905,-1.839180422,-1.35338002,0.417331501177105,0.811116288209158,0.834101695623937,0.758616637604252,0.0623285733721631,unstable
8.38048919924222,4.63027673042989,2.33436479514162,4.93413705944159,2.42699106038249,-0.665380859,-0.952139297,-0.809470904,0.560679696287344,0.153218781333792,0.3687677079331,0.226059633593434,-0.019124012,stable
7.34436789386126,8.52559063908636,6.8035209815106,2.91551093747425,3.02821164538512,-1.018340746,-0.754596536,-1.255274364,0.763529284958552,0.91000220763637,0.975813838249613,0.146970734308735,0.0841625669308457,unstable
3.33338015810951,6.11651311009327,9.38111268302653,9.23954529765637,3.13474111829214,-1.372758371,-0.8957396,-0.866243147,0.225010143388446,0.0785711289227835,0.486136618560539,0.260963602125446,-0.00670338,stable
9.99304591989077,3.08105337498987,3.46221094050944,4.39252736913061,3.94621526366801,-1.403025452,-1.450286241,-1.09290357,0.514883703002034,0.420768501676216,0.89652747795342,0.0538994862416992,-0.019739151,stable
5.47751693876571,2.01907796484469,8.53565189524376,4.6047434415717,2.69979531808976,-0.696132497,-0.646468279,-1.357194543,0.241245698506839,0.889474859976753,0.190990781456029,0.866729413214773,0.00620874888399157,unstable
0.630115536512597,1.49136670068719,3.45679582751193,5.00620829651686,4.5588079314613,-1.973317065,-1.988162605,-0.597328262,0.30436077473829,0.296415150947323,0.222007388681478,0.177922477075423,-0.05277114,stable
7.15813573475719,6.86998112741739,2.78939963919226,5.59928799730777,3.26544990723987,-1.984928305,-0.703313206,-0.577208396,0.863989832385459,0.45587337759923,0.893917397132574,0.626653451115388,0.0681265857035239,unstable
0.867087833116122,2.80053402861336,9.07275242759945,5.53638845811707,4.22868871041747,-1.235136069,-1.037811948,-1.955740693,0.752231120026072,0.623179662534828,0.608407919176042,0.363984723192651,-0.020085057,stable
9.57929185445595,3.62083847983988,6.8019592687287,7.49628150917463,3.66952049161132,-1.197959476,-1.46523322,-1.006327796,0.724927435941665,0.716153198168173,0.945275044956672,0.653022873336571,0.0800542656853086,unstable
9.4559780142796,4.62590536981617,7.23690871825314,1.64322661753687,4.52854387620333,-1.86810316,-1.954293133,-0.706147583,0.631937419276946,0.671989467035179,0.858868723784579,0.600090676156323,0.0446428528394682,unstable
6.84901001651464,3.48192666650508,2.61148581656502,1.83995833042059,4.48307538836233,-1.896578318,-1.883203636,-0.703293434,0.226247460704993,0.707802516199527,0.562513652994843,0.80596293720326,-0.005684062,stable
1.22815038600069,2.09597394776229,3.77728345610052,8.22870202394986,3.9779447979375,-1.405042457,-1.44871669,-1.124185651,0.934311197127447,0.281120871509849,0.380577327890682,0.158625944190855,-0.010605872,stable
4.91395487589021,8.07751548527343,5.16108893737821,6.17408108977104,3.64199400149903,-1.061980915,-1.730213312,-0.849799775,0.353255606409636,0.31332980796637,0.534617030677572,0.364861544982146,0.0225644574280597,unstable
4.91356156118192,6.25717677672828,1.21769615401265,2.27478728490361,3.11987936631607,-1.339915819,-1.01314842,-0.766815128,0.372586913085023,0.699070533574828,0.222438654584251,0.73210576398745,0.000146045271460785,unstable
4.49956953416833,4.82597508832392,0.563290827236278,0.766406706687761,4.53203165087263,-1.638415216,-1.87584096,-1.017775475,0.442322846737483,0.129092063733645,0.350993737472122,0.633641912992706,-0.034446763,stable
2.57063314787924,5.44008184262065,4.47663072592374,9.52587175328126,4.72769067549695,-1.752241356,-1.128916917,-1.846532403,0.712695699862976,0.722592222482968,0.14030250028661,0.735466690958164,0.0251059802782912,unstable
6.78657744067814,2.36599730655669,7.78537776039745,5.46056745295277,2.85496984163486,-1.068022647,-1.068013973,-0.718933221,0.339827902747816,0.218556178688384,0.950419335377469,0.686398782125172,0.0540469917935722,unstable
1.83564488940928,3.86490823461957,6.6032767777294,2.67376469998859,3.90883663626222,-1.286521989,-0.873916301,-1.748398345,0.989818509353336,0.192119293872275,0.546716910138703,0.270880485502263,-0.030710228,stable
1.95785340418194,4.10711058621468,8.16761568788729,5.00763636395751,3.08517687336537,-1.116576447,-1.029596022,-0.939004404,0.62953931174399,0.984519246793028,0.897430453751615,0.12084080036833,0.0340220854748345,unstable
9.41680588144908,0.505371509904135,3.11280426237326,6.07620079518169,3.33291404762235,-1.361578628,-1.189834178,-0.781501242,0.530158390100602,0.968673111903167,0.456118440607968,0.415227141396954,-0.038726471,stable
1.53067601022386,1.7013970719039,1.28130901707505,9.89695426696708,2.93153602347239,-0.549811556,-1.595237611,-0.786486857,0.742527862820048,0.123009340749433,0.770045182277755,0.849518873375937,-0.04516371,stable
2.95723900142198,7.98937459291486,3.8034504848481,3.53837719183596,4.56132593911753,-1.558625222,-1.620463475,-1.382237242,0.701205085498666,0.646816015174466,0.280255092490107,0.850290271456535,0.0310265038384077,unstable
3.37862935875776,4.32927626648619,3.97864696272702,4.49647486295811,3.59090177603084,-1.595701684,-0.637056715,-1.358143377,0.496961751442979,0.136693813752322,0.197503729024183,0.958764554074419,0.0187204084950892,unstable
7.98369659763934,5.01392464914408,8.83200107807614,1.09641361870235,4.04337985653615,-1.239440973,-1.779878726,-1.024060157,0.798566642559791,0.468871748876303,0.647609008091347,0.953867816023116,0.0249806946170817,unstable
5.27640202251348,5.93014375274808,3.82474747866434,2.93577003027309,4.12440021992325,-1.260995972,-1.403772924,-1.459631324,0.693814083560006,0.625105850279447,0.41277133491834,0.646784067499338,0.0541237844802887,unstable
4.89307700596787,2.64106904529945,5.86670213271737,6.66635334482034,3.15749330343538,-1.065409727,-1.528319452,-0.563764124,0.442707998150514,0.463236291703755,0.0744111161704513,0.0825826096576022,-0.038905496,stable
6.84363956742375,6.25808062323177,9.24468952686087,7.94634701805612,4.24407629472715,-1.036004678,-1.999034075,-1.209037542,0.39420922258602,0.697320960814769,0.876444469803075,0.345546593734967,0.0677263752183439,unstable
6.80907844577228,3.99566482242388,7.92777936326439,2.5863149763795,2.86541259884509,-0.831756375,-0.975570542,-1.058085682,0.469396188603992,0.500461854119007,0.702845254890119,0.858661272826521,0.0394692863853469,unstable
8.14787763615608,6.15977531931127,7.17948453720619,2.33209282739094,3.20027273827073,-0.529385802,-1.149786665,-1.521100272,0.230438309598862,0.413463229865706,0.518902292236981,0.643877372985514,0.0108890280482732,unstable
6.56403736090198,7.91450545041171,8.44108380221822,4.62848671606771,4.18106668719674,-0.671049709,-1.927956293,-1.582060685,0.66010163375826,0.38195801145895,0.795972538633309,0.932077894749767,0.0789804348213609,unstable
6.06160137835037,9.76426957208551,1.67030194409804,2.42632592787256,4.78121801572336,-1.295072852,-1.846678558,-1.639466606,0.501965648446954,0.691036827880309,0.345429225404519,0.872048153861096,-0.002964456,stable
2.3831038731425,7.63521996236433,3.94188492119182,3.45833956149673,4.16924322891418,-0.660972676,-1.914740019,-1.593530534,0.515184987793101,0.342665553153532,0.399609940860277,0.506888348598594,-0.016214054,stable
1.99984460233124,1.87504120117754,0.84464604422457,9.99744826556684,4.74372310913347,-1.811129397,-1.24322449,-1.689369222,0.934755876283703,0.502539526991786,0.630882563541056,0.651629028408565,-0.034414002,stable
4.0456439643699,2.39266354979711,1.20519140449029,5.7783213612224,3.7773220740756,-1.115952137,-1.684419357,-0.976950581,0.331046124656072,0.292930724700887,0.336296342877189,0.939050105537453,0.0017466725788194,unstable
8.94042854428457,7.35265524912951,8.2244993041892,8.34826174314428,2.4013564948045,-0.761918316,-0.52984506,-1.109593119,0.674893038038756,0.298822754648298,0.710819904031641,0.877279126159386,0.0800366317135905,unstable
3.88854685924636,5.55103829340672,5.85161864077196,3.59132510619507,2.59650248422749,-1.330764007,-0.66121879,-0.604519687,0.457301190753329,0.777535545776732,0.389241125806688,0.097994386707861,0.0262662031000293,unstable
3.85394261847435,4.43375120480764,2.11683043261039,2.97658702337969,3.54180497504262,-0.965987454,-0.953001501,-1.622816019,0.881635001371985,0.303905065953813,0.127745145431571,0.285593250162395,-0.009884408,stable
7.96148447231264,3.88103038,7.35965987398233,7.01682519234143,3.67534133481797,-0.501580528,-1.876431547,-1.297329259,0.311359870318816,0.366317321358562,0.948552305799573,0.887182387672545,0.0740402383520608,unstable
8.75884118425865,6.6029915197388,5.5915664879464,5.42818519557024,3.87206028594707,-1.067667989,-0.870845366,-1.933546931,0.782897035710711,0.839878946408331,0.0500536923673214,0.135779320044041,0.0453708894096416,unstable
1.03183580058891,8.84980677496971,1.76382741351139,3.2692968115527,4.6216722782333,-1.021096913,-1.92719788,-1.673377485,0.257257969459668,0.531583727919038,0.643608314904991,0.678749419827187,-0.029158586,stable
2.9668180065389,8.99869329425638,4.64532548594474,3.66491820342065,3.7621023008104,-0.83948668,-1.525234545,-1.397381076,0.316938851522799,0.753391748834417,0.683333518033415,0.665816545411791,0.0364556647483052,unstable
4.00657065715556,1.20298397213975,9.73135125298052,4.05951128654755,3.93219184704755,-1.086176729,-1.671342637,-1.174672481,0.730522275893883,0.208684627487671,0.357541659322701,0.732649633658592,-0.002302342,stable
8.94590746285747,3.84907046045976,4.84439953917321,6.18311620992626,4.75773578320176,-1.44421847,-1.483193945,-1.830323368,0.499327435751783,0.690547262229035,0.994568352796148,0.394152438832829,0.0621298705517851,unstable
8.58777521256413,6.4473237194619,1.01406825925325,7.62513479239702,4.26467344166235,-1.403228222,-1.660191646,-1.201253574,0.0878467668880802,0.484453854230399,0.134388477957536,0.364203730706272,-0.016404534,stable
5.65268633209964,5.86477865912731,5.2745892499074,7.23380364285477,5.02769750392595,-1.877296097,-1.244998037,-1.90540337,0.693476943255379,0.755781274265504,0.487917527291928,0.590666081154875,0.0786483327785406,unstable
0.743880756092886,7.43495232147358,4.13099168120788,7.11028214588825,4.23073713934697,-1.303858942,-1.232881928,-1.69399627,0.947078824783948,0.460025181828723,0.610533696538445,0.320976040974834,-0.024021395,stable
