col1,col2,col3,col4,col5,col6,col7,col8,col9,target
2,110,10,54,23,110,46,55,21,0
21,111,29,54,42,96,46,25,6,0
15,110,21,53,40,88,44,22,5,0
20,110,26,54,40,100,43,27,8,3
8,109,18,54,37,74,48,27,6,0
21,114,28,54,39,69,46,32,10,3
9,106,12,54,38,88,41,18,5,0
2,78,9,54,35,88,45,23,6,2
14,110,29,54,40,88,53,30,5,0
11,110,12,54,39,99,40,16,5,0
21,110,14,54,22,82,31,61,32,3
3,106,39,54,36,88,74,50,5,0
18,110,15,54,42,101,35,11,5,0
10,110,12,54,39,94,40,16,5,0
3,110,25,55,27,94,60,60,16,0
6,115,14,54,36,67,45,25,6,0
44,108,17,54,5,89,12,108,65,4
17,113,14,56,41,88,35,13,5,0
21,110,40,54,43,92,57,33,5,0
15,109,10,52,40,88,33,11,5,0
20,110,15,62,17,88,32,75,38,3
21,110,12,58,26,81,29,49,26,3
2,110,15,54,35,64,51,29,6,0
20,110,10,59,26,92,28,48,26,3
2,110,10,58,34,64,46,26,6,0
2,110,11,53,21,88,47,61,23,0
21,110,10,54,27,69,28,45,25,3
21,109,11,51,38,71,28,17,11,3
6,109,16,54,36,74,48,27,6,0
5,110,17,62,36,88,50,28,6,0
9,110,19,54,37,76,49,28,6,0
17,108,19,54,41,87,39,17,5,0
20,110,15,54,7,84,32,101,51,3
9,111,13,54,38,97,42,19,5,0
2,110,8,54,29,117,44,37,13,0
2,109,10,59,20,88,45,62,25,0
21,109,25,54,43,88,41,18,5,0
2,110,8,54,29,74,44,37,13,0
6,110,22,56,36,79,54,33,6,0
10,107,19,54,38,88,48,25,5,0
2,110,17,54,28,72,53,49,14,0
3,111,12,54,36,88,47,23,5,0
10,110,19,54,38,81,46,25,6,0
14,110,28,54,39,77,53,32,6,0
11,110,9,60,39,88,36,13,5,0
20,106,12,54,27,93,29,46,25,3
22,109,20,54,43,88,36,13,5,0
7,110,21,54,37,88,52,30,6,0
63,110,39,56,48,88,10,19,22,4
10,110,16,54,38,80,43,22,6,0
2,110,7,53,32,88,43,29,9,0
2,110,38,57,31,89,74,62,11,0
5,109,11,54,36,86,44,22,6,0
3,106,19,54,36,88,54,30,5,0
21,110,10,54,16,119,27,73,39,3
2,109,13,53,34,202,49,29,6,0
6,110,14,54,36,79,46,25,6,0
20,107,31,54,39,90,48,34,9,3
19,110,11,57,42,88,30,7,5,0
11,110,16,57,39,88,43,19,5,0
8,110,15,54,37,72,45,24,6,0
15,107,21,54,40,88,44,22,5,0
2,110,30,53,34,92,66,47,7,0
3,105,12,54,36,88,47,23,5,0
20,110,26,55,29,86,43,55,22,3
2,110,11,54,25,116,47,51,18,0
2,110,28,54,28,81,63,60,15,0
6,109,10,54,37,108,42,18,5,0
20,110,12,51,19,88,30,68,35,3
64,112,41,55,49,91,9,18,22,4
6,110,19,54,36,85,51,30,6,0
8,109,14,54,38,108,43,20,5,0
13,110,21,53,39,88,46,24,6,0
2,110,9,54,33,93,46,28,8,0
2,110,10,54,33,91,46,29,8,0
14,110,13,54,39,76,37,17,6,0
2,110,12,54,35,91,47,26,6,0
18,116,10,54,32,88,29,31,17,3
2,110,12,54,28,98,48,44,14,0
6,110,20,57,36,79,52,31,6,0
21,110,29,54,36,81,46,40,14,3
6,106,13,54,36,67,45,24,6,0
12,110,9,53,39,88,35,13,5,0
21,110,10,54,29,92,28,40,23,3
20,110,26,54,40,58,44,27,8,3
2,110,8,54,28,60,44,40,14,0
16,110,19,50,41,88,41,17,5,0
16,111,11,54,41,93,33,9,5,0
18,114,18,54,41,83,38,16,6,0
2,103,39,43,33,78,75,58,8,0
2,110,10,54,24,109,46,52,19,0
21,110,11,54,24,70,28,53,29,3
21,111,19,54,42,65,36,15,6,0
5,106,13,57,36,88,46,24,6,0
20,110,12,54,25,88,29,51,28,3
17,112,16,54,41,88,37,15,5,0
20,110,11,54,27,64,29,46,25,3
21,113,16,54,43,89,32,9,5,0
14,110,40,54,40,109,64,41,5,0
14,110,40,54,39,80,64,43,6,0
8,110,14,54,37,87,44,23,6,0
2,114,33,54,32,88,68,54,9,0
18,110,19,54,41,59,39,18,6,0
2,110,10,54,34,70,46,26,6,0
2,110,33,54,32,88,69,54,9,0
21,110,10,54,19,117,27,65,36,3
21,113,20,61,43,89,37,13,5,0
16,110,18,60,40,86,40,19,6,0
2,110,13,54,34,77,49,29,6,0
17,110,17,54,41,84,38,16,5,0
21,110,15,55,43,108,32,8,5,0
2,110,14,54,25,64,51,54,18,0
15,110,16,59,40,88,39,16,5,0
21,110,11,54,38,90,28,17,11,3
20,110,9,54,16,112,27,72,39,3
14,110,21,60,39,80,46,25,6,0
2,108,42,56,35,88,78,56,5,0
11,110,25,61,39,88,52,29,5,0
18,110,10,54,41,80,31,9,6,0
8,110,12,54,38,113,42,18,5,0
2,107,10,54,34,88,47,27,6,0
2,110,9,54,31,119,45,33,10,0
2,110,10,55,35,75,45,24,6,0
2,110,13,54,36,106,49,24,5,0
6,110,12,56,36,86,45,24,6,0
2,110,13,54,22,82,49,60,22,0
7,113,41,54,37,88,72,50,6,0
5,109,19,54,37,119,51,27,5,0
13,62,22,62,23,75,47,67,27,2
9,110,23,59,38,92,53,29,5,0
20,110,15,54,12,88,32,88,44,3
2,110,13,54,33,77,49,32,8,0
20,110,10,54,37,80,28,19,12,3
16,110,42,57,41,93,64,41,5,0
21,111,28,53,39,88,46,32,10,3
9,109,9,54,37,57,38,17,6,0
61,110,37,55,48,88,9,18,22,4
14,111,17,54,40,114,41,18,5,0
19,110,21,47,42,88,40,16,5,0
6,110,41,54,37,94,73,50,5,0
2,109,9,52,30,81,45,36,12,0
10,112,9,54,38,84,37,15,6,0
48,110,19,54,18,83,11,77,50,4
2,110,8,49,31,85,44,32,10,0
13,110,11,54,40,115,36,12,5,0
46,110,17,55,15,72,12,83,53,4
16,110,13,54,40,67,35,14,6,0
2,110,12,54,33,114,48,31,8,0
2,110,12,54,27,98,49,47,16,0
23,109,19,54,43,78,33,12,6,0
2,110,28,49,30,88,64,55,12,0
10,110,20,54,39,103,48,24,5,0
11,110,21,57,38,58,47,27,6,0
21,110,17,54,43,97,34,10,5,0
9,110,12,53,38,102,41,18,5,0
16,110,20,54,41,119,42,18,5,0
50,110,21,54,22,110,11,69,46,4
2,85,39,54,33,88,75,58,8,0
20,113,17,54,42,88,36,13,5,0
18,110,20,62,42,107,40,16,5,0
10,111,9,53,38,86,37,15,5,0
14,110,44,54,39,67,68,47,6,0
21,107,20,56,43,88,37,13,5,0
10,113,19,55,38,88,47,25,6,0
6,114,26,54,36,88,59,38,6,0
2,110,11,54,28,103,47,43,14,0
10,110,13,55,38,88,41,19,5,0
7,110,19,54,37,88,49,27,6,0
21,110,13,54,21,116,30,63,33,3
4,110,12,60,36,88,46,24,5,0
13,109,14,54,39,84,39,18,6,0
2,110,36,54,28,68,72,68,15,0
2,110,11,54,21,82,47,61,23,0
2,110,12,54,35,104,47,26,6,0
21,110,14,54,21,98,31,64,33,3
12,110,17,60,39,88,44,21,5,0
3,115,9,54,36,119,44,20,5,0
2,110,27,54,26,83,63,64,17,0
6,110,19,52,37,89,51,27,5,0
10,108,19,54,38,61,47,25,6,0
8,110,14,51,37,82,43,22,6,0
2,110,10,61,34,88,46,26,6,0
10,110,9,53,38,86,37,15,6,0
22,114,19,54,43,88,35,12,5,0
2,110,10,54,29,98,47,40,13,0
8,110,10,53,37,68,40,18,6,0
2,110,14,54,30,97,50,41,12,0
21,110,12,52,23,81,29,57,30,3
8,108,10,54,38,100,40,16,5,0
47,107,19,54,17,90,12,79,51,4
13,109,21,49,39,81,45,24,6,0
21,109,19,54,43,89,36,12,5,0
21,110,30,54,41,105,47,28,7,3
21,110,29,54,42,100,46,25,6,0
5,111,12,57,36,88,44,23,6,0
37,96,10,43,5,95,13,101,62,4
2,110,23,54,30,87,58,49,12,0
21,112,30,54,41,88,46,28,7,3
2,110,11,54,23,87,48,56,21,0
8,110,23,54,37,81,53,32,6,0
6,111,15,54,37,108,47,24,5,0
14,113,28,61,40,89,52,29,5,0
46,110,17,54,14,102,12,86,54,4
21,113,32,55,39,88,49,35,10,3
8,110,18,54,38,115,48,24,5,0
18,110,16,54,41,84,36,15,6,0
11,110,19,47,39,88,46,22,5,0
14,112,14,54,40,91,37,15,5,0
11,110,21,54,39,89,48,24,5,0
6,110,22,54,36,88,54,33,6,0
14,110,17,54,39,58,41,21,6,0
12,107,19,54,39,88,45,23,5,0
13,108,21,54,39,82,46,25,6,0
10,110,10,53,38,86,38,16,5,0
2,110,10,51,33,85,46,29,8,0
11,110,15,55,38,64,42,21,6,0
2,110,9,54,31,105,45,33,11,0
2,110,14,54,26,94,51,51,17,0
14,113,16,54,40,91,39,16,5,0
2,110,26,54,25,100,61,65,19,0
62,115,39,60,48,88,9,19,22,4
21,110,14,47,16,88,31,77,39,3
20,110,28,56,36,89,46,40,13,3
2,105,30,54,34,97,67,47,6,0
11,110,14,53,39,97,41,17,5,0
2,110,12,59,32,81,48,33,9,0
21,114,13,54,20,91,30,66,34,3
6,110,13,54,36,59,45,24,6,0
18,107,10,54,42,88,30,6,5,0
4,110,12,51,36,83,46,23,5,0
13,110,35,51,39,79,59,38,6,0
2,110,9,54,29,77,46,38,13,0
20,110,12,54,19,88,30,68,35,3
10,115,41,54,38,88,69,47,5,0
20,110,10,54,10,94,28,89,47,3
4,109,13,48,36,78,47,24,5,0
21,110,13,54,20,77,30,66,34,3
15,115,17,54,40,88,41,18,5,0
16,114,15,54,40,68,37,16,6,0
9,111,14,54,38,109,43,20,5,0
10,110,19,47,38,78,46,25,6,0
20,110,28,54,40,77,46,29,8,3
6,110,9,54,37,93,40,17,5,0
15,110,10,54,40,88,33,11,6,0
20,110,10,54,17,88,28,71,38,3
6,109,30,54,37,91,62,39,5,0
16,109,10,54,40,76,33,11,6,0
21,110,12,54,43,90,29,5,5,0
9,110,11,54,38,101,40,17,5,0
16,110,12,54,40,66,33,13,6,0
18,111,11,54,42,117,31,7,5,0
2,110,13,52,34,87,49,29,6,0
2,8,39,53,35,101,75,52,5,0
14,110,20,53,40,107,44,21,5,0
2,110,33,54,35,104,70,47,5,0
5,111,9,56,36,88,42,20,6,0
7,110,41,55,37,88,73,50,5,0
14,112,16,54,40,105,40,16,5,0
20,110,28,52,42,88,46,24,6,0
21,112,17,54,43,88,34,11,5,0
2,110,10,54,35,78,46,24,6,0
59,110,35,54,48,57,9,15,21,4
24,110,19,53,43,80,33,12,6,0
10,82,22,55,23,86,50,67,25,2
3,104,11,54,20,80,46,64,25,0
15,110,18,49,40,88,41,19,5,0
2,110,28,54,26,77,64,65,17,0
2,110,12,54,23,58,49,57,21,0
2,110,41,54,35,109,77,55,5,0
11,110,10,53,39,89,38,14,5,0
14,111,14,54,40,88,37,15,5,0
11,109,10,57,39,89,38,14,5,0
10,110,20,54,39,109,48,24,5,0
8,110,14,51,37,73,43,22,6,0
2,110,9,49,35,94,46,23,5,0
14,110,40,54,39,81,64,43,6,0
8,110,14,57,37,80,43,22,6,0
15,107,22,54,40,88,45,23,5,0
2,110,9,47,35,156,45,23,6,0
7,106,41,54,37,88,72,50,5,0
46,111,19,54,5,92,12,110,66,4
9,110,19,55,38,100,49,25,5,0
14,110,11,54,40,108,35,12,5,0
8,110,9,49,37,88,39,18,6,0
14,110,16,53,40,105,40,17,5,0
2,110,15,49,20,88,51,68,25,0
2,110,15,54,36,96,51,26,5,0
2,110,8,54,35,77,43,22,6,0
15,108,18,52,40,88,42,19,5,0
2,110,40,54,32,81,76,61,9,0
20,110,26,56,21,88,44,76,33,3
19,114,16,51,42,88,35,12,5,0
20,110,9,54,14,79,27,77,42,3
15,110,17,56,40,88,41,18,5,0
5,110,17,57,36,88,50,28,6,0
45,110,17,56,7,110,13,104,63,4
18,116,10,54,12,88,31,84,43,3
20,110,11,54,23,96,29,56,30,3
21,110,28,48,38,88,45,34,11,3
5,115,35,54,36,88,67,46,6,0
2,110,29,54,26,72,65,66,17,0
2,110,11,53,26,103,48,48,17,0
6,110,33,54,36,62,65,44,6,0
20,109,32,54,40,99,49,32,8,3
2,110,26,54,26,88,62,64,17,0
7,110,16,50,37,88,47,24,5,0
9,110,20,58,38,88,49,26,5,0
62,106,39,54,48,88,9,19,22,4
12,111,21,54,39,88,48,25,5,0
2,110,9,54,33,88,46,28,8,0
2,110,14,54,32,68,51,36,9,0
6,108,9,54,37,111,41,18,5,0
2,111,14,54,35,88,49,27,6,0
21,110,30,54,40,86,47,31,8,3
21,110,19,50,43,88,35,12,5,0
14,110,16,54,40,89,39,16,5,0
13,110,41,56,39,88,65,44,6,0
14,110,14,58,40,88,38,15,5,0
18,110,21,55,42,91,41,17,5,0
20,110,9,90,12,91,27,82,44,3
21,112,29,54,40,88,46,30,8,3
2,110,11,54,24,68,48,53,19,0
15,113,10,54,40,88,33,11,5,0
6,110,10,47,37,94,42,18,5,0
20,110,26,54,40,103,43,27,8,3
9,111,16,52,38,92,45,22,5,0
21,110,11,55,21,88,28,61,33,3
6,110,33,54,36,82,65,44,6,0
20,110,14,54,43,104,32,7,5,0
10,109,12,62,39,92,39,15,5,0
21,108,30,54,40,88,47,31,8,3
21,110,10,54,20,99,27,62,34,3
10,105,12,54,39,112,40,16,5,0
7,110,21,52,37,88,51,29,6,0
8,110,18,56,37,63,48,27,6,0
10,110,16,60,39,105,43,19,5,0
9,110,10,55,38,105,40,17,5,0
8,107,18,54,37,88,48,27,6,0
21,110,30,54,38,117,47,36,11,3
21,110,24,54,20,89,41,76,34,3
21,110,12,54,42,84,29,7,6,0
20,107,5,52,21,88,23,55,33,3
61,109,37,51,48,84,9,18,22,4
21,110,14,54,15,94,31,80,41,3
8,110,19,55,37,70,49,28,6,0
9,110,14,54,38,105,44,20,5,0
11,110,9,48,39,88,36,13,5,0
13,109,12,54,39,88,37,16,6,0
17,106,10,54,41,88,31,9,5,0
6,110,16,61,36,81,48,27,6,0
12,110,14,57,39,88,40,17,5,0
2,110,9,59,34,71,45,26,7,0
21,115,19,54,43,93,36,13,5,0
28,109,44,54,45,88,53,32,6,0
63,108,39,54,49,91,9,17,21,4
18,115,21,54,42,93,40,16,5,0
20,110,30,54,39,81,47,33,9,3
6,108,14,54,36,74,47,26,6,0
2,110,9,59,30,88,46,36,12,0
6,114,19,53,37,95,51,27,5,0
20,113,13,48,42,88,31,9,6,0
10,113,14,54,38,85,42,20,6,0
20,110,10,54,20,84,27,62,34,3
20,115,18,54,42,88,36,14,5,0
51,108,22,54,24,88,11,64,44,4
10,111,41,54,38,88,69,47,5,0
2,110,10,54,33,99,46,29,8,0
2,110,8,49,32,88,44,29,9,0
8,106,17,54,37,88,47,26,6,0
18,109,14,54,42,90,34,10,5,0
20,110,12,54,29,102,29,41,22,3
21,110,16,54,43,97,33,9,5,0
6,109,41,54,37,96,73,50,5,0
2,110,12,54,23,87,48,57,21,0
21,110,24,54,21,77,41,74,33,3
21,110,13,54,42,68,30,9,6,0
12,115,39,54,39,88,66,43,5,0
7,115,35,55,37,88,66,44,6,0
21,112,14,58,18,67,31,71,37,3
2,110,37,54,33,68,73,56,8,0
10,110,12,56,38,73,39,18,6,0
20,111,24,55,42,88,42,20,5,0
50,109,22,54,22,83,12,69,46,4
21,110,29,48,41,88,46,27,7,3
18,106,14,54,42,88,33,9,5,0
26,109,44,54,44,73,56,35,6,0
8,106,20,54,37,75,50,29,6,0
17,110,19,48,41,88,41,18,5,0
21,110,28,49,36,62,46,40,14,3
61,110,37,51,48,88,9,17,22,4
8,110,23,56,37,88,52,31,6,0
14,110,10,54,39,72,34,13,6,0
2,110,9,55,30,112,45,35,12,0
6,110,12,51,37,99,44,20,5,0
2,110,13,54,36,102,49,24,5,0
7,107,13,54,37,88,44,22,5,0
8,109,19,47,37,67,49,28,6,0
21,110,30,54,36,94,47,41,14,3
2,109,12,54,31,88,48,36,11,0
6,111,19,54,36,80,52,31,6,0
12,105,8,54,39,88,34,11,5,0
21,110,31,54,37,78,48,40,12,3
4,108,10,52,36,88,44,22,5,0
2,114,9,54,34,88,45,26,7,0
14,115,15,54,40,89,39,16,5,0
13,110,18,54,39,82,43,22,6,0
2,110,12,54,25,104,48,52,18,0
2,110,10,50,34,88,46,26,7,0
11,113,14,54,38,69,41,20,6,0
65,110,41,55,48,88,9,21,23,4
20,111,41,54,42,88,58,36,5,0
6,109,16,54,37,97,47,24,5,0
9,111,11,54,38,99,40,17,5,0
21,110,10,51,30,82,28,37,21,3
47,110,19,54,20,105,11,71,47,4
11,114,15,53,39,88,42,18,5,0
14,108,19,54,40,93,43,20,5,0
16,110,40,54,40,88,62,41,6,0
5,112,39,58,36,88,72,50,6,0
10,110,12,54,39,92,39,15,5,0
14,114,11,54,40,89,35,12,5,0
20,110,14,54,18,101,31,71,37,3
13,109,21,54,39,84,46,25,6,0
11,110,12,54,38,75,39,18,6,0
8,110,10,51,37,88,40,19,6,0
9,111,19,53,38,88,48,25,5,0
6,110,14,54,36,78,47,26,6,0
18,112,17,54,42,108,38,13,5,0
11,115,35,54,39,98,63,39,5,0
2,110,14,52,35,85,50,27,5,0
8,112,19,54,37,88,49,28,6,0
13,110,17,54,39,85,42,20,6,0
13,106,20,54,39,88,45,24,6,0
2,110,7,54,34,96,43,24,7,0
12,110,12,49,39,88,38,15,5,0
19,110,15,55,42,88,34,11,5,0
20,107,12,54,42,88,30,7,5,0
20,110,9,53,16,68,27,72,39,3
2,110,32,61,33,91,67,51,8,0
2,110,12,54,35,84,48,26,6,0
21,110,29,50,40,83,46,30,8,3
14,110,17,54,39,79,42,21,6,0
8,110,15,56,37,88,45,24,6,0
2,110,10,54,23,98,46,55,21,0
2,110,28,54,30,93,64,55,12,0
7,110,17,54,37,88,49,26,5,0
2,110,12,54,34,91,47,28,7,0
14,110,21,58,40,114,46,22,5,0
2,109,9,49,35,83,45,23,5,0
2,110,19,54,36,117,54,30,5,0
23,113,15,54,43,88,30,8,5,0
21,110,30,61,40,88,47,31,8,3
2,110,26,58,32,89,62,48,9,0
17,106,17,54,41,81,37,15,5,0
9,111,18,54,38,90,47,24,5,0
7,110,9,53,37,87,40,18,6,0
11,111,9,54,39,88,35,12,5,0
8,110,14,54,38,104,44,20,5,0
21,110,25,54,41,73,42,23,7,3
2,110,24,54,27,87,59,58,16,0
2,107,10,55,35,132,46,24,5,0
2,110,9,54,34,113,45,25,6,0
20,110,11,54,38,60,29,17,11,3
5,113,30,54,36,88,63,42,6,0
9,110,19,52,38,88,48,25,5,0
13,106,10,54,39,85,35,14,6,0
14,110,19,50,40,88,43,20,5,0
20,110,25,54,18,73,42,82,37,3
13,110,22,55,39,84,47,25,6,0
18,109,12,53,42,93,31,7,5,0
20,110,11,54,27,65,29,46,25,3
7,110,15,41,37,88,45,24,6,0
23,107,19,54,43,86,34,13,6,0
6,107,14,54,36,64,47,26,6,0
2,110,28,53,27,96,64,63,16,0
9,110,8,54,38,105,37,14,5,0
2,106,10,54,35,63,45,24,6,0
10,110,19,48,38,88,48,25,5,0
14,110,21,59,40,112,46,22,5,0
2,110,8,54,30,72,44,35,12,0
6,114,14,56,36,88,47,26,6,0
21,113,10,51,38,88,28,17,11,3
13,112,16,52,39,88,40,19,6,0
8,109,19,54,37,68,49,28,6,0
2,110,14,54,36,117,49,25,5,0
11,115,26,54,39,88,53,30,5,0
21,111,14,54,19,119,31,69,36,3
2,110,25,49,28,104,61,57,15,0
47,111,19,54,16,88,11,82,53,4
12,110,11,60,39,88,37,15,5,0
20,108,12,54,23,88,29,57,30,3
2,110,10,50,22,88,46,58,22,0
6,110,11,56,37,88,43,20,5,0
13,110,10,54,40,119,34,11,5,0
2,110,12,54,24,61,48,54,19,0
6,110,10,56,36,88,42,21,6,0
6,110,17,62,37,94,50,26,5,0
14,110,20,54,39,65,44,24,6,0
6,115,17,54,36,68,49,28,6,0
6,109,16,54,36,58,48,27,6,0
2,110,9,54,33,83,46,28,8,0
8,110,29,54,37,87,59,38,6,0
14,110,15,54,40,104,39,16,5,0
2,110,10,54,24,82,46,52,20,0
20,111,8,41,19,64,26,63,35,3
8,110,15,47,37,82,45,24,6,0
2,110,12,54,32,103,48,33,9,0
14,110,14,54,39,58,38,18,6,0
2,109,25,53,23,83,61,69,21,0
13,110,19,54,39,80,44,23,6,0
7,107,14,54,37,88,46,23,5,0
2,110,8,54,30,76,44,35,12,0
2,110,10,52,35,88,46,24,5,0
21,110,30,54,35,85,47,43,15,3
6,110,19,54,37,93,52,28,5,0
50,108,22,54,23,119,12,67,45,4
18,110,11,54,42,94,31,7,5,0
20,110,26,54,24,110,43,68,29,3
2,110,10,48,33,96,46,29,8,0
21,110,13,54,29,85,30,42,23,3
37,129,15,54,4,87,16,109,63,1
6,114,11,54,37,100,43,20,5,0
11,114,12,54,38,61,39,18,6,0
21,121,7,61,19,80,24,62,36,3
13,113,23,54,39,88,47,26,6,0
43,110,15,53,3,88,12,111,67,4
21,110,21,54,42,78,38,16,6,0
20,110,18,54,42,88,36,14,5,0
19,113,14,54,42,88,33,10,5,0
10,111,19,54,38,81,47,25,6,0
11,110,33,49,39,88,60,36,5,0
24,110,17,54,43,81,31,10,6,0
21,110,10,54,39,82,28,14,10,3
6,112,10,54,36,88,42,21,6,0
15,110,12,62,40,88,35,13,5,0
4,111,9,54,36,88,44,20,5,0
7,113,23,54,37,88,54,32,6,0
20,107,20,55,42,88,38,16,5,0
11,110,12,54,38,77,40,18,6,0
21,110,11,58,30,88,28,38,21,3
20,110,10,59,11,88,28,86,46,3
2,110,39,54,34,89,75,55,7,0
21,110,30,53,40,87,47,31,8,3
2,110,38,40,32,88,74,60,9,0
20,109,30,48,40,95,48,31,8,3
10,112,9,55,38,85,37,15,6,0
2,110,13,54,27,76,49,48,16,0
2,105,30,55,33,88,67,49,8,0
11,110,14,48,39,91,41,17,5,0
12,105,14,54,39,88,39,17,5,0
2,111,14,57,30,88,50,41,12,0
2,110,26,54,27,111,61,60,16,0
10,110,9,54,39,113,37,13,5,0
2,110,10,54,18,85,47,68,27,0
20,110,29,54,37,66,47,38,12,3
3,112,9,54,36,90,44,20,5,0
44,110,16,62,4,88,13,110,66,4
14,110,11,54,39,80,35,15,6,0
2,110,25,52,28,83,61,57,15,0
2,109,16,54,35,85,52,30,6,0
9,110,28,54,38,88,57,34,5,0
2,110,13,54,35,96,49,27,5,0
21,110,28,59,39,88,46,32,10,3
18,110,37,56,42,93,57,32,5,0
2,110,38,51,30,88,74,65,12,0
20,110,26,54,28,92,44,58,24,3
21,109,17,54,43,88,34,10,5,0
21,110,31,54,39,90,48,34,10,3
2,108,9,54,36,98,45,20,5,0
20,110,10,54,27,75,28,45,25,3
2,110,13,54,35,67,49,27,6,0
10,112,16,51,38,88,44,22,6,0
9,110,14,54,38,90,44,20,5,0
2,110,12,54,22,82,48,59,22,0
7,110,14,54,37,88,45,23,5,0
10,110,14,54,38,77,42,20,6,0
2,112,16,54,34,88,53,33,6,0
13,110,21,51,39,81,46,25,6,0
21,110,25,54,20,88,42,77,34,3
6,110,10,50,37,107,43,19,5,0
20,110,28,53,35,81,45,42,15,3
20,110,25,54,34,89,43,42,16,3
16,111,16,54,41,101,37,14,5,0
15,110,15,49,40,88,38,16,5,0
3,115,9,54,35,77,44,22,6,0
60,110,35,51,48,86,9,16,21,4
20,110,11,54,24,100,29,53,29,3
16,110,19,54,41,94,41,18,5,0
6,110,16,60,37,89,48,25,5,0
2,110,11,54,26,64,48,48,17,0
18,110,13,54,42,116,33,9,5,0
10,110,16,53,38,80,43,22,6,0
9,109,13,54,38,88,42,19,5,0
21,110,10,54,29,90,28,40,23,3
29,110,44,57,45,79,52,32,6,0
6,109,9,54,37,91,41,18,5,0
20,110,26,54,26,78,44,64,26,3
20,110,9,54,14,61,27,77,42,3
16,110,16,54,41,115,38,14,5,0
16,110,17,54,40,83,39,18,6,0
20,112,28,53,40,88,46,29,8,3
2,110,13,54,34,88,49,29,6,0
2,110,9,54,34,68,45,25,6,0
21,105,17,54,43,88,34,10,5,0
21,110,29,54,41,106,46,27,7,3
2,109,33,54,36,109,69,45,5,0
11,110,33,50,39,88,60,36,5,0
2,110,10,57,36,112,45,21,5,0
2,110,16,54,26,87,52,53,17,0
10,110,14,54,39,117,42,18,5,0
6,106,16,54,36,67,48,27,6,0
21,111,14,54,19,90,31,69,36,3
2,109,10,54,34,86,47,27,6,0
47,111,19,54,4,65,12,113,68,4
48,111,19,57,18,88,12,77,50,4
16,110,24,54,40,84,46,25,6,0
21,110,30,54,39,119,47,34,10,3
8,109,10,54,37,88,41,19,6,0
44,110,16,54,6,104,12,105,64,4
21,110,10,57,20,110,27,62,34,3
11,110,14,54,39,93,41,17,5,0
3,110,12,58,36,88,47,23,5,0
21,110,11,48,27,88,28,46,25,3
16,113,13,54,40,69,35,14,6,0
2,110,10,54,35,250,45,24,6,0
9,110,21,54,38,92,50,27,5,0
2,112,13,54,28,86,49,45,15,0
2,110,12,54,24,92,48,54,20,0
20,109,28,54,39,78,46,32,9,3
21,110,11,54,26,72,28,48,26,3
2,110,37,54,29,81,73,67,13,0
2,110,12,54,30,65,49,39,12,0
5,110,43,58,36,88,76,54,6,0
23,107,21,54,43,88,37,14,5,0
20,110,10,54,9,86,28,91,48,3
15,115,10,54,40,88,33,11,5,0
20,110,26,54,39,69,43,29,9,3
20,110,11,53,23,83,29,56,30,3
21,110,28,54,40,108,46,29,8,3
13,110,20,48,39,88,45,24,6,0
20,110,29,54,40,87,47,30,8,3
21,114,32,55,36,88,49,43,14,3
2,110,39,55,35,72,75,53,6,0
7,106,18,54,37,88,49,27,5,0
2,110,8,52,29,120,44,37,13,0
9,115,9,54,38,89,37,15,5,0
