fLength:,fWidth:,fSize:,fConc:,fConc1:,fAsym:,fM3Long:,fM3Trans:,fAlpha:,fDist:,class:
16262,15337,5052,1422,1103,3332,16376,16886,6244,17049,0
7150,6970,765,3930,2143,3496,3151,8132,797,1036,0
2887,528,85,5835,3571,4430,4813,10654,12646,4968,0
11581,14630,4582,1022,618,16602,12522,17161,592,5348,0
5778,1823,358,3770,2122,6028,9638,9197,2994,9821,0
6963,10966,1945,2936,2117,10630,12081,15637,8227,12181,0
3975,5764,189,3655,2053,4077,5163,10369,11614,11133,0
13558,13956,4232,757,480,16450,15506,3502,6904,6190,0
8622,7874,3539,2204,1371,6006,8122,6718,8702,10246,0
4255,3931,807,5229,3693,5326,3405,5281,13022,9497,0
2582,7651,731,3320,1875,8979,5153,8573,7609,504,0
12848,8829,2212,2200,1622,17097,15881,2964,3931,11774,0
3805,2340,93,4674,2869,13842,10487,4655,7777,14530,0
16018,12328,3647,2342,1664,12810,15333,15343,2874,18065,0
15501,16136,6528,769,538,4272,16363,17397,2249,17030,0
9788,4620,2116,2445,1342,12700,8808,10926,3042,10205,0
10190,11649,3905,2044,1353,13799,14825,14735,5261,11876,0
15763,15748,6674,749,534,13517,18228,15261,3001,6006,0
4891,9499,1334,3520,2180,5212,2462,15555,17169,3127,0
2069,6743,330,4275,2547,6838,10004,8191,7429,3789,0
3398,385,136,5685,3211,14385,6501,10978,11933,1850,0
15596,15708,6727,533,398,18424,17338,2851,2087,14796,0
12159,7354,685,3750,2675,2763,1692,5639,1627,103,0
8600,10837,2409,2964,2258,15072,13074,14633,5605,12682,0
10144,8104,1915,2753,1539,16865,14226,15966,8703,11363,0
12887,4778,2240,1839,1160,9238,15927,12110,1197,12918,0
13945,15132,4019,1028,657,2004,15326,988,2463,16658,0
14363,12784,3144,2414,1354,3231,16518,3724,3245,18116,0
14705,15416,6328,1306,959,7654,16139,2859,220,17528,0
9749,14109,2198,2673,1732,3129,12408,16226,4714,16799,0
1397,2565,287,5036,2995,8787,5742,7470,12995,5041,0
5099,4630,605,3338,2030,9981,9466,10716,10224,9383,0
4162,8136,1173,3718,2378,6525,4024,13358,17349,13345,0
7747,7582,958,3041,1764,7687,3651,4308,7130,9435,0
1515,4265,613,4767,3664,8291,5965,14042,15957,11903,0
10219,13863,3415,1284,750,16207,13257,1122,563,1640,0
15980,3687,3228,2353,1650,1923,1450,11074,2139,16594,0
6761,8031,1127,2501,1377,2507,12032,11630,12428,6906,0
11315,10055,1989,2012,1330,14863,2193,6557,3761,6120,0
14249,10787,1145,2791,1666,2846,13836,16138,9909,16156,0
5389,5087,620,3585,2081,12302,9163,10409,3344,8435,0
16115,9361,2103,2204,1339,1183,15505,2657,1596,16890,0
9479,7053,573,3102,1853,4611,2174,14992,7584,5614,0
8232,9201,1260,3191,1861,2622,5744,10155,10380,6787,0
11775,11113,5234,1406,963,16155,14638,12649,2979,8976,0
4906,5423,1085,4040,2792,6000,5480,14569,15514,985,0
5735,9491,2415,2998,2084,7837,5655,2404,10037,2503,0
6253,373,242,4917,2887,6689,3720,8839,10719,4975,0
8886,4849,1214,3143,1867,12621,11210,7485,9904,4674,0
6747,6700,1531,3589,1950,9791,3330,14016,10094,867,0
2103,0,161,6216,4374,8146,6901,9107,11851,8242,0
4279,1302,381,5464,4025,13967,8933,7023,10628,3635,0
5999,10089,2517,2312,1581,9070,7046,5165,9995,8925,0
17189,15683,4195,863,535,18422,18532,1898,2189,8957,0
5737,10556,2072,2422,1382,5940,6813,11883,12688,5482,0
551,3050,197,6118,3796,5615,6586,4037,14301,8223,0
4947,5492,777,3790,2087,4259,8109,11724,13569,5249,0
1420,7753,765,4253,2665,12866,10376,10243,2203,371,0
14017,10962,3733,1781,1061,1185,15708,3549,399,16391,0
16564,16393,6761,724,500,483,17026,17088,3273,17515,0
12648,13020,2615,1043,650,2613,1939,14158,9308,1764,0
2744,9083,1304,3859,2173,11020,9888,3830,10398,1659,0
12410,8421,2665,1338,830,17943,14444,13600,1347,14510,0
13975,13408,5216,570,382,18195,15372,3660,2452,13209,0
15022,15501,6383,950,621,15826,16800,14802,3346,16682,0
7949,8975,1250,3279,1869,16805,8651,15726,12607,2029,0
10428,11188,4717,1773,1070,7226,12588,4419,606,8298,0
14939,6919,2418,2238,1308,15867,17397,4802,3910,15724,0
5142,10465,327,5749,3804,12396,12348,2690,16423,17282,0
1022,3684,627,4784,3019,7965,6983,10604,8923,9066,0
1710,9496,1260,3859,2303,5577,3824,2817,8546,2843,0
8397,11832,3176,2142,1281,7190,4933,14357,6935,6486,0
7024,12075,2856,2296,1584,13819,10089,1775,10786,5401,0
10215,15540,2186,2742,1616,4713,12950,17507,6181,17078,0
4983,6011,522,4139,2659,6046,4686,13975,15656,1202,0
3332,2482,377,4675,2643,9726,3664,13237,1323,13092,0
2649,5519,646,3895,2371,11194,8548,6415,10542,10098,0
4971,2864,511,4139,2724,10756,11332,9646,12747,5063,0
8851,5795,496,4333,2996,3504,2441,11215,1094,10272,0
13203,12568,4508,1324,811,1117,2476,16100,2608,12886,0
2158,747,81,6055,3714,7401,7925,8251,10216,7375,0
11430,9778,3145,1586,904,12996,15175,4808,4930,10400,0
3766,0,109,6194,3638,9604,4191,9107,16997,11134,0
1435,2552,246,5028,2869,13698,7858,10240,8194,6105,0
6383,5672,851,4938,3941,14784,11050,13547,7567,4223,0
11280,5880,2257,1999,1224,16353,13733,11927,2216,7877,0
8155,9424,2031,3012,2473,12203,12842,6175,5764,9764,0
16351,14258,5808,777,500,15022,18162,14444,2670,14867,0
494,2187,158,6238,4298,11143,7301,13146,14824,6708,0
12042,11984,2924,2886,1781,2451,12886,1391,4495,17120,0
10037,11411,2753,1545,946,7040,9530,5091,673,13190,0
13488,15745,6614,700,460,1481,14845,1060,660,14217,0
13314,14053,5737,1207,815,16642,15142,16516,1654,16248,0
3760,1869,174,4662,2609,7307,9741,13421,6007,13466,0
12857,6851,2602,2366,1405,948,15825,14504,4010,16435,0
5843,1870,666,4327,2858,6034,4272,4008,11065,12506,0
3376,5299,470,5263,3384,10283,9395,5775,9756,3113,0
2686,387,309,6105,4027,13139,9162,10490,2315,7639,0
15902,16427,6933,208,165,1043,17779,17699,2528,14895,0
12981,10201,1391,1801,1105,16462,13722,14466,3369,4994,0
8810,7033,3095,3177,1929,12161,8997,9734,1797,12517,0
7602,13297,1861,1642,995,4313,6645,4170,9873,5916,0
15452,15070,3582,2368,1462,2851,3165,2957,3742,17695,0
2356,5163,602,4403,2659,11646,9225,11731,12059,3933,0
12838,15240,5594,1137,840,14518,15896,776,969,15333,0
14228,10546,3233,1986,1264,2712,14713,5073,3285,16503,0
2726,642,232,5688,3293,8720,5519,10582,17815,9029,0
4332,2155,682,4694,2897,10050,9825,6676,6486,11675,0
4613,9212,1401,4071,2801,12489,10909,2894,763,14898,0
9071,7260,854,3449,1903,2297,13089,8127,7293,2536,0
1776,5515,967,5249,3837,10275,9944,11834,14828,7489,0
4380,5487,1064,4229,2886,4828,4259,12024,4576,3813,0
15138,9684,1961,2856,2191,2366,1194,1878,6368,16389,0
14213,6461,3692,2304,1334,2393,16171,7668,572,16309,0
2564,685,131,5803,3413,8912,5336,7823,5963,6055,0
4239,11086,1020,4580,3401,7869,4224,4282,13572,1435,0
14895,15077,6237,835,626,13160,12194,993,3332,12754,0
2770,593,37,5790,3358,4311,5089,7672,10907,7773,0
9308,8690,2163,3171,1820,9416,13424,4102,1474,8513,0
4897,8535,292,3740,2035,10748,10389,2967,3407,7007,0
10382,7960,921,2355,1431,3143,2833,15412,7372,12026,0
4591,6950,1052,3166,1718,12317,8908,3298,6448,3454,0
1299,7058,361,5301,3469,8733,8154,15794,13166,12531,0
3299,8987,1102,3406,1973,10192,7728,15418,6568,8710,0
12973,14463,2629,1577,928,18284,3285,14914,3933,13578,0
14772,15814,6476,414,302,18175,16741,15878,2679,6318,0
15305,15700,6685,518,367,16568,17260,16049,3059,15100,0
14651,10330,4598,1823,1163,16774,18130,14604,1631,11355,0
2619,7263,868,3967,2306,13485,9121,12967,13191,10869,0
8287,6546,2188,2976,1823,16203,13330,7102,11464,4560,0
13756,14505,3616,1975,1303,5671,14945,909,3209,17222,0
4039,5278,191,4774,2702,12716,7690,6441,17183,9432,0
10385,6086,1985,2564,1693,15316,10684,11808,1456,12781,0
8967,5781,537,3497,2044,15989,3777,12067,10496,5081,0
14342,16204,4462,782,530,17550,17759,1285,11335,11243,0
16544,16493,7028,198,177,18093,18041,849,4549,15352,0
10571,9250,2220,1972,1158,16681,14513,8326,5298,5630,0
13088,9687,2705,1997,1176,16866,14362,15082,2451,13249,0
4051,9998,1987,3344,1922,13697,11736,14241,2384,428,0
4997,10462,1412,2897,1590,11481,8129,6702,17141,12818,0
14733,12817,4432,1253,939,17451,17888,15971,7268,11783,0
7575,866,414,5075,3488,15542,11309,6866,6445,9016,0
12550,11020,3178,1219,727,10892,14947,15318,7160,14275,0
5490,8127,1556,2653,1520,3627,4168,3551,10766,9460,0
11014,7597,610,3208,1786,2678,11667,5689,1495,12653,0
9759,6317,2462,3269,2033,15969,13457,10223,5991,12503,0
11964,4835,1518,3703,2838,4162,1660,10947,3932,8593,0
4035,17,75,6073,3520,14252,9210,9107,15118,5092,0
2174,4707,496,4510,2708,9254,5001,4687,8871,8345,0
7892,10873,2480,2160,1489,14355,11382,15681,10678,4239,0
4034,11666,2248,2842,1733,14750,10878,16099,10734,1192,0
9178,13598,3642,1105,704,7646,4608,11881,1700,4089,0
6688,5113,1103,4382,2423,6439,11418,13151,1662,11610,0
16508,8472,2912,2547,1837,950,17300,2753,280,12973,0
11129,14791,5241,1114,723,12601,15111,13228,7295,2431,0
8138,6541,1706,2906,1756,8785,5273,11854,4016,11602,0
6955,3294,343,4022,2603,14690,12161,12119,320,11064,0
15498,16471,6956,277,205,15846,17307,17332,3771,11875,0
13405,14825,1846,2418,1406,18469,1342,7064,6457,15163,0
13376,13110,3864,1200,743,17765,14606,4401,886,12393,0
2706,661,9,5655,3322,7994,7383,7698,14623,4320,0
13837,9221,2148,2263,1529,693,16842,5969,133,14377,0
7576,12053,2506,2591,1672,10010,11727,14933,13839,172,0
15787,6647,2347,2747,1571,716,14138,11529,2689,16940,0
2894,5314,405,3479,1868,12446,7007,5904,13581,11841,0
450,3198,189,6044,3999,5712,6900,13442,16407,7608,0
14889,15442,4033,1737,1245,17234,17950,16019,8713,7217,0
10872,13862,3351,1472,1132,4847,4710,1783,13358,11,0
5616,6359,885,3396,2438,14914,11162,6296,11017,4096,0
13994,12754,3288,1802,1223,16557,16878,4540,11755,11679,0
9200,13256,3107,1455,927,10902,7503,13697,13390,1760,0
898,4148,449,5030,2844,8068,6819,9665,16008,12349,0
14064,9597,2915,1797,1221,17847,17091,5552,5262,12272,0
11012,3690,1193,3052,1917,16551,3293,9391,3662,9301,0
8183,15060,2130,2210,1265,5773,2057,972,11031,69,0
10602,9446,2831,2699,1937,16020,13434,3613,9401,4499,0
12412,11617,4209,1411,830,15619,14074,12281,486,12057,0
16481,14650,5141,1422,1048,2929,1936,3135,3540,16808,0
8463,1773,915,4044,2264,3668,11886,11151,10733,8251,0
3619,3765,1228,4653,3004,6923,3367,7087,4767,5094,0
9316,10540,1270,2558,1537,3816,2922,4922,1567,14150,0
15983,15741,5859,958,861,2296,16479,3307,4891,15750,0
7796,5679,1562,3082,1827,5714,2516,11318,8310,6898,0
11649,9603,3401,1810,1058,16506,10910,4378,2389,10275,0
13309,13272,3764,1949,1083,17373,16116,11923,2860,13988,0
13848,13809,3873,1348,848,1678,15720,17045,363,14645,0
14965,16863,5827,556,434,2580,17974,969,11212,16081,0
11590,12307,4095,2251,1570,12641,2477,12423,4142,9808,0
3890,5545,215,4653,2824,5806,4833,6503,11645,6573,0
11737,13944,3501,1704,1042,10799,13998,16737,5628,15603,0
3712,7707,1314,4119,2859,8739,3051,8360,14277,4412,0
9368,7176,2480,3969,2732,14172,14236,10756,5344,8472,0
2986,1536,337,5625,4010,12757,11047,4148,16534,6810,0
13996,10264,2174,2375,1743,1354,14861,1882,3581,14538,0
5548,10250,1384,3250,2190,11431,7607,10627,4802,7066,0
2013,4832,774,4345,2917,8025,7798,4924,14269,10312,0
1762,5372,728,4643,2878,12251,8244,6361,11321,6491,0
8210,6985,836,4025,2818,15607,12811,9269,4901,10096,0
11543,6601,2008,2374,1315,13116,14252,4415,1711,7767,0
17112,12702,1640,2924,2248,2544,433,17275,12794,3558,0
4693,7384,1600,3170,1716,10676,8529,12101,10623,6609,0
1093,737,309,6348,4345,9217,6794,10217,9225,11729,0
15499,8173,2581,2257,1292,16965,17170,9854,1307,14172,0
264,1931,245,6191,4371,10889,7477,7924,12548,4932,0
8991,13957,3804,1372,943,11618,11037,15506,11611,4668,0
3009,8639,1170,3620,2381,14958,4942,15424,11947,3294,0
498,3268,103,6067,3742,11809,6308,14206,17772,1986,0
12137,13917,5957,1205,713,16209,16161,15605,5246,7216,0
6667,9701,1482,2408,1384,10905,12675,4708,12127,9102,0
14354,5890,3053,2055,1162,12768,17424,5657,4368,16327,0
6792,8847,765,2853,1755,5579,4116,11899,13216,4678,0
10069,14029,4315,1182,736,15071,2569,12384,5599,7012,0
8328,9431,3017,2260,1446,11565,12491,11590,4899,1622,0
15427,11127,5031,1956,1731,2885,16422,1604,652,17325,0
3224,2525,206,4660,2802,7238,9781,6143,7898,10813,0
8924,6749,1020,2327,1334,6964,3718,14614,2492,3823,0
9591,10539,3398,2182,1242,7739,12750,6507,5365,5810,0
7751,5874,1732,3255,2097,16345,9973,11003,7728,9823,0
7003,13040,1972,2254,1418,13450,8821,2761,12411,4735,0
4837,10641,2079,2426,1375,14027,4524,4236,11283,859,0
515,2711,237,6150,4152,5847,6230,13510,10692,12451,0
4258,0,373,5848,3368,9055,4670,9107,0,3280,0
9002,1661,548,3099,1690,4510,2581,8005,10709,464,0
7495,9730,2563,2077,1448,8632,9127,14720,1448,8356,0
14900,15396,6389,415,292,15097,17225,3630,497,16319,0
10957,8668,2821,1986,1131,15632,12123,4968,2789,11439,0
2605,5434,464,4239,2406,10624,8928,12257,1453,10674,0
15689,13039,5174,1116,708,16399,18071,13794,627,16030,0
4370,7656,1498,3468,2238,5213,3802,3886,9397,3018,0
6898,10693,1137,3219,1957,4486,3016,3217,7148,13130,0
7866,3597,1900,3963,2725,12147,13252,4693,4910,1724,0
15928,14924,5083,1474,1143,2669,14818,17082,3355,16549,0
11458,10652,2238,2212,1381,15985,11017,15563,6819,11507,0
161,4212,9,5713,3490,12159,5533,13161,16928,6522,0
4050,10703,1888,3038,1996,11024,11106,7029,10226,6959,0
10558,11424,2994,1854,1264,16081,12013,10519,2072,6989,0
8443,8350,2266,2476,1589,7713,2196,3662,13626,87,0
11682,14499,5558,1109,687,11765,15811,4853,8537,1754,0
10700,11216,3876,1338,817,3903,3084,15359,4874,9033,0
4713,4726,1322,3675,2024,5151,3886,10532,5443,9132,0
10113,10037,2163,1732,1005,10395,2937,6008,2978,8882,0
8101,3995,1454,3519,2623,14330,12858,12601,4703,8263,0
8798,7295,2190,2799,1533,6272,11573,11162,7565,6687,0
1370,2492,301,5124,3139,13361,8184,8265,13307,4874,0
4109,11250,1641,2524,1482,4834,3699,11540,10957,8543,0
7663,4857,457,3142,1803,5308,6020,4733,6262,12776,0
2229,4232,860,5013,3500,7192,8737,7996,12879,2254,0
14211,12891,4973,846,544,16767,16210,14530,5171,10782,0
1357,4480,747,4891,3617,9153,5220,4311,9473,3772,0
2132,1820,357,4835,2953,4256,5346,9405,10284,7493,0
15957,15335,3684,959,720,18398,1323,1938,1819,14255,0
1760,819,85,6135,4047,7498,7522,8728,16596,6646,0
9582,14826,3324,1615,1240,12183,8279,1867,1992,3060,0
16926,726,627,5474,3603,2565,810,10540,518,18186,0
7387,2400,1017,4532,2711,3189,4067,6548,5572,9045,0
9379,13850,6052,1697,1062,12985,12932,3748,9309,942,0
13820,13547,4088,1108,723,13004,17442,17174,2855,7907,0
3874,9350,322,3901,2169,4161,4808,3851,12179,7399,0
14219,2526,1627,3153,1858,13186,17486,10014,6087,13339,0
14325,11478,1931,2036,1154,3568,15793,16728,3765,16829,0
12691,9164,2857,1880,1117,18184,14766,16178,2609,15355,0
13151,12682,5293,1057,677,5461,14816,14383,2829,12193,0
1653,2091,601,5130,3255,13406,8348,8328,13937,9554,0
4503,9868,2154,3100,2014,9155,4625,9549,17879,1265,0
15408,15313,4710,625,476,2090,15491,2174,1937,16752,0
12218,9233,1425,3856,2647,5703,1193,2293,1463,11219,0
2181,7722,1688,4574,2982,4878,4053,14066,17352,407,0
2672,638,85,5790,3319,8957,5238,7745,10378,1483,0
12152,10324,2238,2993,1631,3394,2825,15321,698,16692,0
16884,15965,6706,272,224,17079,18035,16518,1615,12988,0
13409,13953,5702,905,609,13536,16036,5437,1340,11007,0
13298,9340,1285,2486,1445,16711,16580,13537,9444,3269,0
11617,6843,518,4236,2504,2735,2122,13679,7684,1695,0
11262,9620,1852,2724,1899,17425,13744,4315,6991,12278,0
10238,11964,1677,1730,1223,3021,2079,16448,7330,12540,0
11226,10648,2869,1845,1157,15084,14541,7081,5014,8085,0
14018,15262,3860,790,494,1655,15351,14593,6763,14702,0
13603,14767,6011,810,508,15785,14514,16941,360,15172,0
6356,13618,3034,2562,1627,14585,11579,2413,5048,2403,0
12154,8498,2545,2218,1395,13121,15804,3425,6961,14600,0
14868,15962,4884,2149,1435,10666,2238,1824,1852,17780,0
7108,6026,1743,2717,1495,7945,10191,5771,1827,5656,0
2763,8616,1257,3591,1994,9792,8255,15452,16237,12756,0
5874,6284,891,3257,1915,5023,9166,11538,13516,8422,0
13632,11419,2687,3110,1694,1196,2237,1166,3967,17475,0
8893,12232,2157,1888,1207,13342,3461,16243,4504,5420,0
12623,12393,2443,1587,1162,18277,1823,15406,5534,9442,0
13209,13680,6324,1058,728,15662,16613,4557,3312,7253,0
7166,12363,3279,2239,1258,4989,4079,13070,4818,6203,0
4122,5065,397,4939,2818,14789,6859,6535,11694,1787,0
16529,14089,4231,781,493,17458,18372,16424,2637,7101,0
9772,6527,1958,2684,1539,16868,14115,8365,6963,14775,0
200,4107,186,5800,3346,11998,6213,4126,1064,2277,0
8423,9105,1863,1999,1241,5220,3522,14413,3841,13608,0
4053,3019,235,4642,2754,4347,3301,5067,5321,2839,0
10549,11013,1201,1864,1202,6357,13274,13669,7097,5243,0
2742,7165,810,3751,2133,9022,5199,6145,8367,5390,0
3654,4090,1023,4044,2228,14868,7939,4108,8999,10763,0
14862,15248,5537,814,517,17991,17123,16487,1989,15634,0
8044,5120,643,4592,2978,13255,12629,5148,16124,744,0
12885,10441,2890,1629,1054,17710,13120,3107,6780,9724,0
5396,10900,2072,2339,1554,8376,5770,4494,4148,8299,0
9933,15050,4814,929,609,16578,11819,1730,1385,5073,0
1719,7267,865,4365,2955,9300,3994,5446,7875,7142,0
10693,3211,1863,3025,2212,6310,2812,13137,9543,806,0
4264,1930,230,4722,2719,3490,9531,13229,10590,3465,0
6405,11816,1706,2180,1364,14516,8396,2328,10336,83,0
13944,14118,4859,910,598,1758,16357,15276,3148,14884,0
14210,13100,5836,1055,631,15755,17305,15642,3403,10343,0
7240,5282,201,4413,2550,4780,4582,8350,62,3682,0
8673,10704,3795,1925,1400,6282,11157,8135,6828,7765,0
7492,5617,796,3383,1955,16217,9683,7253,5399,11994,0
5222,8022,1917,3707,2515,9809,11750,9055,13738,830,0
2114,1478,206,5138,3743,4715,4417,9340,17086,11246,0
10496,13216,1980,1885,1212,3897,2283,1112,7458,15949,0
4409,6629,1476,3644,2131,4918,8490,6086,14999,8624,0
9363,6432,1961,2570,1645,9779,11394,13115,10864,11980,0
3614,1331,246,5386,3077,8539,7920,12736,11496,8604,0
6018,9435,1897,2603,1502,3738,8468,4334,2748,8817,0
3000,5050,608,3849,2258,3932,4823,5129,17105,6983,0
6021,6379,1415,3241,1924,5665,3835,12571,5894,7456,0
7584,8404,1334,2594,1727,8020,2903,14021,6572,9771,0
1355,1784,479,5750,3623,4820,4703,11128,17383,8608,0
13748,10082,2698,1844,1206,8260,13153,15892,6189,13135,0
6153,8415,2608,3376,2004,5955,3290,12932,3329,11371,0
15099,16141,2100,1843,1240,1163,12434,17304,8309,13541,0
4140,6791,930,3857,2647,10336,9187,3112,12464,11287,0
13969,14709,4138,1793,1233,4805,16677,1524,1337,17384,0
8389,9932,1170,3203,2300,15593,9730,5539,7577,2688,0
6661,7284,1438,3132,2185,11251,7062,14258,12006,9466,0
6815,6804,2336,2960,1614,4867,4207,13884,6615,6400,0
9688,12480,4682,1475,992,13792,12767,3386,7635,3863,0
2812,4780,708,4223,2520,3976,5142,5589,15898,2060,0
15633,12026,4491,1074,662,18060,17524,9286,4945,14047,0
12760,14063,5821,947,649,16921,15051,2047,1621,10791,0
14853,12610,5532,1045,659,13440,17367,4506,1440,15454,0
16801,16950,7117,107,94,10776,17756,1059,553,14098,0
8636,12624,3302,1710,1090,9386,8746,16198,3280,1781,0
90,4515,117,5598,3238,12232,5571,13498,13291,11708,0
12373,11928,4246,1368,896,3904,2300,13092,4132,13207,0
13825,11360,2816,1418,909,16764,15020,4277,6068,5579,0
13386,6913,1153,2349,1605,18110,1683,6822,420,9954,0
7593,10910,1445,2240,1277,11650,6128,14552,11027,4103,0
9542,6313,2325,2997,1820,16314,12531,7735,173,7823,0
9393,8454,2098,1995,1224,13012,13747,11693,8200,14843,0
5688,9774,1569,3400,1882,12899,8992,3993,15584,552,0
8067,5185,984,3176,2199,11105,2701,6621,10982,1915,0
10394,4463,868,3718,2145,16687,9994,5776,6631,3389,0
13672,8832,3025,2131,1213,753,16287,13546,7646,10591,0
13169,9731,2040,2449,1432,17585,15438,11666,16384,3268,0
13303,10736,4257,1789,1089,17758,15106,3878,5670,14144,0
9168,13679,3218,1427,858,12921,13119,10715,5849,1981,0
9643,7634,2234,2342,1289,16289,9135,5306,3188,5150,0
12610,10967,3957,1513,1231,15610,14824,8256,4727,5600,0
15677,12973,6283,716,579,18005,17215,13380,774,12942,0
10285,10891,3746,1744,1202,15888,13878,14029,1062,6801,0
1115,3501,242,4637,2832,8648,6003,10264,12553,10759,0
4012,8684,679,3415,1873,5305,4874,13470,9644,10352,0
8726,8253,1711,2378,1526,16622,13180,5568,4007,5377,0
7285,5850,1124,3761,2812,5063,2481,3680,3680,9302,0
11092,12206,2798,2343,1330,14477,13587,3137,2101,15342,0
11215,11418,3075,1160,683,11585,14379,6755,2228,8107,0
2147,7746,1442,4325,2810,10070,8710,3296,11401,3890,0
8015,14381,4428,1917,1128,11435,12902,2054,7432,3747,0
7545,10894,3103,2555,1449,13924,11485,13553,10778,1879,0
14687,13588,4419,1150,835,17826,17456,4715,9179,10284,0
14143,14871,5576,1611,1066,4011,16402,2115,2353,17688,0
9323,13457,3324,1905,1174,9953,12823,1741,5112,6362,0
16158,16259,6927,271,247,10671,17891,17163,899,9257,0
9477,12903,4420,1858,1262,15077,12866,3116,10371,1180,0
5849,9377,3499,2366,1455,9000,7419,3196,8297,13294,0
6599,11207,2133,2222,1478,12936,9572,5572,14522,9832,0
344,3436,373,5949,3955,11698,5900,5506,12304,6365,0
8869,10026,3107,1908,1311,8849,2688,14295,201,3926,0
10702,7096,2422,2444,1761,4227,2423,13993,1077,7274,0
12711,14560,3622,1065,688,6943,1765,3811,4873,15260,0
14197,12831,3241,2031,1559,3492,14625,1405,1863,17560,0
2874,7242,1311,3432,1985,13567,8113,6596,7714,2418,0
15908,16605,6792,527,372,12512,15597,769,1719,17869,0
1295,2146,601,5355,3729,12833,8721,9537,9942,1113,0
4872,4813,906,3744,2058,15291,10445,10831,9961,8470,0
