date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
211,2,38,2018,2608,1333,1349,728,0
211,2,39,2888,2663,1333,1349,728,1
211,2,40,2888,2458,1333,1349,728,1
211,2,41,2888,2261,1333,1349,728,1
211,2,42,2937,2443,1333,1349,728,1
211,2,43,3185,2508,1333,1349,728,1
211,2,44,3185,2623,1333,1349,728,1
211,2,45,2888,2594,1333,1349,728,1
211,2,46,2909,2525,1333,1349,728,1
211,2,47,3185,2326,1333,1349,728,1
212,3,0,1516,2085,1333,1349,728,0
212,3,1,1368,1665,1333,1349,728,0
212,3,2,1516,1347,1333,1349,728,0
212,3,3,1316,1091,1333,1349,728,0
212,3,4,1316,856,1333,1349,728,0
212,3,5,2017,734,1333,1349,728,0
212,3,6,2017,708,1333,1349,728,0
212,3,7,2017,702,1333,1349,728,0
212,3,8,2017,911,1333,1349,728,0
212,3,9,2807,1104,1333,1349,728,0
212,3,10,2925,1578,1333,1349,728,1
212,3,11,2925,2216,1333,1349,728,1
212,3,12,3266,2359,1333,1349,728,1
212,3,13,3266,2728,1333,1349,728,1
212,3,14,1516,2854,1333,1349,728,0
212,3,15,1516,3003,1333,1349,728,0
212,3,16,2018,3302,1333,1349,728,0
212,3,17,1516,3388,1333,1349,728,0
212,3,18,1974,3339,1333,1349,728,0
212,3,19,1974,3264,1333,1349,728,0
212,3,20,1974,3241,1333,1349,728,0
212,3,21,1974,3272,1333,1349,728,0
212,3,22,1974,3281,1333,1349,728,0
212,3,23,2018,3315,1333,1349,728,0
212,3,24,2895,3413,1333,1349,728,1
212,3,25,2895,3367,1333,1349,728,1
212,3,26,3185,3417,1333,1349,728,1
212,3,27,2925,3381,1333,1349,728,1
212,3,28,3266,3320,1333,1349,728,1
212,3,29,2895,3353,1333,1349,728,1
212,3,30,3185,3298,1333,1349,728,1
212,3,31,2018,3174,1333,1349,728,0
212,3,32,1974,3150,1333,1349,728,0
212,3,33,1974,3156,1333,1349,728,0
212,3,34,1424,2954,1333,1349,728,0
212,3,35,1390,2786,1333,1349,728,0
212,3,36,1390,2620,1333,1349,728,0
212,3,37,1390,2563,1333,1349,728,0
212,3,38,1390,2662,1333,1349,728,0
212,3,39,1350,2684,1333,1349,728,0
212,3,40,2895,2455,1333,1349,728,1
212,3,41,2018,2247,1333,1349,728,0
212,3,42,2925,2435,1333,1349,728,1
212,3,43,2895,2471,1333,1349,728,1
212,3,44,2925,2641,1333,1349,728,1
212,3,45,2895,2604,1333,1349,728,1
212,3,46,2018,2483,1333,1349,728,0
212,3,47,2895,2342,1333,1349,728,1
213,4,0,2018,2134,1333,1349,728,0
213,4,1,1345,1700,1333,1349,728,0
213,4,2,1339,1331,1333,1349,728,0
213,4,3,1335,1066,1333,1349,728,0
213,4,4,1335,811,1333,1349,728,0
213,4,5,1222,711,1333,1349,728,0
213,4,6,1222,672,1333,1349,728,0
213,4,7,1914,671,1333,1349,728,0
213,4,8,1914,889,1333,1349,728,0
213,4,9,2018,1103,1333,1349,728,0
213,4,10,2955,1619,1333,1349,728,1
213,4,11,2795,2211,1333,1349,728,1
213,4,12,3185,2329,1333,1349,728,1
213,4,13,2018,2732,1333,1349,728,0
213,4,14,1525,2902,1333,1349,728,0
213,4,15,1720,3061,1333,1349,728,0
213,4,16,1720,3431,1333,1349,728,0
213,4,17,2018,3598,1333,1349,728,0
213,4,18,2109,3627,1333,1349,728,0
213,4,19,2795,3616,1333,1349,728,1
213,4,20,2892,3623,1333,1349,728,1
213,4,21,2795,3664,1333,1349,728,1
213,4,22,2795,3656,1333,1349,728,1
213,4,23,3157,3622,1333,1349,728,1
213,4,24,2892,3682,1333,1349,728,1
213,4,25,3157,3676,1333,1349,728,1
213,4,26,3157,3661,1333,1349,728,1
213,4,27,3157,3660,1333,1349,728,1
213,4,28,3157,3628,1333,1349,728,1
213,4,29,3157,3632,1333,1349,728,1
213,4,30,2892,3647,1333,1349,728,1
213,4,31,2892,3611,1333,1349,728,1
213,4,32,2795,3463,1333,1349,728,1
213,4,33,2018,3310,1333,1349,728,0
213,4,34,1720,2966,1333,1349,728,0
213,4,35,1525,2798,1333,1349,728,0
213,4,36,1525,2654,1333,1349,728,0
213,4,37,1720,2632,1333,1349,728,0
213,4,38,1720,2618,1333,1349,728,0
213,4,39,1525,2547,1333,1349,728,0
213,4,40,1720,2398,1333,1349,728,0
213,4,41,2018,2203,1333,1349,728,0
213,4,42,2955,2413,1333,1349,728,1
213,4,43,2795,2515,1333,1349,728,1
213,4,44,2892,2674,1333,1349,728,1
213,4,45,2795,2630,1333,1349,728,1
213,4,46,2795,2483,1333,1349,728,1
213,4,47,2795,2286,1333,1349,728,1
214,5,0,2018,2039,1333,1349,728,0
214,5,1,1438,1512,1333,1349,728,0
214,5,2,1335,1111,1333,1349,728,0
214,5,3,1335,843,1333,1349,728,0
214,5,4,1244,647,1333,1349,728,0
214,5,5,1244,495,1333,1349,728,0
214,5,6,1244,416,1333,1349,728,0
214,5,7,1914,383,1333,1349,728,0
214,5,8,1865,410,1333,1349,728,0
214,5,9,1865,514,1333,1349,728,0
214,5,10,1865,649,1333,1349,728,0
214,5,11,1865,904,1333,1349,728,0
214,5,12,2107,1164,1333,1349,728,0
214,5,13,2336,1566,1333,1349,728,1
214,5,14,2435,1911,1333,1349,728,1
214,5,15,2336,2223,1333,1349,728,1
214,5,16,2517,2463,1333,1349,728,1
214,5,17,2517,2627,1333,1349,728,1
214,5,18,2336,2614,1333,1349,728,1
214,5,19,2517,2548,1333,1349,728,1
214,5,20,2316,2481,1333,1349,728,1
214,5,21,2336,2441,1333,1349,728,1
214,5,22,2118,2340,1333,1349,728,0
214,5,23,2107,2274,1333,1349,728,0
214,5,24,2332,2289,1333,1349,728,1
214,5,25,2316,2181,1333,1349,728,1
214,5,26,2118,2063,1333,1349,728,0
214,5,27,2118,1993,1333,1349,728,0
214,5,28,2316,1924,1333,1349,728,1
214,5,29,2107,1915,1333,1349,728,0
214,5,30,2118,1921,1333,1349,728,0
214,5,31,2118,1946,1333,1349,728,1
214,5,32,2118,1833,1333,1349,728,1
214,5,33,2118,1933,1333,1349,728,1
214,5,34,2107,1940,1333,1349,728,1
214,5,35,1672,1872,1333,1349,728,0
214,5,36,1517,1809,1333,1349,728,0
214,5,37,2107,1699,1333,1349,728,1
214,5,38,2118,1732,1333,1349,728,1
214,5,39,1516,1739,1333,1349,728,0
214,5,40,1516,1585,1333,1349,728,0
214,5,41,1505,1459,1333,1349,728,0
214,5,42,1516,1573,1333,1349,728,0
214,5,43,2107,1607,1333,1349,728,1
214,5,44,1516,1707,1333,1349,728,0
214,5,45,1516,1589,1333,1349,728,0
214,5,46,1505,1481,1333,1349,728,0
214,5,47,1347,1222,1333,1349,728,0
215,6,0,1505,1127,1333,1349,728,0
215,6,1,1400,801,1333,1349,728,0
215,6,2,1224,537,1333,1349,728,0
215,6,3,1224,328,1333,1349,728,0
215,6,4,1001,209,1333,1349,728,0
215,6,5,1224,96,1333,1349,728,0
215,6,6,1224,67,1333,1349,728,0
215,6,7,1224,50,1333,1349,728,0
215,6,8,1224,63,1333,1349,728,0
215,6,9,1224,80,1333,1349,728,0
215,6,10,1224,131,1333,1349,728,0
215,6,11,1224,239,1333,1349,728,0
215,6,12,1904,389,1333,1349,728,1
215,6,13,2107,671,1333,1349,728,1
215,6,14,2118,1018,1333,1349,728,1
215,6,15,2107,1298,1333,1349,728,1
215,6,16,2118,1674,1333,1349,728,1
215,6,17,2261,1833,1333,1349,728,1
215,6,18,2118,1905,1333,1349,728,1
215,6,19,2107,1830,1333,1349,728,1
215,6,20,2118,1787,1333,1349,728,1
215,6,21,2107,1685,1333,1349,728,1
215,6,22,2107,1616,1333,1349,728,1
215,6,23,2107,1527,1333,1349,728,1
215,6,24,2018,1425,1333,1349,728,1
215,6,25,2018,1323,1333,1349,728,1
215,6,26,1505,1212,1333,1349,728,0
215,6,27,2018,1164,1333,1349,728,1
215,6,28,1505,1157,1333,1349,728,0
215,6,29,1505,1148,1333,1349,728,0
215,6,30,1505,1142,1333,1349,728,0
215,6,31,1505,1171,1333,1349,728,0
215,6,32,1505,1157,1333,1349,728,0
215,6,33,2018,1296,1333,1349,728,1
215,6,34,2018,1385,1333,1349,728,1
215,6,35,2018,1411,1333,1349,728,1
215,6,36,2018,1411,1333,1349,728,1
215,6,37,2018,1440,1333,1349,728,1
215,6,38,2018,1643,1333,1349,728,1
215,6,39,2018,1774,1333,1349,728,1
215,6,40,1505,1715,1333,1349,728,0
215,6,41,1505,1526,1333,1349,728,0
215,6,42,2118,1630,1333,1349,728,1
215,6,43,2107,1577,1333,1349,728,1
215,6,44,2107,1629,1333,1349,728,1
215,6,45,1505,1525,1333,1349,728,0
215,6,46,1505,1447,1333,1349,728,0
215,6,47,1505,1215,1333,1349,728,0
216,0,0,1505,1171,1333,1349,728,0
216,0,1,1224,923,1333,1349,728,0
216,0,2,1224,710,1333,1349,728,0
216,0,3,1224,517,1333,1349,728,0
216,0,4,1224,388,1333,1349,728,0
216,0,5,1224,359,1333,1349,728,0
216,0,6,1224,350,1333,1349,728,0
216,0,7,1224,402,1333,1349,728,0
216,0,8,1244,584,1333,1349,728,0
216,0,9,2017,826,1333,1349,728,1
216,0,10,2316,1396,1333,1349,728,1
216,0,11,2526,1979,1333,1349,728,1
216,0,12,2915,2084,1333,1349,728,1
216,0,13,2915,2443,1333,1349,728,1
216,0,14,1918,2596,1333,1349,728,1
216,0,15,1918,2672,1333,1349,728,1
216,0,16,1918,2967,1333,1349,728,1
216,0,17,1918,3121,1333,1349,728,1
216,0,18,2009,3101,1333,1349,728,1
216,0,19,2316,3036,1333,1349,728,1
216,0,20,2009,3062,1333,1349,728,1
216,0,21,2009,3073,1333,1349,728,1
216,0,22,2009,3077,1333,1349,728,1
216,0,23,2009,3063,1333,1349,728,1
216,0,24,2009,3157,1333,1349,728,1
216,0,25,2009,3117,1333,1349,728,1
216,0,26,2316,3156,1333,1349,728,1
216,0,27,2316,3152,1333,1349,728,1
216,0,28,2878,3116,1333,1349,728,1
216,0,29,2526,3168,1333,1349,728,1
216,0,30,2526,3202,1333,1349,728,1
216,0,31,2878,3204,1333,1349,728,1
216,0,32,2316,3132,1333,1349,728,1
216,0,33,2316,2997,1333,1349,728,1
216,0,34,1623,2773,1333,1349,728,0
216,0,35,1623,2573,1333,1349,728,0
216,0,36,1623,2397,1333,1349,728,0
216,0,37,1623,2258,1333,1349,728,0
216,0,38,1623,2347,1333,1349,728,0
216,0,39,1623,2450,1333,1349,728,0
216,0,40,1918,2316,1333,1349,728,1
216,0,41,1918,2065,1333,1349,728,0
216,0,42,2345,2285,1333,1349,728,1
216,0,43,1918,2296,1333,1349,728,0
216,0,44,2009,2420,1333,1349,728,1
216,0,45,2316,2500,1333,1349,728,1
216,0,46,2316,2426,1333,1349,728,1
216,0,47,1570,2307,1333,1349,728,0
217,1,0,2316,2145,1333,1349,728,1
217,1,1,1347,1688,1333,1349,728,0
217,1,2,1340,1280,1333,1349,728,0
217,1,3,1335,1031,1333,1349,728,0
217,1,4,1335,804,1333,1349,728,0
217,1,5,1335,661,1333,1349,728,0
217,1,6,1244,587,1333,1349,728,0
217,1,7,2017,619,1333,1349,728,1
217,1,8,2017,787,1333,1349,728,1
217,1,9,1307,909,1333,1349,728,0
217,1,10,2018,1457,1333,1349,728,1
217,1,11,2573,2090,1333,1349,728,1
217,1,12,2892,2183,1333,1349,728,1
217,1,13,2878,2534,1333,1349,728,1
217,1,14,1720,2660,1333,1349,728,0
217,1,15,1720,2825,1333,1349,728,0
217,1,16,1720,3143,1333,1349,728,0
217,1,17,1720,3249,1333,1349,728,0
217,1,18,2379,3247,1333,1349,728,1
217,1,19,2573,3203,1333,1349,728,1
217,1,20,2573,3187,1333,1349,728,1
217,1,21,2573,3253,1333,1349,728,1
217,1,22,2018,3259,1333,1349,728,0
217,1,23,2573,3236,1333,1349,728,1
217,1,24,2878,3261,1333,1349,728,1
217,1,25,2878,3217,1333,1349,728,1
217,1,26,2573,3206,1333,1349,728,1
217,1,27,2018,3212,1333,1349,728,0
217,1,28,2018,3138,1333,1349,728,0
217,1,29,2892,3170,1333,1349,728,1
217,1,30,2892,3186,1333,1349,728,1
217,1,31,3000,3189,1333,1349,728,1
217,1,32,3168,3030,1333,1349,728,1
217,1,33,3061,2952,1333,1349,728,1
217,1,34,1532,2685,1333,1349,728,0
217,1,35,1720,2542,1333,1349,728,0
217,1,36,1425,2340,1333,1349,728,0
217,1,37,1425,2268,1333,1349,728,0
217,1,38,1425,2372,1333,1349,728,0
217,1,39,1532,2452,1333,1349,728,0
217,1,40,1532,2259,1333,1349,728,0
217,1,41,1532,2070,1333,1349,728,0
217,1,42,2018,2231,1333,1349,728,0
217,1,43,1532,2337,1333,1349,728,0
217,1,44,2878,2473,1333,1349,728,1
217,1,45,2017,2455,1333,1349,728,0
217,1,46,2016,2413,1333,1349,728,0
217,1,47,2573,2233,1333,1349,728,1
218,2,0,1532,2077,1333,1349,728,0
218,2,1,1390,1658,1333,1349,728,0
218,2,2,1324,1302,1333,1349,728,0
218,2,3,1307,1029,1333,1349,728,0
218,2,4,1307,760,1333,1349,728,0
218,2,5,1307,639,1333,1349,728,0
218,2,6,1307,609,1333,1349,728,0
218,2,7,2017,577,1333,1349,728,0
218,2,8,1307,771,1333,1349,728,0
218,2,9,1390,1013,1333,1349,728,0
218,2,10,2620,1495,1333,1349,728,1
218,2,11,2620,2086,1333,1349,728,1
218,2,12,3168,2222,1333,1349,728,1
218,2,13,2917,2546,1333,1349,728,1
218,2,14,1623,2663,1333,1349,728,0
218,2,15,1877,2781,1333,1349,728,0
218,2,16,2620,3126,1333,1349,728,1
218,2,17,1818,3181,1333,1349,728,0
218,2,18,2018,3109,1333,1349,728,0
218,2,19,2018,3073,1333,1349,728,0
218,2,20,1623,3052,1333,1349,728,0
218,2,21,1623,3091,1333,1349,728,0
218,2,22,1668,3044,1333,1349,728,0
218,2,23,2016,3072,1333,1349,728,0
218,2,24,1715,3088,1333,1349,728,0
218,2,25,1835,3068,1333,1349,728,0
218,2,26,2018,3014,1333,1349,728,1
218,2,27,2016,2914,1333,1349,728,1
218,2,28,2016,2861,1333,1349,728,1
218,2,29,1902,2866,1333,1349,728,0
218,2,30,1835,2889,1333,1349,728,0
218,2,31,1460,2888,1333,1349,728,0
218,2,32,1460,2878,1333,1349,728,0
218,2,33,1423,2820,1333,1349,728,0
218,2,34,1460,2606,1333,1349,728,0
218,2,35,1460,2472,1333,1349,728,0
218,2,36,1460,2278,1333,1349,728,0
218,2,37,1460,2228,1333,1349,728,0
218,2,38,1623,2238,1333,1349,728,0
218,2,39,1404,2303,1333,1349,728,0
218,2,40,1623,2194,1333,1349,728,0
218,2,41,1460,2033,1333,1349,728,0
218,2,42,2018,2246,1333,1349,728,1
218,2,43,1623,2337,1333,1349,728,0
218,2,44,1537,2491,1333,1349,728,0
218,2,45,1537,2521,1333,1349,728,0
218,2,46,1537,2493,1333,1349,728,0
218,2,47,2018,2370,1333,1349,728,1
219,3,0,2018,2167,1333,1349,728,1
219,3,1,1460,1707,1333,1349,728,0
219,3,2,1374,1300,1333,1349,728,0
219,3,3,1307,1070,1333,1349,728,0
219,3,4,1307,836,1333,1349,728,0
219,3,5,1244,738,1333,1349,728,0
219,3,6,1244,713,1333,1349,728,0
219,3,7,2017,690,1333,1349,728,1
219,3,8,2017,841,1333,1349,728,1
219,3,9,1329,957,1333,1349,728,0
219,3,10,2668,1586,1333,1349,728,1
219,3,11,2668,2152,1333,1349,728,1
219,3,12,3025,2256,1333,1349,728,1
219,3,13,3424,2659,1333,1349,728,1
219,3,14,3165,2823,1333,1349,728,1
219,3,15,3383,2915,1333,1349,728,1
219,3,16,3383,3179,1333,1349,728,1
219,3,17,3188,3287,1333,1349,728,1
219,3,18,3185,3153,1333,1349,728,1
219,3,19,2888,3183,1333,1349,728,1
219,3,20,3165,3126,1333,1349,728,1
219,3,21,2018,3122,1333,1349,728,1
219,3,22,2960,3105,1333,1349,728,1
219,3,23,2987,3034,1333,1349,728,1
219,3,24,2018,3066,1333,1349,728,0
219,3,25,3681,3042,1333,1349,728,1
219,3,26,3707,2959,1333,1349,728,1
219,3,27,3383,2894,1333,1349,728,1
219,3,28,3384,2788,1333,1349,728,1
219,3,29,3383,2729,1333,1349,728,1
219,3,30,2884,2732,1333,1349,728,1
219,3,31,3079,2733,1333,1349,728,1
219,3,32,3188,2634,1333,1349,728,1
219,3,33,3188,2650,1333,1349,728,1
219,3,34,2891,2530,1333,1349,728,1
219,3,35,2891,2451,1333,1349,728,1
219,3,36,2884,2317,1333,1349,728,1
219,3,37,2891,2308,1333,1349,728,1
219,3,38,2891,2285,1333,1349,728,1
219,3,39,2891,2324,1333,1349,728,1
219,3,40,2891,2136,1333,1349,728,1
219,3,41,2891,1964,1333,1349,728,1
219,3,42,3165,2216,1333,1349,728,1
219,3,43,3165,2319,1333,1349,728,1
219,3,44,3383,2477,1333,1349,728,1
219,3,45,2987,2507,1333,1349,728,1
219,3,46,3165,2505,1333,1349,728,1
219,3,47,3165,2335,1333,1349,728,1
220,4,0,2891,2150,1333,1349,728,1
220,4,1,2018,1711,1333,1349,728,0
220,4,2,2018,1268,1333,1349,728,0
220,4,3,1329,1036,1333,1349,728,0
220,4,4,1329,823,1333,1349,728,0
220,4,5,2017,686,1333,1349,728,0
220,4,6,1260,580,1333,1349,728,0
220,4,7,1260,575,1333,1349,728,0
220,4,8,2017,735,1333,1349,728,0
220,4,9,2017,939,1333,1349,728,0
220,4,10,2685,1484,1333,1349,728,0
220,4,11,2884,2055,1333,1349,728,0
220,4,12,3186,2097,1333,1349,728,1
220,4,13,2924,2396,1333,1349,728,1
220,4,14,2685,2575,1333,1349,728,0
220,4,15,2884,2642,1333,1349,728,1
220,4,16,2884,2879,1333,1349,728,1
220,4,17,2884,3014,1333,1349,728,1
220,4,18,3186,2971,1333,1349,728,1
220,4,19,3182,2931,1333,1349,728,1
220,4,20,2884,2906,1333,1349,728,1
220,4,21,3182,2919,1333,1349,728,1
220,4,22,2884,2836,1333,1349,728,1
220,4,23,2884,2839,1333,1349,728,1
220,4,24,2884,2816,1333,1349,728,1
220,4,25,2018,2722,1333,1349,728,0
220,4,26,2018,2704,1333,1349,728,0
220,4,27,2685,2648,1333,1349,728,0
220,4,28,2018,2540,1333,1349,728,0
220,4,29,1883,2562,1333,1349,728,0
220,4,30,2884,2589,1333,1349,728,1
220,4,31,2685,2607,1333,1349,728,0
220,4,32,2884,2539,1333,1349,728,1
220,4,33,2018,2461,1333,1349,728,0
220,4,34,1623,2226,1333,1349,728,0
220,4,35,1623,2111,1333,1349,728,0
220,4,36,1623,2018,1333,1349,728,0
220,4,37,1400,1960,1333,1349,728,0
220,4,38,1400,1992,1333,1349,728,0
220,4,39,1329,2000,1333,1349,728,0
220,4,40,1400,1868,1333,1349,728,0
220,4,41,1400,1744,1333,1349,728,0
220,4,42,1623,1961,1333,1349,728,0
220,4,43,1883,2129,1333,1349,728,0
220,4,44,2685,2323,1333,1349,728,1
220,4,45,2018,2396,1333,1349,728,0
220,4,46,2018,2347,1333,1349,728,0
220,4,47,2018,2241,1333,1349,728,0
221,5,0,2018,2048,1333,1349,728,0
221,5,1,1329,1589,1333,1349,728,0
221,5,2,1306,1160,1333,1349,728,0
221,5,3,1281,849,1333,1349,728,0
221,5,4,1260,597,1333,1349,728,0
221,5,5,1260,405,1333,1349,728,0
221,5,6,1260,314,1333,1349,728,0
221,5,7,1260,281,1333,1349,728,0
221,5,8,1260,318,1333,1349,728,0
221,5,9,1260,358,1333,1349,728,0
221,5,10,1260,544,1333,1349,728,0
221,5,11,1282,807,1333,1349,728,0
221,5,12,1351,1109,1333,1349,728,0
221,5,13,1424,1543,1333,1349,728,0
221,5,14,2118,1880,1333,1349,728,1
221,5,15,2118,2106,1333,1349,728,1
221,5,16,2130,2354,1333,1349,728,1
221,5,17,2018,2427,1333,1349,728,1
221,5,18,2018,2368,1333,1349,728,1
221,5,19,2018,2270,1333,1349,728,1
221,5,20,2018,2208,1333,1349,728,1
221,5,21,2018,2125,1333,1349,728,1
221,5,22,1639,2056,1333,1349,728,0
221,5,23,1696,1956,1333,1349,728,0
221,5,24,1424,1884,1333,1349,728,0
221,5,25,1424,1765,1333,1349,728,0
221,5,26,1424,1728,1333,1349,728,0
221,5,27,1424,1617,1333,1349,728,0
221,5,28,1351,1580,1333,1349,728,0
