product-type,steel,carbon,hardness,temper_rolling,condition,formability,strength,non-ageing,surface-finish,surface-quality,enamelability,bc,bf,bt,bw/me,bl,m,chrom,phos,cbond,marvi,exptl,ferro,corr,blue/bright/varn/clean,lustre,jurofm,s,p,shape,thick,width,len,oil,bore,packing,target
0,1,0,0,0,2,3,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,39,22,0,0,2,2
0,1,0,0,0,2,2,0,1,0,3,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,58,15,0,0,2,2
0,1,0,1,0,2,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,2,2
0,1,0,6,1,0,4,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,39,15,0,0,2,4
0,4,0,0,0,2,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,27,15,0,0,2,2
0,0,0,0,0,2,0,0,0,0,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,28,8,2,0,2,2
0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25,19,9,0,0,2,3
0,4,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,64,15,0,0,2,1
0,1,0,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,2
0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,2,3
0,1,0,4,1,0,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,39,0,0,2,2,2
0,4,0,0,0,2,1,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,39,0,0,2,2,2
0,0,0,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,39,15,2,0,2,2
0,4,0,0,0,2,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,62,0,0,0,2,2
0,1,2,0,1,0,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,54,0,0,0,2,2
0,4,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,37,10,0,0,2,2
0,0,0,0,0,0,4,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,38,22,0,0,2,1
0,1,0,0,0,2,2,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,64,0,0,0,2,2
0,1,0,4,1,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,59,0,0,0,2,2
0,4,0,0,0,2,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,64,22,0,0,2,2
0,1,0,1,0,2,4,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,39,0,0,0,2,2
0,1,0,0,0,2,1,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,39,15,0,0,2,2
0,6,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,39,1,0,0,2,1
0,1,0,2,1,0,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,38,0,0,0,2,2
0,4,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,39,22,0,0,2,2
0,2,6,0,0,0,4,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,40,0,0,2,2,2
0,4,0,0,0,2,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,64,22,0,0,2,1
0,1,0,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,39,0,0,0,1,2
0,3,0,0,0,0,4,6,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,52,0,0,0,2,1
0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,39,0,0,0,2,3
0,1,5,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,64,0,0,0,2,4
0,0,0,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39,15,2,0,2,2
0,1,0,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,65,22,0,0,2,2
0,1,0,0,0,2,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,39,22,0,0,2,2
0,2,7,0,0,0,4,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,40,0,0,0,2,2
0,1,0,1,0,2,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,38,22,0,0,2,2
0,4,0,0,0,2,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,39,15,0,0,2,1
0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,33,39,14,0,0,2,3
0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,0,0,0,2,3
0,4,0,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,39,22,0,0,2,1
0,4,0,0,0,2,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,39,10,0,0,2,1
0,4,0,0,0,0,4,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,39,22,0,0,2,2
0,1,0,0,0,2,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,39,15,0,0,2,2
0,1,0,0,0,2,1,0,0,0,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,39,14,0,0,2,2
0,4,3,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,2,2
0,1,0,1,0,2,4,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,39,15,0,0,2,2
0,1,0,1,0,2,4,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,39,0,0,0,2,2
0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,58,22,0,0,2,3
0,4,0,0,0,2,1,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,62,22,0,0,2,2
0,1,0,0,0,2,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,38,15,0,0,2,2
0,0,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,64,0,0,0,2,2
0,1,0,4,1,0,4,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,2,2
0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,58,14,0,0,2,3
0,4,0,0,0,2,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,39,22,2,0,2,2
0,4,0,0,0,0,4,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,53,15,0,0,2,2
0,3,0,0,0,0,4,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,52,0,0,0,2,1
0,1,0,6,1,0,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,39,0,2,0,2,4
0,1,0,1,0,2,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,31,22,0,0,2,2
0,4,0,0,0,1,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2
0,5,0,0,0,0,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,9,0,0,0,2,0
0,4,0,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,39,22,2,0,2,2
0,1,0,0,0,2,1,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,62,22,0,0,2,2
0,1,0,1,0,2,4,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,64,0,0,0,2,2
0,1,2,0,1,0,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,54,0,0,0,2,2
0,0,0,2,1,0,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,64,0,0,0,2,2
0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,58,0,0,0,2,3
0,7,0,0,0,0,4,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,61,0,0,0,2,2
0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,33,39,22,0,0,2,3
0,4,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,39,0,0,0,2,1
0,4,0,0,0,2,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,39,21,0,0,2,1
0,4,0,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,58,0,0,0,2,2
0,2,6,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,39,0,0,0,2,2
0,4,0,0,0,2,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,62,15,0,0,2,1
0,6,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,67,0,0,0,2,1
0,2,7,0,0,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,44,0,0,0,2,2
0,4,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,67,10,0,0,2,1
0,1,0,0,0,2,1,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,39,0,0,2,2,2
0,1,0,2,1,0,4,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,0,0,0,2,2
0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,39,0,0,0,2,3
0,7,0,0,0,0,4,2,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,39,22,0,0,2,2
0,1,0,3,1,0,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,5,0,0,0,2,2
0,1,0,1,0,2,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,64,13,1,0,2,2
0,4,0,0,0,1,2,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,2,2
0,4,0,0,0,2,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,38,0,0,0,2,2
0,0,0,0,0,1,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,64,0,0,0,2,2
0,1,0,2,1,0,4,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,59,0,0,0,2,2
0,4,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,42,16,0,0,2,1
0,3,0,0,0,0,4,3,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,64,0,0,0,2,2
0,6,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,67,0,0,0,2,1
0,1,0,0,0,2,1,0,0,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,31,15,0,0,2,2
0,1,0,3,1,0,4,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,41,0,0,0,2,2
0,1,0,2,1,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,0,0,0,2,2
0,4,0,0,0,0,4,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,64,0,0,0,2,2
0,4,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,39,22,0,0,2,2
0,1,0,0,0,2,1,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,64,17,0,0,2,2
0,1,0,0,0,2,1,0,0,0,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,39,22,0,0,2,2
0,1,0,1,0,2,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,64,0,1,0,2,2
0,1,0,6,1,0,4,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45,50,0,0,2,2,4
0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,58,22,0,0,2,3
0,1,0,0,0,2,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,0,0,2,2
0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,58,0,0,0,2,3
0,1,0,0,0,2,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,38,0,0,0,2,2
0,4,0,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,64,0,0,0,2,2
0,1,0,4,1,0,4,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,38,0,0,0,2,2
0,1,0,0,0,2,1,0,0,0,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,38,0,0,0,2,2
0,4,0,0,0,2,1,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,39,17,0,0,2,2
0,4,0,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,49,0,0,0,2,2
0,1,0,0,0,2,2,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,39,0,0,0,2,2
0,4,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,24,10,0,0,2,2
0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,2,3
0,2,6,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,0,0,0,2,2
0,1,0,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,64,0,0,0,2,2
0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,39,22,0,0,2,3
0,1,0,0,0,2,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,58,15,0,0,2,2
0,4,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,0,2,1
0,1,0,0,0,2,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,19,21,0,0,2,2
0,1,0,0,0,2,3,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,59,22,1,0,2,2
0,7,0,0,0,0,4,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,60,0,0,2,2,2
0,4,0,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,39,0,0,0,2,2
0,6,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,64,1,0,0,2,1
