col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,target
8,82,445,604,215,548,89,205,600,110,0
8,11,95,143,385,699,67,42,101,28,0
8,63,373,499,230,669,79,165,536,94,0
10,101,604,606,154,467,51,243,785,162,0
11,11,121,112,237,678,67,37,134,25,0
11,55,415,366,187,526,100,165,533,84,0
8,83,450,610,153,636,79,161,661,92,0
8,53,328,440,223,656,46,135,454,95,0
8,40,262,361,229,474,88,103,279,57,0
9,82,483,561,197,526,108,214,643,104,0
9,3,33,51,306,118,632,8,9,0,0
11,10,114,105,302,699,61,42,125,29,0
11,43,348,308,192,466,136,131,395,57,0
9,33,245,293,228,584,69,94,293,58,0
8,75,420,568,238,581,82,203,573,113,0
11,13,137,129,288,657,129,53,154,25,0
11,6,74,64,145,282,253,11,42,4,0
11,43,348,308,225,441,129,148,382,66,0
9,62,399,457,164,404,67,140,433,86,0
8,31,218,302,202,293,121,71,164,34,0
2,115,251,1316,316,196,744,127,165,3,1
0,9,3,635,710,699,569,3,3,0,1
0,12,6,753,710,699,615,6,6,0,1
0,7,1,546,710,699,508,1,1,0,1
0,43,37,1344,181,699,118,4,37,4,1
1,19,33,635,588,574,726,22,28,0,1
1,19,33,635,603,549,736,24,27,0,1
12,9,112,83,231,507,432,32,98,5,0
10,85,535,538,344,552,207,379,742,125,0
10,19,172,181,99,449,233,30,158,10,0
8,4,38,62,309,632,181,10,35,5,0
7,2,17,49,348,131,569,3,3,0,0
2,112,244,1309,288,99,732,114,121,3,1
77,2,220,11,411,189,831,134,136,0,3
1,47,86,1069,536,376,731,53,58,1,1
10,64,432,435,321,576,159,271,593,106,0
8,36,242,333,456,597,215,168,291,54,0
8,20,152,221,222,461,55,48,137,34,0
7,7,56,112,165,72,352,8,14,2,0
9,99,555,635,367,609,151,421,818,171,0
8,84,453,615,233,511,80,224,588,126,0
8,31,218,302,233,480,105,80,218,41,0
10,100,601,602,329,587,174,427,866,159,0
10,118,664,677,192,497,86,331,903,180,0
9,125,649,743,356,561,166,507,929,199,0
8,12,101,154,170,166,326,21,47,5,0
8,74,416,562,187,305,117,166,399,78,0
10,118,664,677,167,446,73,301,862,176,0
9,43,301,350,324,551,212,166,367,54,0
8,39,258,353,287,666,127,121,340,55,0
7,47,272,440,233,613,74,109,343,65,0
8,43,278,379,391,636,182,175,363,63,0
8,46,292,398,205,446,140,109,308,47,0
8,39,258,353,250,618,133,108,323,48,0
2,115,251,1316,287,94,794,117,122,1,1
1,17,29,595,587,421,716,19,19,0,1
2,131,278,1344,435,257,684,193,214,9,1
0,16,10,877,599,699,222,6,10,3,1
0,7,1,546,710,699,508,1,1,0,1
1,68,118,1287,534,605,582,79,118,7,1
1,45,82,1044,509,460,672,47,63,2,1
10,76,490,496,276,573,141,284,687,119,0
8,40,262,361,232,585,89,104,319,57,0
0,56,50,1389,387,699,259,19,50,6,1
0,9,3,635,648,699,551,2,3,0,1
13,184,959,758,185,350,125,595,1191,284,0
9,151,730,824,228,477,115,437,984,207,0
1,115,179,1392,530,501,671,136,179,7,1
8,122,600,774,293,685,160,388,931,152,0
1,16,27,569,510,670,440,13,26,2,1
9,130,665,755,346,556,172,514,957,197,0
0,11,5,724,505,699,244,0,5,1,0
5,26,134,358,85,184,176,18,71,8,0
6,14,92,208,255,461,206,27,73,10,0
6,57,283,560,133,450,132,75,297,34,0
6,45,235,474,86,286,283,43,182,11,0
0,26,20,1148,514,699,275,9,20,3,0
6,16,103,226,158,279,168,20,62,9,0
1,30,54,834,125,216,98,5,25,5,0
0,11,5,724,505,699,244,0,5,1,0
1,16,27,569,255,699,173,4,27,3,0
1,10,15,410,340,654,551,2,14,0,0
1,18,31,618,168,699,78,2,31,4,0
6,106,446,828,201,353,58,195,476,125,0
4,8,38,178,198,477,69,5,28,6,0
10,8,88,92,416,426,410,41,65,7,0
10,7,78,78,579,699,493,55,81,7,0
10,7,78,78,374,170,759,32,34,0,0
10,6,69,71,516,699,396,39,70,7,0
10,6,69,71,399,699,253,29,70,9,0
10,8,88,92,406,335,640,40,56,2,0
10,7,78,78,441,551,551,38,68,4,0
0,42,36,1340,652,699,563,32,36,3,1
9,37,271,316,318,586,147,140,329,58,0
7,19,132,231,431,699,174,73,153,28,0
8,35,237,327,468,628,185,168,293,60,0
9,97,547,628,322,534,139,371,751,158,0
9,48,330,381,450,660,195,248,460,85,0
9,20,167,203,260,542,154,62,170,26,0
8,18,140,205,223,459,161,43,123,18,0
8,54,333,446,230,699,90,141,481,76,0
8,13,109,161,58,636,76,9,111,8,0
7,22,148,256,219,699,45,46,177,35,0
7,34,213,347,310,585,64,99,241,63,0
8,95,500,669,212,514,94,236,659,123,0
8,65,382,511,254,504,98,185,466,95,0
8,33,226,313,268,516,79,96,243,56,0
7,82,411,654,256,607,74,209,573,122,0
7,79,404,635,234,621,70,187,562,112,0
8,94,495,663,216,422,108,237,585,115,0
7,79,404,635,229,582,70,184,541,110,0
9,12,112,141,41,384,131,7,82,5,0
7,69,365,582,272,617,64,184,496,114,0
10,83,526,529,193,519,67,235,703,142,0
8,98,513,683,201,517,91,234,678,124,0
8,79,433,590,224,567,83,204,591,113,0
10,100,601,602,170,517,59,258,817,164,0
11,25,229,209,152,699,58,62,304,42,0
11,39,323,283,202,432,95,123,344,65,0
7,83,415,661,200,665,77,174,611,100,0
7,52,293,477,289,680,52,145,406,98,0
7,40,239,389,294,641,61,112,301,72,0
8,81,441,599,183,439,98,179,525,92,0
6,13,87,195,115,311,672,11,53,0,0
7,25,165,278,306,646,75,71,190,43,0
7,45,261,425,322,650,83,137,342,77,0
8,33,226,313,310,660,69,109,287,67,0
10,25,216,222,228,640,100,78,262,41,0
10,41,312,317,266,528,123,148,374,68,0
11,61,444,393,165,359,56,167,477,109,0
7,74,385,612,259,587,84,190,513,105,0
7,17,121,215,410,685,114,62,135,31,0
6,32,178,368,74,543,134,26,188,13,0
8,63,373,499,396,598,156,261,500,103,0
8,35,237,327,494,631,200,177,294,60,0
7,7,56,112,134,81,295,6,15,2,0
7,20,137,238,270,372,95,50,106,28,0
8,98,513,683,395,641,150,400,767,163,0
8,83,450,610,219,490,81,211,569,118,0
7,30,189,321,258,489,82,74,189,43,0
18,1,31,31,617,515,736,24,24,0,3
8,100,521,689,373,560,166,389,725,149,0
10,117,660,672,191,516,99,328,916,167,0
4,1,3,51,613,499,508,1,1,0,3
9,125,649,743,341,532,161,491,905,195,0
11,116,693,626,151,372,66,301,841,183,0
8,34,231,322,194,366,184,76,203,28,0
8,45,288,388,223,375,90,114,273,62,0
9,1,13,42,478,299,587,4,5,0,1
7,43,254,410,357,637,223,143,322,45,0
7,47,272,440,241,506,90,112,302,61,0
7,39,234,383,334,690,151,122,309,50,0
7,44,258,417,400,655,189,162,336,57,0
8,19,146,214,192,255,133,40,93,19,0
8,21,158,227,229,664,109,52,184,27,0
7,40,239,389,266,632,106,103,298,52,0
1,111,174,1383,427,205,786,104,106,1,1
0,44,38,1346,597,699,392,27,38,5,1
0,74,67,1421,616,699,388,54,68,10,1
7,42,249,403,280,513,124,113,273,52,0
10,294,1081,1157,239,434,120,770,1386,429,0
6,34,186,383,384,572,145,104,207,44,0
8,121,594,769,270,646,155,360,899,144,0
9,129,661,753,356,472,177,521,879,197,0
5,45,209,530,148,503,98,53,215,29,0
5,26,134,358,67,372,98,15,102,10,0
4,7,33,163,281,374,326,7,20,2,0
4,2,8,65,398,699,449,0,8,0,0
4,34,143,496,131,528,298,28,138,7,0
3,46,151,711,229,438,131,49,132,23,0
2,30,83,653,157,473,108,14,65,9,0
2,15,41,402,306,637,123,11,38,7,0
6,121,494,893,212,325,71,233,515,138,0
10,20,178,188,342,379,274,88,150,23,0
10,7,78,78,306,301,279,26,46,7,0
10,8,88,92,396,517,554,39,74,4,0
9,7,72,89,431,699,352,33,73,7,0
9,20,167,203,255,299,235,61,119,19,0
1,156,230,1425,436,250,717,152,166,5,1
9,37,271,316,370,596,181,160,333,58,0
8,35,237,327,477,613,227,171,289,53,0
7,19,132,231,455,637,244,77,143,23,0
9,95,540,622,349,585,147,388,777,160,0
8,48,302,408,515,697,203,255,429,85,0
0,31,25,1254,585,699,396,16,25,3,1
0,51,45,1371,607,699,573,34,45,3,1
0,12,6,753,576,699,309,2,6,1,1
8,22,164,235,235,699,60,56,200,38,0
8,36,242,333,312,507,103,120,262,61,0
8,19,146,214,270,571,133,54,150,25,0
7,78,400,631,306,655,110,230,574,111,0
8,80,435,595,319,596,136,275,616,118,0
7,66,354,564,312,445,147,197,390,81,0
8,31,218,302,223,525,51,77,231,54,0
75,1,151,6,446,216,816,90,90,0,3
9,10,97,120,313,699,48,35,103,27,0
9,63,404,462,226,507,123,182,499,83,0
9,82,483,561,226,424,100,238,572,120,0
11,72,508,441,188,290,112,218,500,104,0
7,16,117,206,284,500,98,41,102,23,0
8,11,95,143,338,579,67,37,88,25,0
8,81,441,599,274,612,100,246,633,124,0
7,52,293,477,301,600,74,150,373,88,0
10,82,523,522,205,599,69,243,755,145,0
9,80,473,549,210,509,109,219,617,106,0
8,81,441,599,260,570,109,236,606,114,0
10,99,596,598,200,464,88,288,769,155,0
24,70,811,252,165,447,120,403,1057,186,0
8,81,441,599,178,634,107,175,646,86,0
8,96,506,674,259,620,75,278,739,161,0
8,31,218,302,264,560,66,89,241,56,0
7,81,408,648,329,650,149,254,590,103,0
11,12,130,118,303,680,130,51,146,24,0
11,7,86,73,129,699,109,12,89,8,0
11,42,343,304,224,490,127,144,398,65,0
7,74,385,612,346,609,135,242,525,104,0
10,83,526,529,182,380,75,225,595,130,0
1,122,187,1400,431,205,823,116,117,0,1
0,35,29,1296,587,699,538,19,29,2,1
18,122,910,468,22,4,843,200,201,0,0
7,5,41,81,431,345,508,17,24,2,0
9,64,407,469,376,610,156,281,564,111,0
8,36,242,333,517,645,243,192,307,56,0
8,19,146,214,270,471,72,54,132,34,0
3,7,25,195,275,480,81,4,18,5,0
9,99,555,635,380,573,180,434,794,158,0
8,31,218,302,296,480,121,98,218,46,0
8,81,441,599,268,516,99,242,573,123,0
9,100,559,639,397,592,200,453,812,155,0
11,115,689,624,177,406,97,333,865,171,0
9,125,649,743,394,547,213,547,919,184,0
8,85,456,619,232,346,120,226,487,104,0
10,114,651,659,197,422,77,327,822,187,0
3,1,1,59,640,574,449,0,0,0,3
8,43,278,379,396,643,232,177,366,54,0
7,45,261,425,279,617,95,121,330,64,0
7,39,234,383,322,690,106,118,309,59,0
8,44,282,383,373,655,228,172,378,53,0
7,44,258,417,298,596,142,125,315,53,0
7,40,239,389,355,665,151,132,309,54,0
0,18,12,939,608,699,261,8,12,3,1
0,8,2,595,604,699,449,0,2,0,1
7,41,243,399,294,669,116,115,318,55,0
13,325,1193,1074,179,246,142,802,1410,447,0
9,122,639,735,293,587,197,430,932,148,0
1,398,514,1492,370,302,670,380,518,21,1
56,2,158,17,557,608,158,123,173,49,3
9,130,665,755,387,550,198,559,952,198,0
74,3,265,16,350,264,187,149,203,53,3
41,2,114,24,517,540,145,72,104,31,3
39,6,220,39,213,142,116,76,120,37,3
1,234,318,1451,492,388,574,260,317,25,1
0,60,53,1399,710,699,793,54,54,0,1
7,13,98,173,154,360,250,18,67,6,0
8,173,745,947,109,436,69,271,973,162,0
7,44,258,417,87,424,85,49,254,29,0
6,26,152,320,34,318,263,12,110,4,0
0,8,2,595,604,699,449,0,2,0,0
7,121,545,826,158,349,42,215,600,153,0
10,95,575,581,262,653,294,340,880,80,0
44,368,1364,564,1,6,279,781,1240,255,4
99,404,1392,159,6,11,271,1050,1703,577,4
9,19,160,195,366,589,188,80,171,29,0
8,96,506,674,397,672,140,394,775,167,0
8,20,152,221,285,577,166,60,159,24,0
8,79,433,590,269,653,102,236,644,118,0
10,84,531,533,181,363,71,227,588,134,0
8,75,420,568,294,573,116,241,569,113,0
7,1,9,44,489,262,551,2,2,0,0
8,32,222,308,190,473,65,70,223,45,0
8,119,588,763,262,558,96,347,829,180,0
11,117,696,629,184,466,93,347,929,183,0
10,206,902,933,199,422,82,568,1174,326,0
8,91,482,646,296,653,118,294,729,136,0
8,92,487,653,254,587,104,263,690,130,0
8,42,274,372,308,621,123,139,349,64,0
2,212,403,1416,249,100,603,196,235,16,1
100,406,1393,158,1,12,167,1047,1704,579,4
42,78,1097,174,20,25,338,300,649,63,4
6,8,55,139,264,194,689,14,24,0,0
2,6,14,221,531,318,615,6,6,0,0
0,151,126,1465,620,699,591,118,145,10,1
0,50,44,1367,402,699,138,17,44,9,1
5,16,90,251,206,523,98,21,77,13,0
5,21,114,308,128,699,187,19,125,8,0
5,28,142,375,224,619,48,44,153,33,0
4,45,177,603,209,534,119,57,185,28,0
4,29,125,440,91,359,69,17,92,13,0
3,15,56,327,322,637,65,18,53,14,0
6,44,231,463,131,474,89,56,237,32,0
6,26,152,320,169,440,179,38,133,15,0
9,121,636,730,204,239,101,323,620,163,0
10,48,356,354,274,365,293,178,351,42,0
10,34,273,273,266,283,335,122,218,26,0
18,403,1334,1078,453,387,658,1014,1651,270,1
9,37,271,316,365,591,187,158,331,56,0
8,35,237,327,480,625,245,172,292,50,0
9,97,547,628,379,580,172,424,786,159,0
8,20,152,221,458,657,230,93,174,29,0
9,48,330,381,479,642,204,263,451,87,0
0,48,42,1353,217,699,449,7,42,1,0
0,51,45,1371,700,699,780,44,45,0,1
0,51,45,1371,466,699,625,21,45,1,1
9,23,183,225,198,520,104,57,190,30,0
8,35,237,327,351,588,98,129,281,67,0
8,20,152,221,323,598,172,67,163,26,0
8,77,428,577,280,562,115,238,576,112,0
10,66,440,443,262,543,126,237,589,106,0
9,32,241,281,298,563,93,114,278,61,0
9,78,464,543,316,579,111,296,651,142,0
9,79,467,546,245,498,104,244,603,121,0
10,96,579,585,228,365,138,308,664,131,0
8,81,441,599,320,619,131,279,638,122,0
8,68,396,530,274,575,73,206,523,121,0
11,83,558,496,213,477,89,276,726,148,0
8,81,441,599,310,578,133,272,611,118,0
9,10,97,120,304,699,56,34,103,25,0
9,62,399,457,225,594,118,178,540,83,0
10,101,604,606,220,528,85,314,831,172,0
8,81,441,599,316,634,127,276,646,123,0
21,25,371,130,214,617,91,155,507,83,0
21,46,568,207,250,452,111,320,722,154,0
9,52,349,401,271,599,80,173,465,98,0
9,39,281,327,269,577,88,128,343,70,0
7,81,408,648,219,696,97,182,616,94,0
9,33,245,293,287,502,81,114,266,65,0
8,80,435,595,279,626,119,247,635,114,0
10,12,120,130,351,678,120,53,133,26,0
10,7,78,78,181,699,142,15,81,8,0
10,42,319,324,265,574,145,151,404,63,0
8,74,416,562,327,613,119,260,584,120,0
10,85,535,538,214,463,89,261,674,139,0
0,32,26,1265,710,699,742,26,26,0,1
0,123,107,1453,375,699,502,48,117,6,1
0,74,67,1421,662,699,592,62,68,5,1
8,5,47,73,431,292,620,20,25,1,0
9,63,404,462,444,665,182,319,585,115,0
8,35,237,327,528,625,233,191,292,58,0
8,33,226,313,219,340,108,81,189,41,0
9,97,547,628,394,644,170,439,828,166,0
8,120,592,767,287,516,118,376,804,175,0
10,99,596,598,387,581,202,479,858,164,0
24,117,1032,369,199,444,100,684,1347,377,0
9,125,649,743,387,582,183,540,950,201,0
9,84,492,569,264,395,126,275,564,123,0
8,42,274,372,439,658,251,190,363,54,0
8,46,292,398,264,456,137,134,312,58,0
9,39,281,327,359,594,203,164,350,55,0
8,43,278,379,398,643,211,178,366,58,0
8,46,292,398,241,479,132,124,322,55,0
8,40,262,361,356,661,169,150,347,57,0
0,7,1,546,640,699,449,0,1,0,1
0,39,33,1327,710,699,760,33,33,0,1
0,54,48,1380,490,699,576,24,48,2,1
8,38,253,345,224,636,104,96,321,49,0
13,326,1195,1076,190,291,143,805,1445,456,0
8,122,600,774,326,690,182,422,935,153,0
0,114,100,1449,131,699,319,16,108,4,1
9,130,665,755,370,544,177,540,944,205,0
0,10,4,683,710,699,587,4,4,0,1
0,45,39,1347,606,699,604,29,39,2,1
1,63,111,1254,460,285,661,61,68,3,1
6,46,240,481,202,577,121,82,282,39,0
7,26,170,290,149,528,112,40,172,21,0
6,16,103,226,343,632,170,42,104,17,0
7,58,318,513,253,580,139,145,406,62,0
7,46,268,432,293,579,98,129,323,67,0
7,31,195,327,267,488,144,79,195,34,0
7,15,111,195,408,605,142,54,109,24,0
3,114,311,1186,357,190,670,189,217,10,1
6,15,98,217,351,467,112,40,79,21,0
6,99,427,796,342,548,81,280,566,156,0
11,7,86,73,379,355,293,36,56,9,0
11,7,86,73,529,668,404,52,86,9,0
11,7,86,73,410,201,771,39,41,0,0
11,7,86,73,610,699,635,69,89,4,0
11,6,74,64,488,699,367,40,77,8,0
11,22,209,189,348,322,519,108,165,13,0
101,404,1394,156,21,17,273,1057,1708,580,4
13,17,192,139,90,306,230,33,146,11,0
9,50,340,387,237,554,127,149,425,67,0
8,23,170,240,465,699,188,109,209,39,0
9,21,172,213,267,535,172,67,177,26,0
8,36,242,333,466,600,178,172,292,63,0
35,100,1110,246,213,394,142,779,1410,413,0
9,33,245,293,352,605,99,136,300,70,0
10,97,586,592,248,342,178,332,649,121,0
11,82,553,495,232,513,97,292,745,150,0
33,113,1122,287,38,61,157,393,980,156,0
11,100,633,566,223,491,97,343,851,177,0
9,86,503,578,275,600,125,291,726,131,0
9,97,547,628,307,560,108,356,771,174,0
9,83,488,565,287,548,145,291,666,120,0
8,46,292,398,423,647,140,201,391,85,0
8,32,222,308,389,682,117,129,285,61,0
9,77,459,537,312,555,150,289,628,117,0
11,7,86,73,223,699,208,21,89,8,0
11,42,343,304,288,548,169,177,427,67,0
10,85,535,538,263,507,118,305,709,142,0
8,4,38,62,582,588,581,25,33,2,0
11,145,803,728,24,13,719,153,218,5,4
16,1,27,34,580,405,707,17,17,0,3
8,6,55,84,280,382,118,15,36,9,0
7,20,137,238,241,443,66,45,118,30,0
8,120,592,767,330,542,138,420,823,180,0
10,117,660,672,279,496,169,437,896,166,0
9,36,263,309,285,407,217,124,255,40,0
9,46,317,367,267,327,124,151,288,69,0
10,91,560,563,292,550,128,353,784,158,0
9,20,167,203,293,518,109,69,165,35,0
8,46,292,398,302,564,173,150,358,56,0
8,40,262,361,437,691,225,180,358,56,0
9,17,146,178,441,571,195,85,150,30,0
8,46,292,398,316,616,149,156,379,64,0
8,40,262,361,375,675,186,157,352,56,0
8,44,282,383,356,637,175,165,372,61,0
0,47,41,1351,640,699,579,35,41,3,1
0,28,22,1191,508,699,111,10,22,7,1
0,16,10,877,343,699,73,0,10,3,1
7,45,261,425,249,517,107,110,293,55,0
6,30,171,352,226,556,62,57,179,38,0
5,16,90,251,245,385,127,25,63,13,0
7,58,318,513,223,587,80,131,409,75,0
6,16,103,226,318,556,169,39,95,16,0
7,27,174,298,190,543,91,51,182,29,0
7,44,258,417,137,488,78,67,277,40,0
10,122,676,687,181,214,93,328,651,172,0
10,8,88,92,396,467,265,39,69,11,0
10,7,78,78,520,699,278,46,81,12,0
10,60,414,412,292,313,353,235,402,47,0
27,317,1337,715,3,1,736,499,581,16,1
97,405,1391,212,0,2,601,1019,1664,410,4
9,37,271,316,363,638,176,157,349,58,0
8,35,237,327,484,622,218,173,291,55,0
8,97,510,680,422,673,176,419,783,155,0
8,20,152,221,418,556,226,85,155,27,0
9,48,330,381,511,681,208,281,469,92,0
2,282,497,1438,337,137,811,338,358,3,1
8,22,164,235,231,699,49,55,200,40,0
8,36,242,333,321,510,101,123,263,63,0
9,20,167,203,279,456,214,66,152,22,0
8,78,431,583,274,598,118,237,603,110,0
9,65,410,475,255,479,123,207,497,94,0
8,33,226,313,343,601,89,119,269,65,0
8,81,441,599,359,635,136,307,647,132,0
9,78,464,543,278,483,123,266,586,121,0
11,97,619,555,198,326,131,305,685,134,0
9,82,483,561,288,512,126,288,634,129,0
9,10,97,120,358,699,50,40,103,30,0
9,52,349,401,274,510,98,175,419,90,0
11,84,563,498,236,527,92,303,772,159,0
8,81,441,599,339,623,137,293,640,125,0
9,79,467,546,239,537,100,239,630,121,0
11,101,637,569,223,463,107,346,834,170,0
8,81,441,599,305,565,128,268,603,119,0
22,25,384,126,209,659,78,159,549,91,0
22,46,589,198,246,446,118,331,743,154,0
8,98,513,683,311,629,90,329,760,176,0
8,82,445,604,223,608,140,211,638,89,0
9,33,245,293,319,590,108,125,295,62,0
8,81,441,599,301,623,137,265,640,113,0
11,12,130,118,322,680,133,54,146,25,0
11,7,86,73,233,699,188,22,89,9,0
11,41,338,298,286,487,169,172,387,65,0
9,85,498,574,257,543,83,272,677,150,0
8,75,420,568,311,649,118,253,612,117,0
8,5,47,73,565,458,672,29,34,1,0
9,64,407,469,406,670,174,301,597,111,0
8,35,237,327,508,647,240,183,299,54,0
8,6,55,84,233,302,88,12,31,9,0
8,21,158,227,320,542,91,70,160,39,0
9,98,551,633,404,616,191,450,816,159,0
8,84,453,615,326,545,130,294,610,129,0
8,31,218,302,313,491,114,103,221,50,0
10,99,596,598,404,581,226,495,858,157,0
22,117,985,390,224,483,104,686,1334,370,0
10,124,682,695,363,503,201,556,943,195,0
9,84,492,569,255,374,123,267,549,121,0
9,42,297,344,389,639,251,190,394,54,0
9,47,323,373,262,441,135,152,348,66,0
8,39,258,353,414,691,183,167,349,60,0
8,43,278,379,380,578,195,171,340,59,0
8,46,292,398,302,524,173,150,341,56,0
8,41,269,366,360,675,173,155,361,58,0
0,17,11,911,679,699,661,10,11,0,1
0,6,0,496,710,699,449,0,0,0,1
0,116,101,1450,324,699,396,39,110,7,1
9,41,291,339,248,549,120,126,349,59,0
23,326,1328,791,142,172,165,871,1571,520,0
0,76,69,1423,334,699,363,24,70,5,1
0,39,33,1327,640,699,598,28,33,2,1
9,129,661,753,417,555,215,582,950,198,0
0,27,21,1173,692,699,720,20,21,0,1
0,34,28,1292,624,699,562,22,28,2,1
5,12,70,209,59,276,65,3,38,5,0
6,17,109,236,51,158,112,8,50,6,0
6,41,220,440,224,556,159,79,245,32,0
6,30,171,352,198,413,113,51,148,26,0
6,15,98,217,172,333,143,20,64,10,0
6,22,133,280,26,239,34,8,80,10,0
6,7,49,128,92,218,78,2,22,4,0
6,1,7,45,431,628,449,0,6,0,0
6,6,42,112,258,597,127,9,37,6,0
5,10,58,182,128,547,28,6,49,9,0
6,120,490,886,207,306,77,227,496,130,0
10,20,178,188,399,418,457,101,159,14,0
10,8,88,92,445,467,532,44,69,5,0
9,7,72,89,331,399,275,25,49,7,0
10,7,78,78,589,688,581,57,80,5,0
10,6,69,71,399,184,750,29,30,0,0
10,7,78,78,577,688,572,54,80,5,0
0,13,7,785,496,699,98,1,7,3,1
8,37,247,340,375,597,169,145,299,55,0
8,19,146,214,392,699,157,76,173,31,0
8,35,237,327,436,600,181,157,285,57,0
10,97,586,592,328,477,159,415,767,163,0
8,48,302,408,513,697,195,254,429,87,0
0,22,16,1044,622,699,678,12,16,0,1
0,18,12,939,571,699,295,6,12,2,1
8,77,428,577,260,595,108,224,595,109,0
7,13,98,173,74,699,165,9,105,5,0
20,105,894,384,67,115,97,294,799,151,0
7,23,154,262,228,673,41,50,180,39,0
7,35,218,358,396,584,111,127,248,62,0
8,21,158,227,249,608,140,56,173,25,0
8,11,95,143,338,699,61,37,101,26,0
8,5,47,73,301,606,148,13,42,7,0
7,37,225,371,280,456,91,99,223,54,0
8,33,226,313,241,594,59,88,267,58,0
8,11,95,143,338,699,55,37,101,27,0
8,62,368,496,229,486,99,162,435,83,0
8,103,532,702,213,603,91,257,773,136,0
10,74,480,487,201,378,106,216,537,106,0
7,16,117,206,240,375,131,35,85,17,0
8,81,441,599,240,477,91,221,549,117,0
7,15,111,195,87,558,352,13,103,3,4
7,11,86,157,400,699,59,38,89,27,0
7,52,293,477,268,588,62,136,369,86,0
10,84,531,533,199,601,71,244,770,144,0
9,11,104,132,298,699,55,37,113,27,0
9,62,399,457,182,597,82,151,542,85,0
8,81,441,599,251,646,111,229,654,110,0
8,9,80,123,75,222,432,6,40,1,4
11,101,637,569,188,503,75,306,865,177,0
11,89,588,521,114,415,90,191,717,102,0
11,25,229,209,155,606,61,63,276,42,0
11,40,331,294,220,439,104,135,356,68,0
7,98,465,737,282,661,64,270,707,166,0
8,80,435,595,218,525,120,202,572,93,0
7,25,165,278,301,646,77,70,190,42,0
8,45,288,388,296,547,99,144,343,74,0
8,33,226,313,294,562,74,104,257,62,0
11,25,229,209,207,529,119,79,252,38,0
11,42,343,304,259,488,154,162,397,65,0
7,74,385,612,304,654,93,217,548,114,0
10,85,535,538,220,400,96,265,623,137,0
0,78,71,1426,526,699,445,41,72,6,1
7,5,41,81,505,512,449,21,32,3,0
0,10,4,683,589,699,275,1,4,1,1
0,97,87,1439,675,699,735,85,91,2,1
0,12,6,753,576,699,198,2,6,2,1
8,63,373,499,422,683,155,275,543,109,0
7,35,218,358,487,643,202,154,265,52,0
7,7,56,112,181,371,58,9,36,9,0
7,20,137,238,312,544,86,57,135,33,0
8,98,513,683,392,605,163,398,742,154,0
8,120,592,767,253,475,106,341,772,168,0
