word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,char_freq_;,char_freq_(,char_freq_[,char_freq_!,char_freq_$,char_freq_hash,capital_run_length_average,capital_run_length_longest,capital_run_length_total,spam
0,0,0,0,0,0,91,0,0,181,86,0,0,0,0,0,0,96,377,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,432,0,0,128,5,20,1
0,0,23,0,37,25,24,0,0,0,11,10,12,0,0,0,0,0,115,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,34,0,566,0,0,94,10,183,1
0,69,32,0,33,0,0,0,0,0,0,67,0,0,0,34,0,137,207,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,631,0,0,1357,60,256,1
0,0,0,0,89,0,86,0,0,89,83,0,88,0,0,0,0,0,270,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,6,24,1
0,0,136,0,70,35,0,35,0,70,0,33,0,0,0,239,0,0,318,0,271,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,338,0,0,543,23,204,1
0,42,40,0,126,0,41,0,0,126,0,0,0,0,0,125,0,0,168,40,127,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,39,0,0,0,0,0,0,0,0,0,53,0,515,61,0,1742,54,245,1
0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,1579,30,106,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898,317,0,2118,93,422,1
0,0,53,0,110,0,17,0,0,0,0,0,90,0,17,0,37,37,312,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,427,0,0,132,3,69,1
0,63,0,0,158,31,0,0,30,0,0,61,0,0,81,63,31,209,220,0,191,0,30,62,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,265,0,51,371,0,1285,89,185,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,0,599,0,0,1385,8,22,1
5,7,8,0,75,5,14,2,54,0,9,45,2,0,0,0,2,13,207,10,157,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,39,91,12,237,44,58,907,65,856,1
0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,386,0,642,0,0,1614,11,33,1
0,0,0,0,115,0,0,0,0,0,0,56,0,0,0,115,0,116,115,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,569,0,0,44,4,68,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,186,0,371,190,0,1715,21,81,1
5,7,8,0,75,5,14,2,54,0,9,45,2,0,0,0,2,13,207,10,157,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,39,91,12,237,44,58,904,65,855,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,186,0,371,190,0,1715,21,81,1
0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,930,11,46,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,333,0,0,1429,10,35,1
0,0,0,0,64,0,64,0,0,0,63,63,0,0,0,65,119,0,129,143,130,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,87,0,0,968,65,128,1
111,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,111,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,680,0,0,539,9,58,1
0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,901,0,0,1407,10,42,1
0,0,0,0,181,27,0,0,0,0,0,79,0,0,0,27,0,0,346,0,260,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,89,0,169,10,88,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,366,4,16,1
0,68,0,0,0,0,0,0,0,67,104,0,0,0,0,0,0,0,202,0,68,0,0,0,63,0,0,64,0,0,95,0,0,0,66,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,1384,29,259,1
0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,862,0,0,1006,5,24,1
0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,409,0,672,0,0,1474,11,28,1
0,0,46,0,145,0,47,0,0,0,0,95,0,0,0,48,94,0,241,0,239,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,71,0,454,234,0,1711,77,236,1
0,48,46,0,47,0,0,0,0,0,0,95,0,0,0,48,0,97,145,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,715,0,0,1132,60,185,1
0,41,156,0,40,0,0,0,0,0,0,39,0,0,0,41,0,83,206,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,58,0,608,0,0,1391,115,279,1
30,0,0,0,60,90,0,146,0,0,0,28,133,0,0,0,0,30,274,0,61,0,29,60,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,41,0,198,201,0,645,29,223,1
0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,323,0,571,0,0,1429,11,27,1
0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,341,0,593,0,0,1429,11,27,1
0,0,53,0,110,0,17,0,0,0,0,16,90,0,17,0,37,37,312,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,400,0,0,114,3,67,1
0,0,0,0,51,0,25,52,0,25,25,50,0,0,0,26,137,26,180,107,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,643,34,134,654,37,328,1
15,45,103,0,44,0,0,134,59,74,0,88,30,0,28,0,0,0,398,0,151,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,240,0,829,66,0,1694,123,604,1
18,0,16,0,156,36,5,6,6,11,5,52,30,6,0,0,72,6,440,23,109,0,80,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,7,42,0,7,162,0,387,11,408,1
49,0,97,0,0,96,0,0,0,98,88,230,49,0,0,237,96,0,343,0,199,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,166,0,0,216,7,93,1
46,30,44,0,4,12,4,28,42,73,24,95,56,86,0,25,43,2,319,0,146,0,97,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,55,0,307,437,140,1779,166,884,1
46,46,24,0,0,33,5,33,0,111,38,71,78,0,24,26,0,26,346,0,66,0,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,74,0,264,221,81,1397,39,644,1
0,140,0,0,184,0,0,0,0,0,0,187,0,0,0,0,0,0,190,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,11,32,1
73,36,107,0,0,73,71,98,35,35,0,34,0,0,0,109,36,36,217,110,218,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,463,294,0,1194,29,178,1
6,12,75,0,18,32,37,0,6,0,0,62,25,0,11,0,0,12,165,6,70,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,37,20,0,232,69,0,386,42,591,1
0,115,0,0,0,115,0,0,0,0,0,124,0,0,0,0,0,0,0,0,126,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,188,0,191,399,0,1385,16,68,1
73,36,71,0,0,73,71,99,35,35,0,34,0,0,0,110,36,36,218,111,219,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,464,295,0,1196,29,175,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,107,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,0,0,558,29,105,1
0,0,0,0,0,0,99,0,0,0,0,102,0,0,0,0,100,0,359,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,236,0,543,59,59,1221,58,145,1
0,0,124,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,251,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,7,50,1
0,45,43,0,44,0,0,0,0,0,0,43,0,0,0,45,0,91,135,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,0,0,1006,60,199,1
0,42,157,0,41,0,0,0,0,0,0,40,0,0,0,42,0,84,208,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,56,0,570,0,0,1387,115,278,1
0,59,0,0,0,0,58,0,0,58,0,57,0,0,0,0,0,118,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,1962,65,245,1
23,0,45,0,22,0,0,0,0,0,0,0,0,23,0,23,23,0,545,0,189,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,40,33,0,170,0,0,121,10,65,1
0,0,44,0,138,0,88,85,0,0,45,91,0,0,0,135,0,46,92,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,66,199,7,74,1
0,34,0,0,67,0,67,0,0,33,33,0,0,0,0,34,0,134,338,0,262,0,0,0,29,29,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,46,0,182,14,95,1
12,24,10,0,131,36,0,36,0,0,35,70,0,0,0,0,0,0,401,0,284,0,12,0,0,0,0,0,0,0,0,0,11,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,49,0,15,17,0,373,33,179,1
66,0,64,0,0,0,0,0,0,65,0,0,0,0,0,178,121,0,131,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,0,0,1167,33,120,1
0,48,46,0,145,0,47,0,0,96,47,0,0,0,0,48,0,0,96,46,195,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,45,0,0,0,0,0,0,0,0,0,63,0,527,268,0,1613,46,193,1
0,0,0,0,0,0,129,0,0,145,0,145,0,0,0,0,0,0,512,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,77,2,16,1
30,0,59,0,0,0,0,0,0,91,29,90,30,29,0,188,61,0,498,0,123,0,0,29,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,90,0,749,306,190,1396,65,297,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,96,0,1564,58,140,1
0,0,0,0,125,0,160,110,111,125,100,124,0,0,0,0,194,0,251,83,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,0,0,2136,198,284,1
0,53,51,0,52,0,0,0,0,0,0,51,0,0,0,53,0,106,158,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,675,0,0,1253,60,186,1
0,44,87,0,43,0,0,0,0,0,0,42,0,0,0,44,0,89,222,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,63,0,641,0,0,1389,115,275,1
0,46,44,0,45,46,45,0,0,0,45,44,0,0,0,92,0,92,274,0,138,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,46,0,0,0,0,0,0,284,216,0,661,12,109,1
0,0,46,0,143,0,47,0,0,0,0,94,0,0,0,48,93,0,239,0,237,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,71,0,452,233,0,1661,77,233,1
0,91,92,0,0,0,0,0,0,93,0,0,0,0,0,209,0,0,93,0,94,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,0,0,2112,180,311,1
0,0,161,0,0,0,0,0,0,0,0,57,0,0,0,0,0,59,405,0,118,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,161,80,0,770,15,99,1
75,18,35,0,17,12,0,25,74,30,24,149,31,36,0,37,44,12,293,57,126,0,43,74,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,0,0,6,0,0,0,0,0,0,75,47,411,225,62,1337,44,699,1
0,41,18,0,165,20,19,0,0,103,19,0,20,0,0,83,20,0,207,0,62,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,60,0,19,0,0,0,128,0,0,330,14,174,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,340,4,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,0,0,1455,28,113,1
0,0,21,0,0,0,22,0,0,94,0,45,0,23,0,23,92,0,236,0,190,0,0,46,0,0,0,0,0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,0,0,0,0,0,0,113,0,190,0,23,1647,194,464,1
0,72,70,0,0,0,0,124,0,0,69,0,0,0,0,211,0,72,144,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,460,0,0,250,7,60,1
0,0,125,0,127,117,0,0,0,0,0,0,0,0,0,126,0,0,254,0,128,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,596,0,0,1124,8,42,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,656,0,0,1661,26,117,1
0,46,44,0,139,0,45,136,0,92,45,0,0,0,0,168,0,0,92,44,140,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,43,0,0,0,0,0,0,0,0,0,61,0,514,208,0,1577,63,212,1
0,0,36,0,114,76,0,0,0,0,0,36,38,0,0,38,0,38,267,0,228,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,57,59,0,417,19,157,1
0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,79,138,155,388,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,258,0,255,0,0,1024,25,106,1
6,6,45,0,39,0,0,0,66,5,0,31,13,0,0,20,0,0,113,12,121,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,18,97,0,92,83,9,1233,136,624,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,0,0,0,0,1379,22,37,1
0,56,110,0,202,0,107,0,0,0,0,54,56,0,0,56,172,0,385,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,757,295,0,1638,133,193,1
47,31,45,0,4,13,4,26,43,75,25,95,58,88,0,26,44,0,322,0,150,0,97,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,56,0,304,440,145,1802,166,883,1
59,44,27,0,13,3,2,14,55,66,28,65,59,86,3,22,44,7,339,0,153,0,57,62,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,65,0,542,388,126,1901,251,866,1
59,44,27,0,13,3,2,14,55,66,28,65,59,86,3,22,44,7,339,0,153,0,57,62,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,65,0,541,387,126,1901,251,866,1
46,0,44,0,0,0,0,46,0,0,0,136,0,0,114,0,46,46,275,0,229,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,452,0,78,451,0,1253,11,101,1
0,0,44,0,0,0,45,0,0,0,45,0,0,0,0,0,0,138,185,0,0,26,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,962,31,90,1
0,35,68,0,34,0,0,0,0,0,0,68,0,0,0,105,0,70,209,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,112,0,821,0,0,1329,60,306,1
0,43,41,0,42,0,0,0,0,0,0,41,0,0,0,43,0,86,128,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,603,0,0,1020,60,220,1
0,0,0,0,0,60,0,0,0,120,0,0,0,0,0,60,0,0,120,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,465,202,294,0,0,1622,16,190,1
115,41,122,0,0,0,0,0,0,0,0,39,0,0,0,41,0,82,366,0,124,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,55,0,431,384,0,1158,18,113,1
0,0,0,0,243,0,69,0,0,0,0,0,0,0,0,209,0,0,471,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,54,2,29,1
0,0,62,0,0,64,0,0,0,0,0,0,0,0,0,64,0,0,257,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,88,179,180,565,0,0,2008,124,286,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,219,512,0,860,0,0,1718,21,65,1
0,0,62,0,0,64,0,0,0,0,0,0,0,0,0,64,0,0,257,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,88,179,180,565,0,0,2008,124,286,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,219,512,0,860,0,0,1718,21,65,1
0,0,62,0,0,64,0,0,0,0,0,0,0,0,0,64,0,0,257,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,88,179,180,565,0,0,2008,124,286,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,219,512,0,860,0,0,1718,21,65,1
0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,79,0,0,157,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,107,221,196,432,0,0,1765,21,167,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,219,512,0,860,0,0,1718,21,65,1
0,0,0,0,0,0,142,0,0,184,0,190,0,0,0,0,0,0,384,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1813,59,73,1
0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894,0,0,115,6,35,1
0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,1072,26,66,1
