col1,col2,col3,col4,col5,col6,col7,class
2,7,8,7,6,12,10,0
1,8,6,12,6,10,8,0
1,9,7,12,10,8,7,0
1,7,7,7,7,8,4,0
0,8,6,7,11,8,10,0
3,8,9,8,12,12,10,0
3,6,8,7,9,9,3,0
4,6,6,4,9,10,3,0
2,8,9,1,6,13,6,0
2,11,7,2,6,13,6,0
5,11,13,12,9,11,10,0
17,12,7,15,10,17,10,0
11,15,10,11,11,8,12,0
10,14,3,13,14,8,12,0
14,13,12,11,11,15,17,0
10,12,13,16,17,13,11,0
12,15,15,15,17,15,11,0
9,16,15,11,17,15,17,0
13,14,19,15,24,13,6,0
9,14,17,12,19,12,4,0
9,15,17,10,24,15,8,0
15,13,10,16,19,17,14,0
9,11,7,14,19,17,14,0
11,12,10,6,13,5,3,0
11,11,11,15,9,7,15,0
9,10,5,11,19,13,8,0
9,12,5,10,17,10,13,0
9,12,2,11,16,12,14,0
9,11,7,10,0,12,14,0
11,12,8,11,17,16,6,0
13,16,16,18,19,15,14,0
15,16,13,18,20,11,17,0
12,14,16,16,19,16,11,0
13,19,14,15,16,17,13,0
15,16,16,15,20,16,15,0
16,16,14,15,12,16,16,0
17,17,13,13,16,17,18,0
11,15,10,14,17,17,22,0
12,16,16,13,12,9,12,0
12,12,15,15,15,16,16,0
12,12,15,12,19,14,18,0
9,20,21,20,17,17,18,0
11,22,21,18,18,20,15,0
11,19,22,14,20,14,18,0
13,17,18,19,16,15,11,0
18,17,14,13,16,13,10,0
16,16,10,11,11,14,11,0
12,10,8,3,11,16,6,0
10,11,4,10,13,15,15,0
8,11,2,8,11,10,8,0
10,11,7,13,13,9,7,0
10,16,7,14,16,12,8,0
11,13,7,6,12,15,11,0
12,14,8,8,12,16,13,0
11,12,7,11,9,16,9,0
11,12,7,11,14,11,8,0
9,10,7,11,14,13,4,0
11,12,8,10,13,10,10,0
10,11,6,14,13,10,10,0
10,16,16,12,13,12,10,0
12,15,9,16,19,16,14,0
14,16,15,11,23,16,14,0
15,15,7,15,25,16,20,0
11,18,16,18,21,17,17,0
14,11,14,14,15,15,18,0
12,15,11,17,24,13,17,0
12,19,14,16,24,20,17,0
18,20,16,15,26,18,12,0
12,19,19,17,20,19,12,0
16,15,14,16,20,19,17,0
14,17,12,15,14,16,15,0
14,17,13,13,17,17,7,0
14,14,14,12,17,17,10,0
15,16,13,13,13,17,16,0
12,15,14,9,18,14,9,0
12,12,13,11,19,10,9,0
11,12,16,11,14,10,14,0
18,23,16,16,20,19,9,0
12,19,18,18,23,20,16,0
12,19,11,6,20,18,17,0
16,16,14,19,20,13,9,0
17,16,16,21,19,18,15,0
18,16,14,15,19,20,16,0
14,12,10,16,25,16,13,0
14,15,14,20,12,23,15,0
13,14,15,21,12,23,16,0
16,15,13,19,15,20,16,0
15,21,19,18,25,16,14,0
14,18,21,18,14,18,16,0
17,14,16,16,17,20,20,0
17,13,13,16,20,17,14,0
12,20,11,13,14,17,16,0
12,16,10,9,7,17,19,0
11,13,9,13,14,11,16,0
12,13,18,11,16,16,14,0
13,15,13,19,21,18,19,0
14,11,16,14,23,15,16,0
18,17,8,16,15,13,16,0
17,17,16,19,19,22,17,0
14,15,12,18,20,16,10,0
12,14,15,14,18,10,6,0
16,11,16,13,19,15,10,0
11,14,11,16,19,14,10,0
10,13,9,18,18,15,11,0
10,9,10,12,17,12,10,0
13,12,12,16,13,19,14,0
9,14,9,11,7,14,9,0
12,14,9,11,13,15,17,0
12,21,13,14,25,17,18,0
16,16,20,16,13,22,15,0
12,18,15,17,17,16,23,0
9,17,19,20,23,10,17,0
15,19,14,20,23,21,12,0
17,16,13,14,22,17,17,0
12,20,15,18,15,15,13,0
18,19,10,15,16,20,15,0
17,14,14,19,21,12,17,0
16,16,11,18,19,19,21,0
12,14,11,12,13,19,21,0
14,16,11,12,17,15,9,0
12,7,10,12,19,10,11,0
12,13,11,13,19,15,15,0
14,12,15,12,18,17,8,0
12,14,13,9,13,2,13,0
14,17,13,13,22,21,16,0
14,16,15,17,21,17,9,0
15,15,11,12,19,13,13,0
16,21,17,17,17,19,17,0
12,21,16,14,20,19,17,0
11,22,18,12,20,15,17,0
17,14,18,8,12,14,16,0
12,15,13,14,15,21,10,0
13,20,13,10,22,18,11,0
8,14,18,8,22,15,15,0
11,16,17,10,16,15,10,0
14,13,14,13,17,13,18,0
13,14,14,10,19,17,16,0
13,8,8,12,14,16,7,0
8,12,14,9,14,12,19,0
8,14,15,11,14,13,10,0
11,16,17,13,15,13,16,0
16,17,14,13,14,15,15,0
16,22,13,18,23,13,20,0
18,15,13,9,13,13,18,0
15,16,9,5,12,16,19,0
16,14,11,11,12,13,19,0
13,16,15,10,20,15,13,0
12,14,5,14,19,15,11,0
15,16,16,12,13,18,12,0
16,11,13,12,22,15,3,0
11,16,11,11,14,13,9,0
11,13,14,15,14,11,12,0
10,18,9,15,16,13,18,0
12,13,14,12,16,10,11,0
17,14,12,19,17,18,13,0
17,16,15,16,25,17,18,0
11,11,7,15,22,14,17,0
12,11,11,18,18,15,14,0
18,14,10,13,17,18,11,0
17,18,12,16,21,16,12,0
15,15,14,16,20,20,18,0
17,14,13,18,23,18,19,0
16,12,11,18,18,16,17,0
12,12,15,19,18,3,20,0
15,10,12,15,20,3,20,0
12,15,14,15,20,16,20,0
15,16,12,17,21,14,19,0
11,15,9,15,19,8,12,0
11,11,11,16,21,18,17,0
15,13,13,13,14,18,13,0
12,17,11,18,13,13,16,0
16,19,13,12,13,11,15,0
14,15,14,16,15,14,15,0
11,13,15,12,12,14,21,0
10,13,16,14,19,12,16,0
15,13,9,11,22,15,19,0
11,10,14,13,21,14,7,0
9,14,12,11,13,8,7,0
13,14,9,15,14,10,6,0
12,11,11,11,12,11,17,0
11,18,11,13,12,17,14,0
16,19,13,14,18,16,17,0
13,14,7,12,21,20,16,0
13,14,10,10,21,16,9,0
15,15,9,10,21,15,11,0
12,15,7,18,18,11,10,0
13,16,8,18,19,11,9,0
13,14,7,18,19,11,9,0
13,13,7,18,20,11,10,0
14,13,6,17,19,10,8,0
13,11,9,17,18,10,9,0
11,12,6,14,19,10,14,0
11,13,13,11,16,15,14,0
15,18,11,16,11,22,19,0
9,8,12,12,19,14,15,0
8,17,14,14,18,16,17,0
8,17,13,15,18,16,18,0
14,14,10,16,18,15,16,0
18,20,14,14,19,14,14,0
15,11,14,15,23,19,16,0
14,13,14,11,22,20,17,0
15,14,14,9,25,17,16,0
15,16,15,12,25,17,15,0
16,17,11,15,23,19,16,0
15,10,11,11,21,16,12,0
18,12,12,18,21,17,20,0
17,11,14,11,20,19,15,0
12,17,14,12,20,15,13,0
14,11,11,15,19,16,12,0
13,13,9,10,15,20,15,0
13,15,10,15,22,15,16,0
17,15,14,13,22,10,18,0
13,18,18,14,23,13,15,0
13,16,18,10,27,16,14,0
15,13,19,16,24,18,10,0
12,16,17,16,24,13,16,0
12,16,14,13,22,20,12,0
15,16,14,18,24,16,17,0
16,15,14,16,23,16,13,0
13,16,8,14,19,14,16,0
12,13,11,14,22,14,15,0
7,14,7,9,18,14,15,0
11,13,12,13,15,17,19,0
12,13,9,10,21,10,17,0
11,13,6,11,19,14,16,0
12,13,13,5,14,11,15,0
10,4,18,10,17,14,15,0
12,7,15,8,16,15,15,0
10,6,14,2,19,15,17,0
10,8,15,8,20,20,16,0
11,7,15,9,16,18,15,0
13,15,14,10,18,13,11,0
9,19,13,16,21,16,13,0
13,12,12,13,14,16,15,0
10,15,10,11,22,12,16,0
12,11,13,13,22,17,16,0
15,15,16,13,18,14,13,0
10,14,12,16,20,19,12,0
14,14,16,13,20,13,12,0
16,16,13,15,19,18,10,0
15,18,11,20,18,14,19,0
18,15,16,18,23,14,14,0
14,14,16,14,22,17,14,0
15,17,8,17,19,15,16,0
16,18,8,13,21,9,14,0
15,19,8,20,18,17,17,0
16,20,13,19,19,17,16,0
13,17,19,16,24,20,16,0
16,20,17,23,26,13,10,0
14,12,16,12,19,18,11,0
12,14,13,19,20,19,18,0
12,11,10,17,19,17,8,0
13,12,8,16,23,19,15,0
13,11,10,16,21,17,9,0
14,19,13,14,19,16,21,0
14,12,15,18,21,15,14,0
13,16,12,15,21,18,12,0
15,16,12,12,21,17,7,0
13,11,10,12,21,16,14,0
13,14,11,3,18,10,8,0
8,15,12,8,21,12,10,0
10,12,12,9,21,11,9,0
8,12,8,10,16,12,10,0
12,11,10,14,22,10,10,0
14,14,13,11,19,16,14,0
15,17,14,11,22,15,19,0
12,16,12,16,16,11,17,0
13,11,18,12,21,16,8,0
12,13,14,14,17,12,11,0
11,11,15,12,18,17,11,0
7,9,9,12,16,16,10,0
10,15,12,3,21,10,10,0
9,13,10,7,20,12,10,0
10,13,12,7,18,11,14,0
9,12,11,6,18,10,14,0
10,14,11,4,21,9,14,0
12,13,12,13,20,17,9,0
14,17,12,10,23,16,18,0
13,10,12,12,20,15,19,0
11,12,10,12,19,16,23,0
15,14,11,11,16,14,15,0
11,11,11,9,16,16,10,0
11,12,11,10,18,11,12,0
10,14,14,6,18,9,13,0
6,19,13,10,22,17,10,0
11,13,9,13,20,16,14,0
8,13,8,16,18,15,9,0
10,13,12,17,22,17,6,0
16,20,11,9,23,12,6,0
15,12,10,10,22,17,14,0
11,9,11,14,19,15,14,0
9,12,11,15,16,16,11,0
11,11,12,12,18,16,13,0
9,11,11,10,17,17,14,0
8,13,13,13,18,15,13,0
12,13,12,16,18,4,7,0
11,12,14,13,21,16,14,0
12,12,14,14,19,15,13,0
12,14,15,13,22,12,14,0
12,13,16,14,21,13,15,0
12,15,18,15,18,18,16,0
12,17,13,15,21,15,10,0
9,14,10,15,19,14,7,0
9,16,12,13,22,10,15,0
14,17,12,16,18,16,14,0
15,14,10,18,20,22,19,0
13,18,12,16,19,17,13,0
10,10,9,14,15,11,13,0
12,19,14,12,15,17,9,0
14,16,16,13,17,19,17,0
12,17,10,13,19,18,15,0
11,19,15,17,21,18,15,0
11,19,14,14,19,16,10,0
8,18,9,14,19,17,10,0
12,12,13,18,20,17,20,0
12,14,11,14,22,14,8,0
13,19,12,14,21,15,10,0
12,17,8,12,18,12,12,0
10,15,18,13,19,8,16,0
9,16,16,13,21,18,16,0
8,14,13,15,20,17,19,0
14,8,6,11,16,13,12,0
12,6,10,12,12,15,11,0
13,14,9,0,20,15,1,0
10,18,13,18,21,11,10,0
14,16,13,12,21,14,13,0
13,12,14,15,21,16,16,0
12,16,12,16,17,18,16,0
13,13,13,15,18,19,14,0
10,13,9,18,19,15,14,0
11,13,6,14,19,15,15,0
16,13,6,16,19,12,14,0
13,14,5,16,18,15,10,0
14,14,5,15,18,15,11,0
13,14,6,12,16,12,9,0
14,13,6,13,17,13,9,0
13,14,8,16,15,14,11,0
14,13,9,15,15,12,11,0
12,10,11,11,18,17,11,0
10,11,10,14,18,13,16,0
13,12,12,15,17,16,12,0
9,9,9,14,18,15,13,0
6,14,7,10,11,10,12,0
7,14,12,11,14,4,10,0
8,15,8,6,12,3,14,0
9,13,9,6,11,10,11,0
10,14,8,6,12,10,10,0
10,13,9,6,10,10,14,0
9,12,7,12,13,8,12,0
7,5,5,9,12,10,13,0
4,8,10,10,18,9,11,0
10,12,12,10,19,13,16,0
12,17,15,17,18,10,11,0
13,14,12,19,20,18,15,0
9,16,7,7,13,14,15,0
7,13,5,9,12,12,17,0
7,15,4,10,13,14,14,0
6,13,6,8,11,16,15,0
7,14,7,11,12,14,16,0
6,15,6,9,12,15,14,0
7,13,8,9,12,15,15,0
6,15,0,12,11,15,15,0
6,15,5,7,11,15,16,0
6,14,6,8,12,15,14,0
6,13,5,9,12,14,14,0
7,14,5,7,13,16,15,0
5,11,2,10,12,15,15,0
11,12,13,12,13,11,13,0
6,15,9,16,13,18,12,0
7,13,12,17,12,14,10,0
6,13,12,16,14,10,10,0
8,14,12,14,13,10,4,0
5,12,16,16,14,16,4,0
8,13,11,16,14,16,7,0
8,13,10,16,13,16,8,0
9,13,12,13,13,16,7,0
8,13,12,9,13,15,9,0
8,13,8,15,19,10,9,0
11,13,8,8,12,12,14,0
8,12,8,14,14,14,11,0
12,12,10,12,12,7,16,0
12,11,10,14,13,11,16,0
8,12,11,14,14,16,12,0
8,10,10,15,17,15,12,0
14,18,13,12,21,15,17,0
13,11,14,15,22,19,19,0
14,13,14,18,17,21,17,0
12,18,16,14,23,19,16,0
16,14,21,18,22,16,13,0
15,13,12,19,20,17,18,0
15,13,12,17,24,16,20,0
19,17,15,10,23,17,19,0
17,17,18,16,14,11,16,0
12,18,13,15,23,17,16,0
13,15,16,11,14,18,17,0
12,15,8,16,27,16,20,0
14,19,11,14,23,11,16,0
14,11,17,11,21,15,11,0
13,16,12,17,23,18,16,0
15,18,14,12,21,15,17,0
10,18,15,16,21,15,16,0
10,20,17,14,21,19,15,0
13,17,20,17,15,22,16,0
13,18,14,18,17,21,18,0
12,17,17,17,19,21,18,0
12,19,18,17,13,23,15,0
13,13,14,15,20,19,21,0
15,20,16,18,25,19,18,0
15,21,15,19,22,21,18,0
32,17,10,39,21,32,28,1
30,15,11,36,21,25,29,1
33,12,16,37,14,28,24,1
34,15,16,36,17,23,24,1
36,15,19,40,15,26,24,1
36,16,16,32,31,25,29,1
36,18,18,39,23,24,20,1
37,11,15,39,18,29,24,1
37,9,11,40,16,29,24,1
37,14,16,39,19,27,31,1
37,11,15,34,14,32,31,1
35,16,11,34,12,33,23,1
32,13,11,34,14,30,31,1
34,14,14,35,20,35,26,1
33,14,18,36,11,32,29,1
31,15,17,38,18,30,26,1
33,14,16,39,15,30,27,1
33,14,12,38,15,23,31,1
30,18,12,40,21,30,24,1
31,15,9,40,23,30,21,1
34,11,15,34,13,32,31,1
36,13,11,39,18,24,27,1
35,8,14,40,18,24,25,1
39,12,11,39,20,26,26,1
42,15,17,39,16,26,27,1
36,12,13,36,22,29,23,1
41,15,15,40,20,26,26,1
45,11,5,42,22,31,23,1
46,7,10,39,15,26,24,1
50,12,12,39,13,23,24,1
47,4,11,40,19,22,20,1
48,1,14,56,14,26,17,1
45,8,16,57,13,25,20,1
46,8,16,55,16,27,18,1
46,8,13,56,14,26,19,1
47,7,12,56,15,25,20,1
47,9,12,55,15,28,18,1
47,0,12,55,14,26,17,1
48,11,12,42,18,16,19,1
52,10,10,56,16,20,26,1
48,12,14,57,19,21,7,1
43,9,10,54,11,23,23,1
38,13,12,50,16,23,23,1
35,14,14,40,23,21,25,1
38,13,11,39,24,18,26,1
36,10,15,39,22,18,21,1
36,15,18,35,24,19,26,1
36,12,19,37,24,20,27,1
37,9,18,40,21,23,22,1
33,13,21,37,21,19,26,1
33,17,23,39,16,28,22,1
32,17,22,30,21,17,28,1
27,15,20,28,28,19,26,1
33,12,19,39,22,18,25,1
29,12,13,35,21,16,22,1
33,11,19,37,18,17,19,1
28,12,13,37,16,19,21,1
32,15,15,39,16,26,21,1
32,14,22,34,19,21,20,1
33,12,14,35,23,18,17,1
35,14,17,36,25,28,22,1
36,17,19,34,9,28,22,1
29,12,17,39,19,21,22,1
34,14,19,27,16,18,19,1
31,12,16,36,18,18,19,1
29,13,14,32,10,19,17,1
26,12,15,32,14,11,5,1
36,12,12,35,21,15,18,1
29,12,14,37,17,11,17,1
34,17,16,35,18,23,19,1
31,10,17,31,16,21,18,1
33,11,18,36,29,17,17,1
31,11,18,38,24,18,10,1
35,16,19,32,19,19,16,1
26,14,18,38,20,19,15,1
31,12,16,34,20,19,15,1
33,13,17,34,22,26,21,1
35,14,18,29,26,19,30,1
36,16,22,35,27,26,30,1
36,14,19,30,26,25,14,1
35,14,17,38,19,23,24,1
36,20,1,38,19,19,23,1
36,13,12,38,19,24,23,1
37,20,19,35,22,25,26,1
34,20,23,26,22,22,17,1
36,18,16,33,22,26,22,1
36,19,18,32,20,25,21,1
34,15,25,30,23,22,18,1
35,14,19,37,18,22,25,1
31,12,22,32,16,29,23,1
34,17,22,37,27,28,23,1
36,12,13,40,21,23,30,1
36,7,11,34,23,21,21,1
37,14,14,38,21,27,25,1
44,7,11,42,17,24,26,1
35,13,17,40,20,27,24,1
39,12,13,37,12,22,24,1
45,11,17,40,14,25,31,1
44,14,17,40,26,18,25,1
39,16,17,37,26,18,24,1
45,10,16,41,24,27,22,1
49,10,13,40,22,23,24,1
46,10,13,53,19,22,22,1
45,7,6,50,8,24,25,1
50,11,8,54,8,21,25,1
51,7,7,54,13,24,23,1
51,10,9,52,17,24,24,1
52,10,4,55,13,24,27,1
52,6,9,52,18,25,23,1
47,7,7,45,1,25,23,1
41,11,16,39,25,22,18,1
33,12,6,36,14,26,18,1
35,16,17,40,16,33,30,1
36,14,17,38,12,26,22,1
36,8,15,36,10,32,29,1
33,13,8,35,13,28,27,1
31,11,9,37,13,31,33,1
30,12,9,38,7,26,25,1
29,12,9,32,7,21,32,1
30,13,8,37,12,28,33,1
32,12,9,36,12,28,30,1
30,13,10,36,12,32,29,1
29,12,10,37,14,27,30,1
33,11,7,30,12,29,31,1
34,7,5,37,12,27,27,1
34,14,15,42,3,27,31,1
38,10,15,40,19,31,20,1
38,11,15,51,17,28,22,1
47,11,9,55,17,21,12,1
39,13,18,42,23,19,21,1
35,16,17,40,26,20,18,1
32,14,20,41,12,29,16,1
35,19,8,39,16,19,19,1
31,17,19,39,24,21,24,1
34,14,16,39,21,20,23,1
33,11,19,37,25,25,21,1
32,11,15,26,25,25,21,1
25,8,13,34,9,18,16,1
26,9,14,33,12,17,8,1
24,16,12,34,13,21,20,1
25,14,14,35,10,21,19,1
23,13,13,32,10,22,16,1
24,12,15,35,11,23,17,1
26,12,14,33,16,20,18,1
24,15,14,34,14,22,17,1
24,14,9,32,16,21,19,1
24,13,14,33,5,22,19,1
24,15,13,36,5,22,19,1
26,7,14,33,13,18,19,1
29,14,12,31,6,18,22,1
24,13,11,27,13,14,18,1
24,13,15,27,17,20,17,1
24,15,15,29,7,16,21,1
25,14,12,30,15,17,18,1
26,13,12,33,16,12,20,1
25,14,13,28,13,15,17,1
26,7,17,35,16,16,18,1
30,7,5,31,24,16,19,1
34,11,5,27,19,18,19,1
34,7,8,27,23,22,19,1
22,10,7,29,23,18,22,1
32,12,7,31,16,20,24,1
32,9,9,33,13,21,22,1
31,8,6,34,14,20,21,1
33,10,7,26,15,23,19,1
30,11,9,35,15,18,17,1
31,10,4,31,15,14,18,1
34,12,12,28,15,23,17,1
37,16,17,39,15,21,18,1
36,15,15,40,23,29,24,1
37,14,17,39,16,22,19,1
34,15,6,38,12,24,19,1
34,14,19,35,22,25,27,1
34,11,15,38,20,16,23,1
35,14,19,28,17,17,22,1
32,10,16,33,13,21,17,1
30,16,18,32,14,26,18,1
30,13,19,31,20,19,18,1
31,15,17,33,19,21,18,1
35,11,15,35,12,19,23,1
33,13,13,33,22,21,20,1
32,13,21,36,18,20,22,1
29,12,17,31,18,22,24,1
25,14,14,27,23,22,24,1
37,12,15,40,14,22,26,1
39,12,17,39,26,23,18,1
36,15,15,36,21,24,28,1
36,17,19,39,21,27,28,1
34,20,20,29,19,24,26,1
37,17,21,40,21,26,22,1
36,14,19,44,16,30,25,1
36,19,19,40,20,30,29,1
37,14,15,38,26,25,23,1
37,14,19,34,24,25,20,1
37,11,18,38,15,22,27,1
37,10,19,38,22,27,29,1
36,12,18,39,20,25,26,1
37,10,20,39,22,27,27,1
37,10,19,40,23,29,30,1
36,13,17,39,25,30,32,1
36,14,16,40,25,30,30,1
37,11,17,39,22,30,29,1
37,10,19,39,22,30,27,1
37,9,17,37,24,27,30,1
37,12,16,39,24,22,23,1
36,11,20,33,18,29,21,1
26,12,16,39,22,30,21,1
29,12,7,39,22,31,27,1
34,12,20,36,21,34,22,1
36,18,13,29,20,33,22,1
35,15,17,30,7,31,34,1
37,15,15,35,24,32,33,1
31,17,21,35,14,26,31,1
32,17,22,33,16,29,33,1
32,16,21,30,23,27,32,1
32,15,23,32,23,27,32,1
32,16,22,32,24,29,33,1
32,17,23,33,13,27,32,1
34,16,23,34,25,27,32,1
34,17,22,37,25,28,32,1
32,16,23,36,24,28,33,1
34,18,21,32,23,27,32,1
35,17,21,37,23,30,33,1
34,18,22,36,23,28,31,1
34,15,23,37,26,28,31,1
34,17,23,36,16,31,32,1
34,18,23,36,25,28,32,1
34,17,19,37,23,33,24,1
32,16,20,37,26,24,26,1
33,12,24,37,25,25,21,1
33,15,14,34,27,26,25,1
34,15,20,34,27,21,25,1
33,15,18,37,25,26,25,1
35,17,21,34,17,25,27,1
33,18,15,36,24,24,29,1
33,18,17,37,25,21,33,1
38,10,19,42,15,26,33,1
37,15,17,35,18,31,28,1
39,14,17,41,18,30,19,1
37,16,17,35,24,26,19,1
37,19,18,34,27,28,27,1
38,15,19,31,24,29,26,1
36,16,19,35,18,25,31,1
38,19,5,37,24,23,29,1
38,14,19,34,24,32,27,1
39,17,17,30,26,31,26,1
39,17,15,31,23,32,27,1
39,16,13,31,25,31,27,1
39,17,14,33,24,29,26,1
38,17,15,37,21,27,28,1
38,14,15,31,19,29,27,1
37,20,16,38,20,28,27,1
37,21,15,35,25,33,26,1
38,16,19,31,24,31,21,1
39,11,15,35,21,26,27,1
37,12,12,40,12,32,30,1
34,16,15,35,23,30,26,1
30,12,14,36,12,27,33,1
33,13,9,37,14,31,32,1
37,14,17,32,23,36,28,1
33,12,18,35,16,32,26,1
34,15,16,41,23,32,31,1
34,13,14,39,23,23,18,1
35,19,15,41,23,32,26,1
39,13,13,41,24,23,22,1
39,13,19,43,23,21,21,1
45,13,13,39,21,25,26,1
49,12,16,55,13,21,26,1
50,16,15,55,18,15,26,1
54,13,15,41,14,15,25,1
50,15,15,43,20,26,25,1
50,15,14,41,20,25,23,1
49,15,15,54,16,25,23,1
48,15,16,55,23,19,21,1
47,17,15,53,17,20,24,1
40,15,14,55,22,24,25,1
40,16,11,43,17,25,24,1
39,15,20,56,16,28,15,1
46,20,15,41,25,31,26,1
41,10,16,52,22,29,25,1
46,13,9,54,15,24,31,1
46,13,9,43,15,32,22,1
37,14,14,32,22,30,25,1
39,12,22,42,25,25,30,1
37,19,16,41,25,25,26,1
36,15,21,34,23,24,24,1
36,15,21,36,15,27,24,1
31,15,18,35,29,26,25,1
34,13,15,34,19,8,25,1
35,14,19,31,30,24,20,1
38,13,20,37,21,22,22,1
34,15,15,40,16,18,20,1
28,16,19,29,16,19,24,1
34,13,21,31,22,22,18,1
26,14,17,31,22,11,18,1
29,11,18,26,18,20,12,1
28,12,16,34,17,25,17,1
35,16,16,37,17,20,19,1
33,12,12,30,17,15,23,1
34,16,18,32,16,21,23,1
32,15,16,34,14,21,22,1
33,10,18,34,14,17,23,1
32,16,17,28,20,17,23,1
34,15,15,27,21,22,24,1
32,15,15,33,18,24,20,1
29,15,18,34,16,8,20,1
28,15,18,32,25,21,24,1
27,12,17,32,25,18,12,1
28,11,17,28,18,23,13,1
29,13,17,29,20,20,13,1
28,11,18,25,20,20,14,1
31,15,18,30,20,20,18,1
35,17,16,29,21,28,25,1
37,18,15,41,16,31,22,1
32,18,18,42,22,28,24,1
37,20,22,41,29,28,22,1
36,13,22,39,27,23,28,1
35,15,18,29,11,24,17,1
25,16,17,24,21,24,17,1
32,16,14,36,24,22,19,1
34,15,19,41,27,20,20,1
37,14,16,42,18,24,28,1
34,11,13,38,14,26,25,1
38,12,13,41,18,26,20,1
34,12,15,37,13,18,20,1
32,19,18,36,20,25,20,1
33,15,19,40,23,18,21,1
32,16,23,36,19,26,20,1
36,17,21,38,19,21,25,1
40,22,21,40,17,19,28,1
40,17,13,41,12,24,28,1
39,14,20,41,15,28,30,1
38,15,17,41,27,24,25,1
39,16,16,43,26,26,23,1
39,16,18,42,28,24,27,1
38,16,18,41,25,26,27,1
40,13,17,42,28,26,28,1
38,12,20,46,26,27,27,1
40,9,20,45,26,30,28,1
39,14,15,43,27,24,17,1
40,9,11,41,27,24,21,1
39,11,15,45,26,26,21,1
39,10,18,42,26,16,17,1
38,10,19,41,24,27,20,1
40,8,15,41,26,26,26,1
38,11,15,42,26,32,17,1
37,11,15,41,23,31,27,1
38,11,17,41,22,31,27,1
38,11,17,37,22,31,28,1
39,15,16,40,21,32,28,1
40,15,17,41,25,27,26,1
39,12,17,41,25,27,24,1
33,12,19,34,26,27,27,1
37,14,14,41,7,25,27,1
38,10,15,40,7,25,25,1
38,14,10,41,7,26,28,1
39,17,10,42,19,27,28,1
38,9,15,45,16,24,27,1
51,16,15,49,10,25,25,1
52,16,18,58,17,22,23,1
47,14,18,41,21,24,20,1
46,17,12,53,16,23,26,1
38,16,16,54,26,33,18,1
38,15,7,43,21,27,23,1
38,16,15,43,27,28,22,1
35,13,18,39,31,27,25,1
42,13,19,40,20,25,28,1
47,13,17,55,25,29,27,1
47,14,15,42,16,28,23,1
53,7,7,52,17,25,24,1
54,12,18,52,17,25,24,1
52,15,15,54,17,21,22,1
