Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
0,0,1,9,1,0,68,0,12,27,9,9,546,1,0,1,1,0,1,1,0,0,6,8,5,68,0,0,6,12,4,25,0,0,6,4,1
0,7,2,9,1,0,18,0,12,27,7,8,161,1,0,0,1,0,0,4,0,0,6,9,6,52,0,0,6,9,6,379,0,9,2,3,2
0,0,1,5,1,0,49,0,12,13,3,3,307,1,0,0,1,0,0,1,0,0,5,9,5,249,2,0,5,7,4,311,0,2,0,1,1
0,0,1,8,1,0,46,0,12,0,9,9,218,1,0,0,1,0,0,3,0,0,5,6,5,128,0,0,5,6,5,174,0,9,2,3,2
0,7,2,11,1,0,36,0,2,2,1,10,185,1,0,0,1,1,0,2,0,0,7,9,6,310,0,0,7,7,6,469,0,9,2,3,1
0,14,1,3,1,13,67,0,3,4,4,2,486,0,0,0,1,1,0,4,0,0,6,15,5,108,0,0,6,17,5,11,0,9,2,3,1
0,15,1,4,1,0,33,0,26,2,15,21,297,1,0,0,1,1,0,3,0,2,6,7,6,285,0,0,6,9,4,408,0,1,5,9,2
0,0,1,8,1,0,58,0,0,0,4,6,385,0,0,0,0,1,0,1,0,0,5,9,3,50,0,0,5,8,2,430,0,1,5,9,1
0,8,1,2,0,0,49,0,12,0,9,5,342,1,0,0,1,0,0,2,0,0,6,6,6,249,0,0,6,8,6,589,0,5,3,7,2
0,0,1,16,0,0,39,0,1,26,3,9,311,0,0,0,1,1,0,17,0,0,5,6,5,182,0,0,5,9,5,417,0,7,1,5,2
0,11,1,0,1,0,39,0,22,26,9,6,39,0,0,1,0,1,0,20,0,0,7,7,0,0,0,0,7,7,1,1,0,1,5,9,0
0,11,1,6,1,7,43,0,18,26,0,0,285,1,0,0,1,1,0,26,0,0,5,0,0,0,0,0,5,0,0,0,0,0,6,4,0
0,13,1,8,1,0,54,0,21,26,6,6,226,0,0,0,1,0,0,38,0,0,5,10,1,2,0,0,5,8,2,118,2,9,2,3,0
3,11,1,16,0,0,26,0,12,13,9,3,137,1,0,0,1,0,0,22,0,0,5,8,5,34,0,0,5,5,5,69,0,0,6,4,2
0,14,1,7,1,13,26,2,3,3,3,6,197,0,0,1,0,0,0,3,1,2,6,13,3,78,0,1,6,11,3,118,0,5,3,7,0
0,0,5,14,1,0,34,0,2,2,2,2,208,0,0,1,1,0,0,1,0,0,6,6,4,267,0,0,5,5,0,0,0,6,8,2,0
0,0,2,8,1,0,42,0,2,13,2,7,201,1,0,0,1,0,0,5,0,0,5,5,5,700,0,0,5,5,5,744,0,1,5,9,2
0,0,6,11,1,0,7,0,0,2,2,2,26,1,1,0,1,0,0,5,0,0,7,9,5,562,0,0,8,9,7,581,0,4,4,8,2
0,7,1,14,1,0,26,0,0,27,5,5,211,0,0,0,0,0,0,3,0,0,6,7,4,321,0,0,6,7,5,487,0,5,3,7,0
0,11,1,16,0,0,43,0,21,26,9,9,97,0,0,0,1,0,0,12,0,0,5,0,0,0,0,0,5,0,0,0,0,9,2,3,0
0,7,1,16,0,0,71,0,22,27,4,5,338,0,0,0,1,0,0,7,0,0,5,9,2,61,0,0,5,11,3,579,1,0,6,4,1
0,7,2,9,1,0,39,0,12,13,9,9,273,1,0,0,1,0,0,1,0,0,6,6,6,78,0,0,6,8,5,360,0,4,4,8,2
0,7,6,11,1,0,41,0,21,13,7,7,321,1,0,0,1,0,1,5,0,0,7,8,6,472,0,0,8,9,7,480,0,4,4,8,2
0,14,1,2,0,13,39,0,0,13,9,9,331,0,0,0,1,0,1,4,0,3,6,6,6,61,0,2,6,7,6,379,0,5,3,7,2
0,0,1,9,1,0,52,0,21,27,9,9,258,0,0,0,1,0,1,2,0,0,6,7,5,170,0,0,6,7,6,278,0,6,8,2,2
0,11,1,10,1,0,39,0,12,27,9,7,133,0,0,0,1,0,1,7,0,0,6,6,6,499,0,0,6,6,6,554,0,5,3,7,2
0,0,1,11,1,0,52,0,21,27,6,6,210,1,0,0,1,0,1,2,0,0,8,10,6,104,0,0,8,10,6,101,0,2,0,1,1
0,0,1,14,1,0,36,0,0,13,7,7,215,1,0,0,1,0,1,3,0,0,6,11,4,573,0,0,6,12,3,25,0,2,0,1,1
0,0,3,7,1,0,86,0,21,26,11,11,558,0,0,0,1,0,0,2,0,0,5,7,5,690,0,0,5,5,5,744,0,0,6,4,2
0,11,1,16,0,0,39,0,22,27,9,9,197,0,0,0,1,0,0,10,0,0,5,12,5,15,0,0,5,10,5,25,0,2,0,1,0
0,0,1,11,1,0,39,0,0,13,5,5,288,1,0,0,1,0,0,1,0,0,7,9,7,329,0,0,8,10,8,448,0,8,7,0,2
1,3,1,10,1,2,39,0,0,2,4,3,297,0,0,0,1,0,0,22,0,0,6,10,0,0,0,0,6,6,0,0,0,5,3,7,0
0,11,1,7,1,14,38,0,2,2,2,2,532,1,0,0,1,0,0,10,0,0,6,9,5,321,0,5,11,13,10,291,0,5,3,7,0
0,7,1,11,1,0,56,0,22,27,7,10,395,1,0,0,1,0,0,1,0,0,8,8,8,717,0,0,8,8,8,673,0,2,0,1,2
0,0,3,1,1,0,33,0,22,26,4,9,149,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1
0,0,2,11,1,0,33,0,12,13,9,9,146,0,0,0,1,0,0,1,0,0,7,8,6,361,0,0,8,12,7,155,0,9,2,3,2
0,14,1,9,1,13,39,0,12,0,9,9,316,0,0,0,1,0,1,4,0,3,6,7,6,128,0,2,6,7,6,118,0,7,1,5,2
0,7,3,1,1,0,42,0,0,26,4,7,257,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,1
0,7,1,4,1,0,36,0,0,0,3,4,299,1,0,0,1,1,0,2,0,0,6,6,5,53,0,0,6,8,1,1,0,3,5,6,1
0,13,1,4,1,0,19,0,0,0,3,3,206,0,0,0,1,1,0,7,0,0,6,6,0,0,0,0,6,6,0,0,0,6,8,2,1
3,12,1,11,1,11,43,0,0,0,5,5,257,1,0,0,1,1,0,12,0,2,7,10,5,112,0,1,8,10,5,25,0,7,1,5,0
0,0,3,1,1,0,52,0,12,13,5,3,279,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,2
0,14,1,3,1,13,39,0,12,26,9,9,297,1,0,0,1,1,0,6,0,0,6,8,6,225,0,0,6,7,6,193,0,1,5,9,2
0,0,3,8,1,0,33,0,0,27,7,7,198,0,0,1,1,1,0,2,0,0,5,8,5,41,0,0,5,10,4,16,3,9,2,3,0
0,11,1,10,1,0,78,0,12,26,7,10,22,0,0,0,1,1,0,9,0,0,6,7,6,128,0,0,6,8,5,17,0,6,8,2,1
0,7,1,8,1,0,64,0,22,26,5,5,337,0,0,0,1,1,0,1,0,0,5,9,0,0,0,0,5,5,0,0,0,0,6,4,1
0,7,1,11,1,0,67,0,21,13,8,4,305,0,0,0,1,1,0,7,0,0,7,8,7,123,0,0,8,8,8,475,0,7,1,5,2
0,0,1,1,1,0,56,0,12,13,5,10,355,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0
0,7,4,10,1,0,22,0,22,26,5,7,115,1,0,0,1,1,0,1,0,0,6,12,3,78,0,0,6,12,1,118,0,5,3,7,0
0,0,2,14,1,0,57,0,22,27,9,9,326,1,0,0,1,1,0,1,0,0,6,8,6,170,0,0,6,11,3,174,0,3,5,6,2
0,7,3,8,1,0,26,0,12,13,4,7,152,1,0,1,1,1,0,1,0,0,5,8,3,8,0,0,5,11,3,20,0,3,5,6,0
0,8,4,10,1,0,9,0,12,26,7,7,65,1,0,0,1,1,1,4,0,0,6,8,4,13,0,0,6,11,1,25,0,2,0,1,0
0,7,4,14,1,0,27,0,0,13,9,8,200,1,0,1,1,1,1,2,0,0,6,6,6,499,0,0,6,6,6,394,0,1,5,9,2
0,7,4,11,1,0,67,0,22,26,9,9,305,0,0,0,1,1,1,5,0,0,7,7,7,705,0,0,8,9,8,687,0,9,2,3,2
1,11,1,2,0,0,26,0,21,26,9,6,167,0,0,0,1,1,0,16,0,0,6,8,6,128,0,0,6,6,6,76,0,3,5,6,2
0,0,6,15,1,0,17,0,12,13,9,9,102,1,0,0,1,1,0,3,0,0,6,8,5,153,0,0,6,7,5,151,0,3,5,6,0
0,11,1,16,0,1,54,0,2,2,2,2,535,1,0,0,1,1,0,18,0,0,1,1,0,0,1,0,5,0,0,0,0,3,5,6,0
0,11,1,3,1,3,78,0,2,2,4,2,615,0,0,1,1,1,0,7,0,6,12,17,6,149,0,7,12,14,10,384,0,5,3,7,0
0,7,1,10,1,0,26,0,12,13,4,4,252,0,0,0,1,1,0,1,0,0,5,6,5,128,0,0,5,8,3,44,0,6,8,2,1
1,11,1,2,0,0,39,0,21,26,9,6,100,1,0,0,1,0,0,16,0,0,6,7,6,34,0,0,6,11,5,25,0,2,0,1,2
0,12,1,11,1,0,78,0,21,27,9,7,567,1,0,0,1,0,1,5,0,0,8,8,7,345,0,0,8,8,7,333,0,3,5,6,2
0,11,1,13,1,0,26,0,0,13,4,5,22,0,0,0,1,0,1,8,0,0,5,7,4,13,0,0,5,7,5,69,0,2,0,1,2
0,7,1,4,1,0,31,0,12,27,4,0,173,1,0,0,1,1,0,3,0,0,6,9,6,17,1,0,6,6,5,34,0,0,6,4,2
0,0,6,8,1,0,58,0,22,26,9,9,284,1,0,0,1,1,0,6,0,0,5,6,4,573,0,0,5,5,5,487,0,4,4,8,1
0,13,2,6,1,0,18,0,22,13,9,6,120,1,0,1,1,1,0,1,0,0,5,9,2,2,0,0,5,9,0,0,0,8,7,0,1
0,11,1,11,1,0,43,0,0,0,4,10,28,0,0,0,1,1,0,7,0,0,7,18,0,0,0,0,7,7,0,0,0,7,1,5,0
0,7,2,14,1,0,43,13,12,0,9,9,55,1,0,0,0,0,0,4,1,0,6,6,6,573,0,0,6,6,6,430,0,1,5,9,2
0,5,1,7,1,0,43,13,0,0,4,4,22,0,0,0,1,0,0,9,1,0,6,7,2,128,1,0,6,6,0,0,0,1,5,9,0
1,11,1,15,1,7,43,0,21,23,0,0,152,0,0,0,1,0,0,22,0,0,6,12,3,249,0,0,6,14,0,0,1,0,6,4,0
1,11,1,2,0,0,43,0,21,13,9,9,138,0,0,0,1,0,0,27,0,2,8,11,8,109,0,0,6,7,6,174,0,6,8,2,2
0,5,1,6,1,0,39,11,22,2,9,2,367,1,0,0,1,1,0,2,1,0,5,9,5,573,0,0,5,11,3,372,0,7,1,5,1
0,0,5,14,1,0,46,0,21,0,5,5,246,1,0,0,1,0,0,1,0,0,6,6,6,499,0,0,6,6,6,394,0,1,5,9,2
0,0,5,11,1,0,41,0,21,26,7,7,200,1,0,0,1,0,1,1,0,0,7,7,7,518,0,0,8,9,8,606,0,5,3,7,2
0,0,1,5,1,0,46,0,0,1,9,1,340,1,0,0,1,0,0,2,0,0,5,7,5,606,2,0,5,7,5,487,0,6,8,2,1
0,0,4,11,1,0,18,0,2,2,2,2,113,1,0,1,0,0,0,2,0,0,7,10,4,118,0,0,7,7,0,0,0,7,1,5,0
0,16,1,5,1,15,39,0,22,27,9,9,285,0,0,0,1,0,0,4,0,7,10,12,8,297,0,4,9,14,5,408,0,1,5,9,0
0,0,4,1,1,0,43,0,0,0,9,10,100,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,2
1,11,1,2,0,0,39,0,21,26,6,5,133,1,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,2,0,1,0
3,11,1,3,1,8,43,0,21,26,9,6,562,0,0,0,1,0,0,26,0,13,18,19,18,676,0,10,13,14,13,561,1,8,7,0,2
0,8,1,15,1,0,29,0,12,13,9,7,171,1,0,0,1,0,0,2,0,0,6,0,0,0,0,0,6,0,0,0,0,4,4,8,0
0,15,1,4,1,0,39,0,2,0,2,8,219,0,0,1,1,0,0,3,0,4,10,12,10,321,0,5,11,11,11,162,0,4,4,8,2
0,0,2,9,1,0,28,0,21,27,4,7,179,1,0,0,1,0,0,2,0,0,6,0,0,0,0,0,6,0,0,0,0,9,2,3,0
0,0,1,5,1,0,16,0,0,0,4,4,72,1,0,0,1,0,0,3,0,0,6,15,4,606,0,0,6,17,4,372,0,8,7,0,0
0,0,5,11,1,0,14,0,2,3,4,3,84,1,0,0,1,0,0,3,0,2,7,9,6,390,0,0,7,10,5,166,0,5,3,7,0
0,7,2,15,1,0,43,0,12,0,9,3,74,1,0,0,1,0,0,3,0,0,7,12,6,78,0,0,7,10,3,311,0,9,2,3,1
0,0,1,9,1,0,57,0,21,26,6,7,358,1,0,0,1,0,0,1,0,0,6,8,6,545,0,0,6,6,6,681,0,7,1,5,2
0,7,2,8,1,0,29,0,0,27,4,7,150,1,0,0,1,0,1,1,0,0,5,9,3,321,0,0,5,11,3,25,0,1,5,9,1
0,0,1,5,1,0,40,0,12,13,9,9,395,1,0,0,1,0,0,2,0,0,5,6,5,436,0,0,5,5,5,269,0,3,5,6,2
0,0,3,14,1,0,76,0,0,27,4,7,546,1,0,0,1,0,0,1,0,0,6,6,6,249,0,0,6,7,6,222,0,3,5,6,2
0,7,2,11,1,0,28,0,21,26,9,9,307,1,0,0,1,0,0,1,0,0,7,7,6,214,1,0,7,7,6,212,1,0,6,4,0
0,13,1,11,1,0,39,0,22,27,9,5,22,0,0,0,1,0,0,3,0,0,7,11,6,73,0,0,7,7,7,311,0,7,1,5,1
0,7,1,9,1,0,71,0,12,26,9,7,401,1,0,0,1,0,1,3,0,0,6,13,2,2,0,0,6,12,4,16,0,0,6,4,1
0,7,1,8,1,0,26,0,12,13,3,3,132,0,0,0,1,0,0,3,0,0,5,11,3,8,0,0,5,10,3,13,0,5,3,7,1
0,0,2,5,1,0,54,0,21,27,9,7,367,0,0,0,1,0,0,1,0,0,5,12,5,363,2,0,5,6,5,51,0,2,0,1,2
0,0,1,8,1,0,36,0,1,13,4,5,215,0,0,0,1,0,0,1,0,0,5,5,5,233,0,0,5,5,5,523,0,4,4,8,2
0,7,1,10,1,0,43,0,0,0,4,5,307,1,0,0,1,0,0,4,0,0,6,12,3,34,0,0,6,12,2,25,0,2,0,1,0
0,0,2,8,1,0,26,0,12,13,9,7,183,1,0,0,1,0,0,2,0,0,5,8,5,23,0,0,5,9,4,38,2,9,2,3,2
0,0,1,1,1,0,48,0,2,13,2,9,220,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0
0,0,1,13,1,0,40,0,22,27,9,9,276,0,0,0,1,0,1,2,0,0,5,5,5,279,0,0,5,5,5,557,0,2,0,1,2
0,0,1,5,1,0,39,0,12,27,4,7,210,1,0,0,1,0,0,2,0,0,6,15,6,604,0,0,6,13,6,151,0,8,7,0,2
0,7,6,12,1,0,28,0,0,0,4,5,168,1,0,0,1,0,0,2,0,0,7,12,5,139,0,0,7,0,0,0,0,7,1,5,0
0,14,1,5,1,13,78,0,21,26,9,9,562,1,0,0,1,0,0,3,0,1,6,7,6,604,0,1,6,17,5,482,0,5,3,7,2
0,0,1,15,1,0,62,0,12,27,9,3,445,1,0,0,1,0,1,1,0,0,6,8,5,279,0,0,6,7,5,408,0,2,0,1,1
0,7,3,9,1,0,40,0,0,28,5,3,223,1,0,0,1,0,0,1,0,0,6,7,6,321,0,0,6,6,6,461,0,5,3,7,2
0,7,6,11,1,0,41,0,0,26,8,9,277,1,0,0,1,0,0,2,0,0,7,7,7,459,0,0,8,9,8,682,0,5,3,7,2
0,0,3,11,1,0,49,0,12,13,5,8,246,1,0,0,1,0,1,1,0,0,7,9,7,382,0,0,8,9,7,472,0,7,1,5,0
0,7,2,4,1,0,39,0,21,26,9,9,234,1,0,0,1,0,0,1,0,0,6,6,6,170,0,0,6,6,6,311,0,0,6,4,2
0,0,4,8,1,0,34,0,0,13,4,8,198,1,0,0,1,0,0,2,0,0,5,7,5,182,0,0,5,5,5,626,0,1,5,9,2
0,7,6,11,1,0,64,0,0,13,3,3,314,1,0,0,1,0,0,2,0,0,7,8,5,573,0,0,7,7,0,0,0,7,1,5,0
0,13,1,9,1,0,39,0,22,26,9,7,329,0,0,0,1,0,0,3,0,5,9,15,9,78,0,2,7,8,7,86,0,0,6,4,2
0,0,1,13,1,0,20,0,0,27,3,9,93,0,0,1,0,0,1,2,0,0,6,7,5,128,0,0,6,9,4,208,0,5,3,7,0
0,7,1,13,1,0,26,0,12,13,5,5,128,1,0,0,1,0,0,3,0,0,5,7,4,153,0,0,5,5,4,59,0,0,6,4,2
0,0,1,14,1,0,70,0,0,0,19,38,551,0,0,1,1,0,1,1,0,0,6,6,6,703,0,0,6,6,6,659,0,1,5,9,2
0,0,2,11,1,0,20,0,12,0,4,7,119,0,0,0,1,0,1,3,0,0,7,9,5,374,0,0,8,9,7,290,0,4,4,8,1
0,8,1,11,1,0,95,0,12,0,4,8,607,0,0,0,1,0,0,1,0,0,7,8,7,801,0,0,8,8,8,781,0,7,1,5,2
0,0,5,11,1,0,38,0,21,26,9,9,285,1,0,0,1,0,0,2,0,0,7,7,6,249,0,0,7,7,6,242,0,0,6,4,2
0,0,6,14,1,0,19,0,12,0,4,4,101,1,0,0,1,0,1,2,0,0,6,8,6,249,0,0,6,10,5,118,0,5,3,7,2
0,15,1,8,1,0,3,0,2,0,3,3,21,1,0,1,0,0,0,5,0,0,5,8,0,0,0,0,5,7,0,0,0,1,5,9,1
0,0,3,9,1,0,46,0,0,9,9,10,207,1,0,0,1,0,1,2,0,0,6,7,6,50,0,0,6,6,6,59,0,5,3,7,2
0,0,3,11,1,0,56,0,12,13,9,7,314,1,0,0,1,0,1,2,0,0,7,10,7,490,0,0,8,11,8,173,0,8,7,0,2
0,7,5,15,1,0,41,0,21,27,5,6,188,1,0,0,1,0,1,2,0,0,6,10,5,128,0,0,6,9,5,17,0,2,0,1,2
0,0,4,10,1,0,41,0,9,13,9,9,244,1,0,0,1,0,0,2,0,0,5,10,0,0,0,0,5,10,0,0,0,0,6,4,0
0,7,1,10,1,0,16,0,0,26,9,10,169,1,0,0,1,0,0,3,0,0,6,8,5,41,0,0,6,12,3,76,0,0,6,4,0
0,0,1,8,1,0,45,0,2,13,2,10,285,0,0,0,1,0,0,1,0,0,5,10,5,422,0,0,5,9,5,554,0,7,1,5,2
0,0,1,11,1,0,47,0,0,13,9,9,312,0,0,0,1,0,1,3,0,0,7,8,6,547,0,0,8,9,7,555,0,4,4,8,2
0,0,1,1,1,0,47,0,2,26,2,8,214,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1
0,0,1,5,1,0,38,0,0,27,4,7,231,0,0,0,1,0,0,2,0,0,5,6,5,182,0,0,5,6,5,408,0,0,6,4,2
0,7,1,15,1,0,49,0,22,27,7,6,244,1,0,0,1,0,0,1,0,0,6,11,3,170,0,0,6,10,5,18,0,2,0,1,1
0,0,1,15,1,0,48,0,21,26,9,9,325,1,0,0,1,0,0,1,0,0,6,7,6,410,0,0,6,8,5,96,0,0,6,4,2
0,13,1,15,1,0,18,0,2,26,2,5,89,1,0,0,1,0,0,4,0,0,6,10,3,249,0,0,6,12,3,1,0,2,0,1,0
0,0,1,15,1,0,38,0,22,26,6,6,378,0,0,0,1,0,0,2,0,0,6,8,6,128,0,0,6,10,4,59,0,0,6,4,0
0,0,1,8,1,0,40,0,22,27,9,9,262,0,0,0,1,0,1,1,0,0,5,5,5,15,0,0,5,5,5,96,0,5,3,7,2
0,7,2,9,1,0,42,0,0,26,7,9,271,1,0,0,1,0,1,1,0,0,6,8,6,160,0,0,6,7,6,104,0,6,8,2,2
0,0,3,9,1,0,33,0,12,0,9,10,233,1,0,0,1,0,0,3,0,0,6,10,4,34,0,0,6,9,6,101,0,2,0,1,2
0,11,1,2,0,0,26,0,0,13,6,8,217,0,0,0,1,0,1,7,0,0,6,11,5,34,0,0,6,9,5,226,0,4,4,8,2
0,0,1,13,1,0,37,0,12,0,4,1,179,0,0,0,1,0,0,2,0,0,6,6,6,368,0,0,6,9,6,311,0,3,5,6,0
0,0,1,11,1,0,36,0,12,26,9,7,236,1,0,0,1,0,1,1,0,0,7,9,7,292,0,0,8,12,7,260,0,8,7,0,2
0,0,2,11,1,0,45,0,12,13,9,9,255,1,0,0,1,0,0,1,0,0,7,8,7,715,0,0,8,8,8,715,0,8,7,0,2
0,7,5,15,1,0,41,0,9,9,4,4,230,1,0,0,1,0,0,4,0,0,6,13,4,61,0,0,6,10,3,25,0,3,5,6,0
0,7,2,13,1,0,31,0,0,13,5,4,241,0,0,0,1,0,0,2,0,0,5,5,5,606,0,0,5,5,5,557,0,0,6,4,2
0,7,1,14,1,0,43,0,12,26,7,7,257,0,0,0,1,0,1,2,0,0,6,6,6,207,0,0,6,7,6,311,0,8,7,0,2
2,11,1,3,1,0,89,0,0,26,6,6,603,0,0,1,1,0,0,30,0,0,1,1,0,0,0,0,6,0,0,0,0,1,5,9,1
0,7,3,9,1,0,33,0,12,13,7,8,212,0,0,0,1,0,0,2,0,0,6,10,5,78,0,0,6,12,4,25,0,7,1,5,2
0,11,1,11,1,2,39,0,1,1,1,1,297,0,0,0,1,0,0,12,0,1,8,8,7,616,0,1,8,8,7,568,0,6,8,2,2
0,13,1,9,1,0,33,0,12,13,4,8,167,1,0,0,1,0,0,4,0,0,6,13,3,128,0,0,6,12,2,44,0,9,2,3,0
0,11,1,5,1,0,39,0,21,13,9,7,297,1,0,0,1,0,0,11,0,0,5,13,4,43,1,0,5,11,4,10,0,6,8,2,1
0,7,2,12,1,0,43,0,21,26,3,10,83,0,0,0,1,0,0,3,0,0,7,8,7,196,0,0,8,8,8,443,0,8,7,0,2
0,7,1,11,1,0,40,0,1,27,4,5,320,1,0,0,1,0,0,2,0,0,7,7,6,82,0,0,7,7,6,79,0,0,6,4,2
0,12,1,2,0,0,67,0,12,1,4,6,469,0,0,0,1,0,0,9,0,0,6,10,3,78,0,0,6,8,5,118,0,2,0,1,2
0,7,2,10,1,0,33,0,21,26,9,8,223,1,0,1,0,0,0,3,0,0,6,8,4,92,0,0,6,6,6,356,0,4,4,8,0
0,0,1,13,1,0,40,0,21,26,9,9,227,1,0,0,1,0,1,1,0,0,5,6,3,78,0,0,5,6,4,430,0,0,6,4,1
0,11,1,15,1,0,39,0,21,13,9,5,39,0,0,0,1,0,0,10,0,0,6,9,5,377,0,0,6,10,5,118,0,0,6,4,2
0,0,2,11,1,0,29,0,18,23,11,11,131,1,0,0,1,0,0,3,0,0,7,8,4,117,0,0,7,8,4,111,0,0,6,4,0
0,0,5,15,1,0,56,0,21,13,9,5,327,1,0,0,1,0,0,1,0,0,6,8,5,182,0,0,6,12,5,7,0,2,0,1,0
