col1,col2,col3,col4,col5,col6,col7,class
2,2,1,1,1,1,357,1
2,2,1,1,2,0,358,1
2,2,1,1,2,1,359,1
2,2,1,1,3,0,360,1
2,2,1,1,3,1,361,1
2,2,1,2,0,0,362,1
2,2,1,2,0,1,363,1
2,2,1,2,1,0,364,1
2,2,1,2,1,1,365,1
2,2,1,2,2,0,366,1
2,2,1,2,2,1,368,1
2,2,1,2,3,0,369,1
2,2,1,2,3,1,370,1
